cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,431,1445.52%,4336.59,1y 57d 10h 6m,1y 57d 10h 6m
ADAUSDT Perpetual,857,1385.46%,166.26,64d 9h,64d 9h
ETHUSDT Perpetual,194,1332.80%,3998.41,1y 57d 10h 27m,1y 57d 10h 27m
DOGEUSDT Perpetual,72,1025.94%,178.51,1y 3d 1h 31m,1y 3d 1h 31m
CHZUSDT Perpetual,17,962.19%,2456.96,1y 31d 27m,1y 31d 27m
ETHUSDT Perpetual,9,906.33%,2238.65,1y 56d 16h 39m,1y 56d 16h 39m
BAKEUSDT Perpetual,17,891.50%,89.15,51d 1h 11m,51d 1h 11m
TRXUSDT Perpetual,52,883.18%,185.47,157d 10h 14m,157d 10h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 10h 49m,351d 10h 49m
ETHUSDT Perpetual,0,779.95%,2121.47,1y 56d 1h 39m,1y 56d 1h 39m
ANKRUSDT Perpetual,11,775.23%,77.52,322d 19h 48m,322d 19h 48m
UNFIUSDT Perpetual,66,748.36%,149.67,31d 6h 24m,31d 6h 24m
XMRUSDT Perpetual,7,735.86%,4415.16,160d 12h 25m,160d 12h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 18h 11m,1y 34d 18h 11m
XMRUSDT Perpetual,0,635.28%,1270.56,1y 27d 4h 43m,1y 27d 4h 43m
MATICUSDT Perpetual,2,618.07%,42.59,44d 21h 20m,44d 21h 20m
API3USDT Perpetual,19,573.56%,114.71,39d 22h 45m,39d 22h 45m
UNIUSDT Perpetual,0,521.67%,1632.84,1y 30d 13m,1y 30d 13m
BTCUSDT Perpetual,6,519.23%,140.19,23d 16h 20m,23d 16h 20m
BTCUSDT Perpetual,10,518.87%,140.10,23d 16h 19m,23d 16h 19m
GMTUSDT Perpetual,9,506.41%,30.39,19d 6h 9m,19d 6h 9m
CRVUSDT Perpetual,0,502.72%,235.28,33d 2h 11m,33d 2h 11m
BTCUSDT Perpetual,4,448.47%,224.24,1y 88d 21h 21m,1y 88d 21h 21m
LTCUSDT Perpetual,1,447.99%,1339.52,1y 30d 11m,1y 30d 11m
PEOPLEUSDT Perpetual,10,414.67%,34.29,45d 4h 8m,45d 4h 8m
ZECUSDT Perpetual,0,413.68%,206.84,141d 12h 40m,141d 12h 40m
KNCUSDT Perpetual,3,410.13%,410.14,23d 16h 4m,23d 16h 4m
BTCUSDT Perpetual,7,404.53%,268.29,31d 16h 39m,31d 16h 39m
ADAUSDT Perpetual,1,364.43%,24.56,64d 11h 10m,64d 11h 10m
KNCUSDT Perpetual,0,361.50%,903.77,1y 71d 9h 46m,1y 71d 9h 46m
LTCUSDT Perpetual,0,360.53%,93.27,247d 19h 34m,247d 19h 34m
