cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,391,1417.18%,4251.56,1y 54d 6m,1y 54d 6m
ADAUSDT Perpetual,727,1361.77%,163.41,60d 23h,60d 23h
ETHUSDT Perpetual,175,1269.22%,3807.69,1y 54d 27m,1y 54d 27m
DOGEUSDT Perpetual,62,1025.50%,178.44,364d 15h 31m,364d 15h 31m
CHZUSDT Perpetual,17,967.92%,2471.59,1y 27d 14h 27m,1y 27d 14h 27m
TRXUSDT Perpetual,49,875.11%,183.78,154d 14m,154d 14m
BAKEUSDT Perpetual,14,853.12%,85.31,47d 15h 11m,47d 15h 11m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 49m,348d 49m
ETHUSDT Perpetual,0,819.16%,2023.33,1y 53d 6h 39m,1y 53d 6h 39m
ANKRUSDT Perpetual,8,773.48%,77.35,319d 9h 49m,319d 9h 49m
UNFIUSDT Perpetual,55,735.23%,147.05,27d 20h 25m,27d 20h 25m
XMRUSDT Perpetual,5,710.07%,4260.47,157d 2h 25m,157d 2h 25m
ETHUSDT Perpetual,0,704.95%,1917.47,1y 52d 15h 40m,1y 52d 15h 40m
BTCUSDT Perpetual,30,640.73%,44.85,1y 31d 8h 11m,1y 31d 8h 11m
XMRUSDT Perpetual,0,585.32%,1170.65,1y 23d 18h 44m,1y 23d 18h 44m
API3USDT Perpetual,19,582.39%,116.48,36d 12h 45m,36d 12h 45m
CRVUSDT Perpetual,0,502.72%,235.28,29d 16h 11m,29d 16h 11m
BTCUSDT Perpetual,3,443.15%,221.58,1y 85d 11h 21m,1y 85d 11h 21m
LTCUSDT Perpetual,1,428.67%,1281.73,1y 26d 14h 11m,1y 26d 14h 11m
UNIUSDT Perpetual,0,412.27%,1290.41,1y 26d 14h 14m,1y 26d 14h 14m
BTCUSDT Perpetual,5,406.35%,109.72,20d 6h 20m,20d 6h 20m
BTCUSDT Perpetual,2,398.21%,107.52,20d 6h 20m,20d 6h 20m
ZECUSDT Perpetual,0,392.65%,196.33,138d 2h 40m,138d 2h 40m
PEOPLEUSDT Perpetual,8,391.17%,32.35,41d 18h 8m,41d 18h 8m
DUSKUSDT Perpetual,4,378.97%,22.36,28d 18h 52m,28d 18h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 9h 34m,244d 9h 34m
ADAUSDT Perpetual,1,357.54%,24.10,61d 1h 10m,61d 1h 10m
KNCUSDT Perpetual,0,344.24%,860.62,1y 67d 23h 46m,1y 67d 23h 46m
LINKUSDT Perpetual,1,343.44%,277.50,60d 17h 9m,60d 17h 9m
BLZUSDT Perpetual,0,328.16%,98.45,152d 13h 59m,152d 13h 59m
ETHUSDT Perpetual,4,319.74%,45.63,28d 18h 30m,28d 18h 30m
TRXUSDT Perpetual,2,311.95%,399.30,175d 21h 53m,175d 21h 53m
TRXUSDT Perpetual,0,308.14%,154.07,101d 14h 41m,101d 14h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,236d 12h 38m,236d 12h 38m
ZRXUSDT Perpetual,7,302.95%,15.15,14d 10h 27m,14d 10h 27m
BTCUSDT Perpetual,7,300.62%,199.38,28d 6h 39m,28d 6h 39m
MATICUSDT Perpetual,0,299.43%,20.63,41d 11h 20m,41d 11h 20m
TRBUSDT Perpetual,4,298.85%,153.76,31d 14h 35m,31d 14h 35m
SOLUSDT Perpetual,2,287.21%,23.75,24d 11h 56m,24d 11h 56m
BTSUSDT Perpetual,0,286.19%,37.21,22d 1h 14m,22d 1h 14m
EOSUSDT Perpetual,0,284.42%,568.85,29d 5h 52m,29d 5h 52m
KNCUSDT Perpetual,3,281.41%,281.42,20d 6h 4m,20d 6h 4m
