cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,415,1428.41%,4285.25,1y 56d 3h 6m,1y 56d 3h 6m
ADAUSDT Perpetual,800,1388.94%,166.67,63d 2h,63d 2h
ETHUSDT Perpetual,187,1274.22%,3822.68,1y 56d 3h 27m,1y 56d 3h 27m
DOGEUSDT Perpetual,68,1024.41%,178.25,1y 1d 18h 31m,1y 1d 18h 31m
CHZUSDT Perpetual,17,938.24%,2395.81,1y 29d 17h 27m,1y 29d 17h 27m
TRXUSDT Perpetual,51,876.89%,184.15,156d 3h 14m,156d 3h 14m
ETHUSDT Perpetual,0,824.00%,2035.29,1y 55d 9h 39m,1y 55d 9h 39m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 3h 49m,350d 3h 49m
ANKRUSDT Perpetual,11,769.34%,76.93,321d 12h 48m,321d 12h 48m
BAKEUSDT Perpetual,17,735.17%,73.52,49d 18h 11m,49d 18h 11m
ETHUSDT Perpetual,0,709.12%,1928.81,1y 54d 18h 39m,1y 54d 18h 39m
XMRUSDT Perpetual,6,702.89%,4217.38,159d 5h 25m,159d 5h 25m
UNFIUSDT Perpetual,63,652.05%,130.41,29d 23h 24m,29d 23h 24m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 11h 11m,1y 33d 11h 11m
API3USDT Perpetual,19,633.76%,126.75,38d 15h 45m,38d 15h 45m
XMRUSDT Perpetual,0,564.72%,1129.45,1y 25d 21h 43m,1y 25d 21h 43m
MATICUSDT Perpetual,1,505.55%,34.83,43d 14h 20m,43d 14h 20m
CRVUSDT Perpetual,0,502.72%,235.28,31d 19h 11m,31d 19h 11m
UNIUSDT Perpetual,0,471.06%,1474.42,1y 28d 17h 13m,1y 28d 17h 13m
BTCUSDT Perpetual,4,461.22%,124.53,22d 9h 20m,22d 9h 20m
BTCUSDT Perpetual,9,460.57%,124.36,22d 9h 19m,22d 9h 19m
BTCUSDT Perpetual,4,443.00%,221.50,1y 87d 14h 21m,1y 87d 14h 21m
LTCUSDT Perpetual,1,428.78%,1282.06,1y 28d 17h 11m,1y 28d 17h 11m
PEOPLEUSDT Perpetual,9,396.40%,32.78,43d 21h 8m,43d 21h 8m
ZECUSDT Perpetual,0,387.83%,193.92,140d 5h 40m,140d 5h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 12h 34m,246d 12h 34m
ADAUSDT Perpetual,1,357.09%,24.07,63d 4h 10m,63d 4h 10m
KNCUSDT Perpetual,0,345.20%,863.02,1y 70d 2h 46m,1y 70d 2h 46m
LINKUSDT Perpetual,1,342.79%,276.98,62d 20h 9m,62d 20h 9m
BLZUSDT Perpetual,0,331.40%,99.42,154d 16h 59m,154d 16h 59m
ETHUSDT Perpetual,10,328.38%,46.86,30d 21h 29m,30d 21h 29m
BTCUSDT Perpetual,7,320.52%,212.57,30d 9h 39m,30d 9h 39m
ETHUSDT Perpetual,5,319.87%,9.60,16d 51m,16d 51m
KNCUSDT Perpetual,3,315.06%,315.06,22d 9h 4m,22d 9h 4m
GMTUSDT Perpetual,6,313.03%,469.55,14d 20h 27m,14d 20h 27m
TRXUSDT Perpetual,2,312.59%,400.12,178d 53m,178d 53m
TRXUSDT Perpetual,0,308.35%,154.18,103d 17h 41m,103d 17h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 15h 37m,238d 15h 37m
ETHUSDT Perpetual,1,307.37%,307.38,13d 35m,13d 35m
TRBUSDT Perpetual,5,305.02%,156.94,33d 17h 35m,33d 17h 35m
SNXUSDT Perpetual,46,299.54%,18.21,23d 12h 6m,23d 12h 6m
GMTUSDT Perpetual,7,296.82%,17.81,17d 23h 9m,17d 23h 9m
ETHBUSD Perpetual,16,296.34%,358.58,27d 21h 16m,27d 21h 16m
SOLUSDT Perpetual,3,295.40%,24.43,26d 14h 55m,26d 14h 55m
UNIUSDT Perpetual,0,285.90%,48.60,60d 23h 51m,60d 23h 51m
ARUSDT Perpetual,0,285.71%,257.14,140d 5h 44m,140d 5h 44m
EOSUSDT Perpetual,0,284.79%,569.59,31d 8h 52m,31d 8h 52m
1000SHIBUSDT Perpetual,5,284.60%,28.46,19d 14h 13m,19d 14h 13m
APEUSDT Perpetual,0,279.64%,27.96,16d 1h 52m,16d 1h 52m
TLMBUSD Perpetual,1,274.53%,411.80,28d 3h 25m,28d 3h 25m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 13h 37m,30d 13h 37m
1000SHIBUSDT Perpetual,19,273.76%,21.90,21d 4h 54m,21d 4h 54m
BTCBUSD Perpetual,15,272.04%,22.23,26d 38m,26d 38m
ZRXUSDT Perpetual,8,259.87%,12.99,16d 13h 27m,16d 13h 27m
BTCUSDT Perpetual,1,257.86%,27.44,20d 3h 11m,20d 3h 11m
AXSUSDT Perpetual,2,256.03%,134.57,24d 9h 37m,24d 9h 37m
EOSUSDT Perpetual,2,253.10%,75.93,15d 17h 27m,15d 17h 27m
ALPHAUSDT Perpetual,1,252.23%,6.81,22d 21h 40m,22d 21h 40m
1000XECUSDT Perpetual,1,247.62%,12.38,21d 4h 48m,21d 4h 48m
LINKUSDT Perpetual,0,245.70%,1228.53,65d 5h 54m,65d 5h 54m
APEBUSD Perpetual,1,245.04%,4.78,18d 8h 20m,18d 8h 20m
IOSTUSDT Perpetual,2,242.61%,13.59,30d 14h 44m,30d 14h 44m
BNBUSDT Perpetual,0,239.23%,598.09,1y 79d 1h 19m,1y 79d 1h 19m
AVAXUSDT Perpetual,0,233.14%,132.52,24d 9h 38m,24d 9h 38m
ANCBUSD Perpetual,5,232.20%,69.66,24d 11h 15m,24d 11h 15m
ATOMUSDT Perpetual,0,227.26%,77.27,233d 2h 4m,233d 2h 4m
ETHUSDT Perpetual,0,225.74%,20.32,19d 19h 46m,19d 19h 46m
SUSHIUSDT Perpetual,1,223.02%,80.29,53d 1h 55m,53d 1h 55m
NEARUSDT Perpetual,1,220.67%,115.68,24d 10h 12m,24d 10h 12m
KSMUSDT Perpetual,0,219.67%,369.05,32d 14h 57m,32d 14h 57m
API3USDT Perpetual,0,219.57%,27.23,14d 17h 24m,14d 17h 24m
MATICUSDT Perpetual,2,219.02%,109.51,49d 22h 7m,49d 22h 7m
GMTUSDT Perpetual,6,218.03%,8.70,31d 4h 13m,31d 4h 13m
MATICUSDT Perpetual,1,217.23%,34.76,50d 21h 13m,50d 21h 13m
ADAUSDT Perpetual,0,212.64%,35.34,166d 10h 37m,166d 10h 37m
ZILUSDT Perpetual,0,211.16%,2.32,94d 9h 22m,94d 9h 22m
ETHUSDT Perpetual,1,211.10%,24.99,30d 8h 30m,30d 8h 30m
PEOPLEUSDT Perpetual,0,206.61%,1033.06,47d 20h 47m,47d 20h 47m
DOTUSDT Perpetual,0,206.14%,10.86,28d 21h 15m,28d 21h 15m
MANAUSDT Perpetual,1,203.24%,40.65,33d 19h 4m,33d 19h 4m
MASKUSDT Perpetual,0,203.02%,406.04,23d 7h,23d 7h
ETHUSDT Perpetual,2,202.03%,32.33,19d 2h 9m,19d 2h 9m
LINKUSDT Perpetual,0,201.85%,110.33,21d 14h 48m,21d 14h 48m
DOTUSDT Perpetual,2,201.44%,608.38,63d 19h 15m,63d 19h 15m
THETAUSDT Perpetual,0,201.25%,202.26,29d 1h 30m,29d 1h 30m
