cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,422,1447.30%,4341.92,1y 56d 13h 6m,1y 56d 13h 6m
ADAUSDT Perpetual,818,1378.93%,165.47,63d 12h,63d 12h
ETHUSDT Perpetual,192,1319.08%,3957.26,1y 56d 13h 27m,1y 56d 13h 27m
DOGEUSDT Perpetual,69,1025.46%,178.43,1y 2d 4h 31m,1y 2d 4h 31m
CHZUSDT Perpetual,17,949.95%,2425.72,1y 30d 3h 27m,1y 30d 3h 27m
ETHUSDT Perpetual,0,885.91%,2188.22,1y 55d 19h 39m,1y 55d 19h 39m
TRXUSDT Perpetual,51,883.24%,185.48,156d 13h 14m,156d 13h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 13h 49m,350d 13h 49m
BAKEUSDT Perpetual,17,803.10%,80.31,50d 4h 11m,50d 4h 11m
ANKRUSDT Perpetual,11,774.89%,77.49,321d 22h 48m,321d 22h 48m
ETHUSDT Perpetual,0,762.42%,2073.80,1y 55d 4h 40m,1y 55d 4h 40m
XMRUSDT Perpetual,7,732.98%,4397.90,159d 15h 25m,159d 15h 25m
UNFIUSDT Perpetual,64,713.71%,142.74,30d 9h 25m,30d 9h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 21h 11m,1y 33d 21h 11m
XMRUSDT Perpetual,0,629.86%,1259.74,1y 26d 7h 44m,1y 26d 7h 44m
MATICUSDT Perpetual,1,597.85%,41.19,44d 20m,44d 20m
API3USDT Perpetual,19,589.41%,117.88,39d 1h 45m,39d 1h 45m
UNIUSDT Perpetual,0,519.46%,1625.94,1y 29d 3h 13m,1y 29d 3h 13m
CRVUSDT Perpetual,0,502.72%,235.28,32d 5h 11m,32d 5h 11m
BTCUSDT Perpetual,4,501.83%,135.49,22d 19h 20m,22d 19h 20m
BTCUSDT Perpetual,9,500.76%,135.21,22d 19h 20m,22d 19h 20m
ETHUSDT Perpetual,5,472.08%,14.16,16d 10h 51m,16d 10h 51m
BTCUSDT Perpetual,4,447.41%,223.71,1y 88d 21m,1y 88d 21m
GMTUSDT Perpetual,7,443.66%,26.62,18d 9h 9m,18d 9h 9m
LTCUSDT Perpetual,1,443.31%,1325.50,1y 29d 3h 11m,1y 29d 3h 11m
PEOPLEUSDT Perpetual,10,414.20%,34.25,44d 7h 8m,44d 7h 8m
ZECUSDT Perpetual,0,401.11%,200.56,140d 15h 40m,140d 15h 40m
BTCUSDT Perpetual,7,385.30%,255.53,30d 19h 39m,30d 19h 39m
BTCUSDT Perpetual,1,376.10%,40.02,20d 13h 11m,20d 13h 11m
KNCUSDT Perpetual,3,367.30%,367.30,22d 19h 4m,22d 19h 4m
ADAUSDT Perpetual,1,364.32%,24.56,63d 14h 10m,63d 14h 10m
LTCUSDT Perpetual,0,360.53%,93.27,246d 22h 34m,246d 22h 34m
LINKUSDT Perpetual,1,360.04%,290.91,63d 6h 9m,63d 6h 9m
ZRXUSDT Perpetual,8,354.95%,17.75,16d 23h 27m,16d 23h 27m
KNCUSDT Perpetual,0,353.07%,882.70,1y 70d 12h 46m,1y 70d 12h 46m
BLZUSDT Perpetual,0,348.18%,104.46,155d 2h 59m,155d 2h 59m
ETHUSDT Perpetual,0,323.51%,29.12,20d 5h 46m,20d 5h 46m
EOSUSDT Perpetual,0,319.71%,639.43,31d 18h 52m,31d 18h 52m
TRXUSDT Perpetual,2,318.42%,407.59,178d 10h 53m,178d 10h 53m
APEUSDT Perpetual,0,316.69%,31.67,16d 11h 52m,16d 11h 52m
SNXUSDT Perpetual,46,315.88%,19.21,23d 22h 6m,23d 22h 6m
ETHUSDT Perpetual,2,312.72%,50.04,19d 12h 9m,19d 12h 9m
TRXUSDT Perpetual,0,312.67%,156.34,104d 3h 41m,104d 3h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,239d 1h 38m,239d 1h 38m
ARUSDT Perpetual,0,304.54%,274.09,140d 15h 44m,140d 15h 44m
EOSUSDT Perpetual,2,299.75%,89.93,16d 3h 27m,16d 3h 27m
1000SHIBUSDT Perpetual,5,299.75%,29.98,20d 13m,20d 13m
SOLUSDT Perpetual,3,295.40%,24.43,27d 56m,27d 56m
GMTUSDT Perpetual,6,292.63%,438.96,15d 6h 27m,15d 6h 27m
ETHUSDT Perpetual,10,291.04%,41.53,31d 7h 30m,31d 7h 30m
TRBUSDT Perpetual,5,286.90%,147.61,34d 3h 35m,34d 3h 35m
UNIUSDT Perpetual,0,285.90%,48.60,61d 9h 51m,61d 9h 51m
ETHBUSD Perpetual,2,278.96%,5.16,18d 18h 18m,18d 18h 18m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 23h 37m,30d 23h 37m
TLMBUSD Perpetual,1,272.72%,409.09,28d 13h 25m,28d 13h 25m
DOTUSDT Perpetual,0,272.39%,14.36,29d 7h 15m,29d 7h 15m
ALPHAUSDT Perpetual,1,268.26%,7.24,23d 7h 40m,23d 7h 40m
AXSUSDT Perpetual,2,265.72%,139.67,24d 19h 37m,24d 19h 37m
LINKUSDT Perpetual,0,263.39%,1316.96,65d 15h 54m,65d 15h 54m
DOTUSDT Perpetual,2,258.63%,781.06,64d 5h 15m,64d 5h 15m
BTCBUSD Perpetual,15,254.84%,20.82,26d 10h 38m,26d 10h 38m
1000SHIBUSDT Perpetual,19,254.00%,20.32,21d 14h 54m,21d 14h 54m
APEBUSD Perpetual,1,253.66%,4.95,18d 18h 20m,18d 18h 20m
IOSTUSDT Perpetual,2,250.36%,14.02,31d 44m,31d 44m
1000XECUSDT Perpetual,1,250.12%,12.51,21d 14h 48m,21d 14h 48m
KSMUSDT Perpetual,0,247.31%,415.49,33d 58m,33d 58m
MASKUSDT Perpetual,0,246.97%,493.96,23d 17h,23d 17h
BNBUSDT Perpetual,0,243.34%,608.36,1y 79d 11h 19m,1y 79d 11h 19m
