cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,423,1443.86%,4331.60,1y 56d 15h 6m,1y 56d 15h 6m
ADAUSDT Perpetual,822,1380.28%,165.63,63d 14h,63d 14h
ETHUSDT Perpetual,192,1319.10%,3957.32,1y 56d 15h 27m,1y 56d 15h 27m
DOGEUSDT Perpetual,70,1025.21%,178.39,1y 2d 6h 31m,1y 2d 6h 31m
CHZUSDT Perpetual,17,947.47%,2419.37,1y 30d 5h 27m,1y 30d 5h 27m
ETHUSDT Perpetual,0,886.38%,2189.37,1y 55d 21h 39m,1y 55d 21h 39m
TRXUSDT Perpetual,51,883.28%,185.49,156d 15h 14m,156d 15h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 15h 49m,350d 15h 49m
BAKEUSDT Perpetual,17,776.04%,77.60,50d 6h 12m,50d 6h 12m
ANKRUSDT Perpetual,11,773.10%,77.31,322d 49m,322d 49m
ETHUSDT Perpetual,0,762.82%,2074.89,1y 55d 6h 40m,1y 55d 6h 40m
XMRUSDT Perpetual,7,731.94%,4391.66,159d 17h 25m,159d 17h 25m
UNFIUSDT Perpetual,65,721.34%,144.27,30d 11h 25m,30d 11h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 23h 11m,1y 33d 23h 11m
XMRUSDT Perpetual,0,627.45%,1254.92,1y 26d 9h 44m,1y 26d 9h 44m
API3USDT Perpetual,19,599.79%,119.96,39d 3h 46m,39d 3h 46m
MATICUSDT Perpetual,1,598.50%,41.24,44d 2h 20m,44d 2h 20m
UNIUSDT Perpetual,0,522.81%,1636.40,1y 29d 5h 14m,1y 29d 5h 14m
BTCUSDT Perpetual,4,502.90%,135.78,22d 21h 21m,22d 21h 21m
CRVUSDT Perpetual,0,502.72%,235.28,32d 7h 11m,32d 7h 11m
BTCUSDT Perpetual,10,502.24%,135.61,22d 21h 20m,22d 21h 20m
BTCUSDT Perpetual,4,446.90%,223.45,1y 88d 2h 21m,1y 88d 2h 21m
LTCUSDT Perpetual,1,442.51%,1323.12,1y 29d 5h 11m,1y 29d 5h 11m
GMTUSDT Perpetual,7,440.54%,26.43,18d 11h 10m,18d 11h 10m
ZECUSDT Perpetual,0,414.94%,207.47,140d 17h 40m,140d 17h 40m
PEOPLEUSDT Perpetual,10,414.34%,34.27,44d 9h 8m,44d 9h 8m
BTCUSDT Perpetual,7,380.14%,252.11,30d 21h 39m,30d 21h 39m
KNCUSDT Perpetual,3,371.66%,371.67,22d 21h 4m,22d 21h 4m
BTCUSDT Perpetual,1,368.08%,39.16,20d 15h 11m,20d 15h 11m
ADAUSDT Perpetual,1,364.73%,24.58,63d 16h 10m,63d 16h 10m
LTCUSDT Perpetual,0,360.53%,93.27,247d 35m,247d 35m
LINKUSDT Perpetual,1,357.28%,288.68,63d 8h 10m,63d 8h 10m
KNCUSDT Perpetual,0,353.82%,884.57,1y 70d 14h 47m,1y 70d 14h 47m
ZRXUSDT Perpetual,8,347.84%,17.39,17d 1h 27m,17d 1h 27m
BLZUSDT Perpetual,0,341.91%,102.58,155d 4h 59m,155d 4h 59m
ETHUSDT Perpetual,0,324.43%,29.20,20d 7h 46m,20d 7h 46m
APEUSDT Perpetual,0,320.69%,32.07,16d 13h 52m,16d 13h 52m
TRXUSDT Perpetual,2,318.32%,407.45,178d 12h 53m,178d 12h 53m
EOSUSDT Perpetual,0,315.75%,631.52,31d 20h 53m,31d 20h 53m
ETHUSDT Perpetual,2,315.70%,50.51,19d 14h 10m,19d 14h 10m
SNXUSDT Perpetual,47,313.05%,19.03,24d 6m,24d 6m
TRXUSDT Perpetual,0,312.59%,156.30,104d 5h 41m,104d 5h 41m
ARUSDT Perpetual,0,309.08%,278.17,140d 17h 44m,140d 17h 44m
AVAXUSDT Perpetual,0,307.43%,676.35,239d 3h 38m,239d 3h 38m
1000SHIBUSDT Perpetual,5,299.07%,29.91,20d 2h 13m,20d 2h 13m
