cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,395,1411.17%,4233.54,1y 54d 21h 6m,1y 54d 21h 6m
ADAUSDT Perpetual,751,1380.69%,165.68,61d 20h,61d 20h
ETHUSDT Perpetual,179,1250.88%,3752.65,1y 54d 21h 27m,1y 54d 21h 27m
DOGEUSDT Perpetual,65,1024.19%,178.21,1y 12h 31m,1y 12h 31m
CHZUSDT Perpetual,17,924.13%,2359.78,1y 28d 11h 27m,1y 28d 11h 27m
TRXUSDT Perpetual,50,872.79%,183.29,154d 21h 14m,154d 21h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 21h 49m,348d 21h 49m
ETHUSDT Perpetual,0,794.65%,1962.81,1y 54d 3h 39m,1y 54d 3h 39m
ANKRUSDT Perpetual,10,768.15%,76.82,320d 6h 49m,320d 6h 49m
XMRUSDT Perpetual,6,698.31%,4189.91,157d 23h 25m,157d 23h 25m
ETHUSDT Perpetual,0,683.85%,1860.09,1y 53d 12h 40m,1y 53d 12h 40m
UNFIUSDT Perpetual,59,668.76%,133.75,28d 17h 25m,28d 17h 25m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 5h 11m,1y 32d 5h 11m
API3USDT Perpetual,19,624.68%,124.94,37d 9h 45m,37d 9h 45m
BAKEUSDT Perpetual,15,588.47%,58.85,48d 12h 11m,48d 12h 11m
XMRUSDT Perpetual,0,558.50%,1117.00,1y 24d 15h 44m,1y 24d 15h 44m
CRVUSDT Perpetual,0,502.72%,235.28,30d 13h 11m,30d 13h 11m
BTCUSDT Perpetual,3,439.80%,219.90,1y 86d 8h 21m,1y 86d 8h 21m
UNIUSDT Perpetual,0,420.98%,1317.68,1y 27d 11h 13m,1y 27d 11h 13m
LTCUSDT Perpetual,1,420.53%,1257.41,1y 27d 11h 11m,1y 27d 11h 11m
PEOPLEUSDT Perpetual,9,397.59%,32.88,42d 15h 8m,42d 15h 8m
ZECUSDT Perpetual,0,380.86%,190.43,138d 23h 40m,138d 23h 40m
BTCUSDT Perpetual,6,370.09%,99.92,21d 3h 20m,21d 3h 20m
DUSKUSDT Perpetual,5,369.59%,21.81,29d 15h 52m,29d 15h 52m
BTCUSDT Perpetual,2,361.61%,97.64,21d 3h 20m,21d 3h 20m
LTCUSDT Perpetual,0,360.53%,93.27,245d 6h 34m,245d 6h 34m
ADAUSDT Perpetual,1,353.28%,23.81,61d 22h 10m,61d 22h 10m
BAKEUSDT Perpetual,9,345.99%,355.99,19d 8h 9m,19d 8h 9m
KNCUSDT Perpetual,0,340.49%,851.24,1y 68d 20h 46m,1y 68d 20h 46m
ETHUSDT Perpetual,7,328.78%,46.92,29d 15h 30m,29d 15h 30m
LINKUSDT Perpetual,1,326.99%,264.21,61d 14h 9m,61d 14h 9m
BLZUSDT Perpetual,0,320.46%,96.14,153d 10h 59m,153d 10h 59m
ETHBUSD Perpetual,15,312.06%,377.60,26d 15h 16m,26d 15h 16m
TRXUSDT Perpetual,2,310.09%,396.92,176d 18h 53m,176d 18h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 9h 38m,237d 9h 38m
BTSUSDT Perpetual,0,307.16%,39.93,22d 22h 14m,22d 22h 14m
TRXUSDT Perpetual,0,306.23%,153.12,102d 11h 41m,102d 11h 41m
TRBUSDT Perpetual,5,301.30%,155.02,32d 11h 35m,32d 11h 35m
SOLUSDT Perpetual,2,287.21%,23.75,25d 8h 56m,25d 8h 56m
ETHUSDT Perpetual,1,284.98%,1.62,9d 6h 10m,9d 6h 10m
GMTUSDT Perpetual,6,282.80%,424.21,13d 14h 27m,13d 14h 27m
UNIUSDT Perpetual,0,273.60%,46.51,59d 17h 51m,59d 17h 51m
SNXUSDT Perpetual,45,267.70%,16.28,22d 6h 6m,22d 6h 6m
ARUSDT Perpetual,0,266.60%,239.94,138d 23h 44m,138d 23h 44m
TLMBUSD Perpetual,1,265.70%,398.56,26d 21h 25m,26d 21h 25m
EOSUSDT Perpetual,0,265.01%,530.04,30d 2h 52m,30d 2h 52m
BTCBUSD Perpetual,14,263.48%,21.53,24d 18h 38m,24d 18h 38m
ETHUSDT Perpetual,0,263.05%,263.06,11d 18h 35m,11d 18h 35m
THETAUSDT Perpetual,0,259.68%,103.87,28d 13h 31m,28d 13h 31m
MATICUSDT Perpetual,4,257.76%,108.36,20d 1h 47m,20d 1h 47m
1000SHIBUSDT Perpetual,10,257.34%,20.59,19d 22h 54m,19d 22h 54m
JASMYUSDT Perpetual,0,256.87%,12.33,29d 7h 37m,29d 7h 37m
KNCUSDT Perpetual,3,255.84%,255.84,21d 3h 4m,21d 3h 4m
FLMUSDT Perpetual,2,250.71%,32.62,18d 4h 36m,18d 4h 36m
1000SHIBUSDT Perpetual,5,250.39%,25.04,18d 8h 13m,18d 8h 13m
ZRXUSDT Perpetual,8,248.46%,12.42,15d 7h 27m,15d 7h 27m
BTCUSDT Perpetual,7,248.07%,164.53,29d 3h 39m,29d 3h 39m
AVAXUSDT Perpetual,0,241.10%,137.04,23d 3h 38m,23d 3h 38m
AXSUSDT Perpetual,1,240.24%,126.27,23d 3h 37m,23d 3h 37m
BNBUSDT Perpetual,1,238.97%,17.88,29d 35m,29d 35m
