cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,439,1443.05%,4329.16,1y 58d 6m,1y 58d 6m
ADAUSDT Perpetual,876,1388.43%,166.61,64d 23h,64d 23h
ETHUSDT Perpetual,198,1330.81%,3992.43,1y 58d 27m,1y 58d 27m
DOGEUSDT Perpetual,72,1025.52%,178.44,1y 3d 15h 31m,1y 3d 15h 31m
CHZUSDT Perpetual,17,965.30%,2464.90,1y 31d 14h 27m,1y 31d 14h 27m
BAKEUSDT Perpetual,17,936.21%,93.62,51d 15h 11m,51d 15h 11m
ETHUSDT Perpetual,9,902.75%,2229.81,1y 57d 6h 39m,1y 57d 6h 39m
TRXUSDT Perpetual,53,884.04%,185.65,158d 14m,158d 14m
ALICEUSDT Perpetual,11,819.16%,737.25,352d 49m,352d 49m
ETHUSDT Perpetual,0,776.92%,2113.23,1y 56d 15h 39m,1y 56d 15h 39m
UNFIUSDT Perpetual,67,774.40%,154.88,31d 20h 24m,31d 20h 24m
ANKRUSDT Perpetual,11,774.13%,77.41,323d 9h 48m,323d 9h 48m
XMRUSDT Perpetual,7,744.43%,4466.62,161d 2h 25m,161d 2h 25m
XMRUSDT Perpetual,0,656.16%,1312.33,1y 27d 18h 44m,1y 27d 18h 44m
BTCUSDT Perpetual,36,640.73%,44.85,1y 35d 8h 11m,1y 35d 8h 11m
MATICUSDT Perpetual,2,625.35%,43.09,45d 11h 20m,45d 11h 20m
BTCUSDT Perpetual,12,527.32%,142.38,24d 6h 20m,24d 6h 20m
BTCUSDT Perpetual,7,525.90%,141.99,24d 6h 20m,24d 6h 20m
UNIUSDT Perpetual,0,509.35%,1594.27,1y 30d 14h 13m,1y 30d 14h 13m
CRVUSDT Perpetual,0,502.72%,235.28,33d 16h 11m,33d 16h 11m
BTCUSDT Perpetual,4,447.63%,223.82,1y 89d 11h 21m,1y 89d 11h 21m
LTCUSDT Perpetual,1,447.16%,1337.02,1y 30d 14h 11m,1y 30d 14h 11m
GMTUSDT Perpetual,13,425.08%,25.51,19d 20h 9m,19d 20h 9m
ZECUSDT Perpetual,0,413.53%,206.77,142d 2h 40m,142d 2h 40m
KNCUSDT Perpetual,4,413.46%,413.46,24d 6h 4m,24d 6h 4m
PEOPLEUSDT Perpetual,10,408.43%,33.78,45d 18h 8m,45d 18h 8m
BTCUSDT Perpetual,7,397.18%,263.41,32d 6h 39m,32d 6h 39m
ZRXUSDT Perpetual,9,390.23%,19.51,18d 10h 27m,18d 10h 27m
ADAUSDT Perpetual,1,364.62%,24.58,65d 1h 10m,65d 1h 10m
LTCUSDT Perpetual,0,360.53%,93.27,248d 9h 34m,248d 9h 34m
LINKUSDT Perpetual,1,358.92%,290.01,64d 17h 9m,64d 17h 9m
KNCUSDT Perpetual,0,356.97%,892.43,1y 71d 23h 46m,1y 71d 23h 46m
