cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,387,1415.17%,4245.53,1y 53d 19h 6m,1y 53d 19h 6m
ADAUSDT Perpetual,719,1365.62%,163.87,60d 18h,60d 18h
ETHUSDT Perpetual,175,1272.80%,3818.43,1y 53d 19h 27m,1y 53d 19h 27m
DOGEUSDT Perpetual,62,1025.00%,178.35,364d 10h 31m,364d 10h 31m
CHZUSDT Perpetual,17,959.30%,2449.57,1y 27d 9h 27m,1y 27d 9h 27m
TRXUSDT Perpetual,49,869.86%,182.67,153d 19h 14m,153d 19h 14m
ETHUSDT Perpetual,0,824.13%,2035.62,1y 53d 1h 39m,1y 53d 1h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,347d 19h 49m,347d 19h 49m
BAKEUSDT Perpetual,12,784.93%,78.49,47d 10h 11m,47d 10h 11m
ANKRUSDT Perpetual,6,769.94%,76.99,319d 4h 48m,319d 4h 48m
UNFIUSDT Perpetual,55,741.71%,148.34,27d 15h 25m,27d 15h 25m
ETHUSDT Perpetual,0,709.23%,1929.12,1y 52d 10h 40m,1y 52d 10h 40m
XMRUSDT Perpetual,5,706.65%,4239.93,156d 21h 25m,156d 21h 25m
BTCUSDT Perpetual,28,640.73%,44.85,1y 31d 3h 11m,1y 31d 3h 11m
API3USDT Perpetual,18,593.29%,118.66,36d 7h 45m,36d 7h 45m
XMRUSDT Perpetual,0,578.56%,1157.13,1y 23d 13h 44m,1y 23d 13h 44m
CRVUSDT Perpetual,0,502.72%,235.28,29d 11h 11m,29d 11h 11m
BTCUSDT Perpetual,3,442.94%,221.47,1y 85d 6h 21m,1y 85d 6h 21m
LTCUSDT Perpetual,1,426.60%,1275.54,1y 26d 9h 11m,1y 26d 9h 11m
UNIUSDT Perpetual,0,413.66%,1294.77,1y 26d 9h 13m,1y 26d 9h 13m
BTCUSDT Perpetual,5,402.29%,108.62,20d 1h 20m,20d 1h 20m
ZECUSDT Perpetual,0,397.88%,198.94,137d 21h 40m,137d 21h 40m
BTCUSDT Perpetual,2,394.95%,106.64,20d 1h 20m,20d 1h 20m
PEOPLEUSDT Perpetual,8,380.72%,31.49,41d 13h 8m,41d 13h 8m
DUSKUSDT Perpetual,3,377.81%,22.29,28d 13h 52m,28d 13h 52m
