cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,427,1442.29%,4326.89,1y 57d 6m,1y 57d 6m
ADAUSDT Perpetual,838,1380.44%,165.65,63d 23h,63d 23h
ETHUSDT Perpetual,193,1318.27%,3954.84,1y 57d 27m,1y 57d 27m
DOGEUSDT Perpetual,72,1025.36%,178.41,1y 2d 15h 31m,1y 2d 15h 31m
CHZUSDT Perpetual,17,963.12%,2459.34,1y 30d 14h 27m,1y 30d 14h 27m
ETHUSDT Perpetual,0,884.90%,2185.72,1y 56d 6h 39m,1y 56d 6h 39m
TRXUSDT Perpetual,51,883.47%,185.53,157d 14m,157d 14m
BAKEUSDT Perpetual,17,881.40%,88.14,50d 15h 11m,50d 15h 11m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 49m,351d 49m
ANKRUSDT Perpetual,11,774.60%,77.46,322d 9h 49m,322d 9h 49m
UNFIUSDT Perpetual,65,770.33%,154.07,30d 20h 25m,30d 20h 25m
ETHUSDT Perpetual,0,761.55%,2071.42,1y 55d 15h 40m,1y 55d 15h 40m
XMRUSDT Perpetual,7,734.76%,4408.58,160d 2h 25m,160d 2h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 8h 11m,1y 34d 8h 11m
XMRUSDT Perpetual,0,633.01%,1266.03,1y 26d 18h 44m,1y 26d 18h 44m
MATICUSDT Perpetual,1,607.22%,41.84,44d 11h 20m,44d 11h 20m
API3USDT Perpetual,19,600.18%,120.04,39d 12h 46m,39d 12h 46m
UNIUSDT Perpetual,0,529.18%,1656.34,1y 29d 14h 14m,1y 29d 14h 14m
BTCUSDT Perpetual,5,508.26%,137.23,23d 6h 20m,23d 6h 20m
BTCUSDT Perpetual,10,507.27%,136.96,23d 6h 20m,23d 6h 20m
CRVUSDT Perpetual,0,502.72%,235.28,32d 16h 11m,32d 16h 11m
GMTUSDT Perpetual,8,455.96%,27.36,18d 20h 9m,18d 20h 9m
BTCUSDT Perpetual,4,446.47%,223.24,1y 88d 11h 21m,1y 88d 11h 21m
LTCUSDT Perpetual,1,443.20%,1325.19,1y 29d 14h 11m,1y 29d 14h 11m
PEOPLEUSDT Perpetual,10,411.59%,34.04,44d 18h 8m,44d 18h 8m
ZECUSDT Perpetual,0,411.13%,205.57,141d 2h 40m,141d 2h 40m
KNCUSDT Perpetual,3,398.97%,398.97,23d 6h 4m,23d 6h 4m
BTCUSDT Perpetual,7,377.20%,250.16,31d 6h 39m,31d 6h 39m
ZRXUSDT Perpetual,8,368.34%,18.42,17d 10h 27m,17d 10h 27m
BTCUSDT Perpetual,1,366.31%,38.98,21d 11m,21d 11m
ADAUSDT Perpetual,1,365.06%,24.61,64d 1h 10m,64d 1h 10m
KNCUSDT Perpetual,0,364.85%,912.14,1y 70d 23h 47m,1y 70d 23h 47m
LTCUSDT Perpetual,0,360.53%,93.27,247d 9h 34m,247d 9h 34m
LINKUSDT Perpetual,1,355.25%,287.04,63d 17h 9m,63d 17h 9m
BLZUSDT Perpetual,0,348.76%,104.63,155d 13h 59m,155d 13h 59m
ETHUSDT Perpetual,0,329.42%,29.65,20d 16h 46m,20d 16h 46m
APEUSDT Perpetual,0,325.93%,32.59,16d 22h 52m,16d 22h 52m
ETHUSDT Perpetual,2,319.48%,51.12,19d 23h 10m,19d 23h 10m
TRXUSDT Perpetual,2,318.33%,407.47,178d 21h 53m,178d 21h 53m
EOSUSDT Perpetual,0,317.96%,635.93,32d 5h 53m,32d 5h 53m
TRXUSDT Perpetual,0,312.42%,156.21,104d 14h 41m,104d 14h 41m
ARUSDT Perpetual,0,308.57%,277.72,141d 2h 44m,141d 2h 44m
AVAXUSDT Perpetual,0,307.43%,676.35,239d 12h 38m,239d 12h 38m
SNXUSDT Perpetual,47,304.57%,18.52,24d 9h 6m,24d 9h 6m
EOSUSDT Perpetual,2,303.54%,91.06,16d 14h 27m,16d 14h 27m
GMTUSDT Perpetual,7,302.18%,453.28,15d 17h 28m,15d 17h 28m
1000SHIBUSDT Perpetual,5,301.07%,30.11,20d 11h 13m,20d 11h 13m
SOLUSDT Perpetual,3,295.40%,24.43,27d 11h 56m,27d 11h 56m
ETHUSDT Perpetual,10,294.78%,42.07,31d 18h 30m,31d 18h 30m
ETHBUSD Perpetual,2,293.29%,5.43,19d 5h 18m,19d 5h 18m
XEMUSDT Perpetual,26,288.11%,57.62,12d 2h 53m,12d 2h 53m
UNIUSDT Perpetual,0,285.90%,48.60,61d 20h 51m,61d 20h 51m
TRBUSDT Perpetual,5,285.05%,146.66,34d 14h 36m,34d 14h 36m
ALPHAUSDT Perpetual,1,278.21%,7.51,23d 18h 40m,23d 18h 40m
JASMYUSDT Perpetual,0,274.50%,13.18,31d 10h 37m,31d 10h 37m
TLMBUSD Perpetual,1,274.45%,411.68,29d 25m,29d 25m
DOTUSDT Perpetual,0,272.94%,14.38,29d 18h 15m,29d 18h 15m
BTCBUSD Perpetual,16,269.05%,21.98,26d 21h 38m,26d 21h 38m
AXSUSDT Perpetual,2,267.34%,140.52,25d 6h 37m,25d 6h 37m
KSMUSDT Perpetual,0,264.79%,444.86,33d 11h 58m,33d 11h 58m
1000SHIBUSDT Perpetual,19,264.52%,21.16,22d 1h 54m,22d 1h 54m
DOTUSDT Perpetual,2,260.31%,786.15,64d 16h 15m,64d 16h 15m
LINKUSDT Perpetual,0,257.28%,1286.43,66d 2h 54m,66d 2h 54m
1000XECUSDT Perpetual,1,253.41%,12.67,22d 1h 49m,22d 1h 49m
APEBUSD Perpetual,1,252.25%,4.92,19d 5h 20m,19d 5h 20m
IOSTUSDT Perpetual,2,251.89%,14.11,31d 11h 44m,31d 11h 44m
MASKUSDT Perpetual,0,249.82%,499.66,24d 4h 1m,24d 4h 1m
