cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,393,1414.59%,4243.78,1y 54d 7h 6m,1y 54d 7h 6m
ADAUSDT Perpetual,732,1370.49%,164.46,61d 6h,61d 6h
ETHUSDT Perpetual,177,1259.04%,3777.13,1y 54d 7h 27m,1y 54d 7h 27m
DOGEUSDT Perpetual,63,1024.89%,178.33,364d 22h 31m,364d 22h 31m
CHZUSDT Perpetual,17,943.06%,2408.13,1y 27d 21h 27m,1y 27d 21h 27m
TRXUSDT Perpetual,49,873.24%,183.38,154d 7h 14m,154d 7h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 7h 49m,348d 7h 49m
ETHUSDT Perpetual,0,805.62%,1989.89,1y 53d 13h 39m,1y 53d 13h 39m
ANKRUSDT Perpetual,8,772.55%,77.26,319d 16h 49m,319d 16h 49m
UNFIUSDT Perpetual,55,720.81%,144.16,28d 3h 25m,28d 3h 25m
XMRUSDT Perpetual,5,702.02%,4212.13,157d 9h 25m,157d 9h 25m
ETHUSDT Perpetual,0,693.25%,1885.66,1y 52d 22h 40m,1y 52d 22h 40m
BAKEUSDT Perpetual,14,687.16%,68.72,47d 22h 11m,47d 22h 11m
BTCUSDT Perpetual,30,640.73%,44.85,1y 31d 15h 11m,1y 31d 15h 11m
API3USDT Perpetual,19,607.02%,121.41,36d 19h 45m,36d 19h 45m
XMRUSDT Perpetual,0,567.85%,1135.71,1y 24d 1h 44m,1y 24d 1h 44m
CRVUSDT Perpetual,0,502.72%,235.28,29d 23h 11m,29d 23h 11m
BTCUSDT Perpetual,3,441.86%,220.93,1y 85d 18h 21m,1y 85d 18h 21m
LTCUSDT Perpetual,1,424.12%,1268.13,1y 26d 21h 11m,1y 26d 21h 11m
UNIUSDT Perpetual,0,421.69%,1319.92,1y 26d 21h 14m,1y 26d 21h 14m
BTCUSDT Perpetual,6,393.25%,106.18,20d 13h 20m,20d 13h 20m
PEOPLEUSDT Perpetual,8,390.98%,32.33,42d 1h 8m,42d 1h 8m
ZECUSDT Perpetual,0,390.93%,195.47,138d 9h 40m,138d 9h 40m
