cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,442,1439.89%,4319.69,1y 58d 7h 6m,1y 58d 7h 6m
ADAUSDT Perpetual,890,1394.64%,167.36,65d 6h,65d 6h
ETHUSDT Perpetual,201,1320.92%,3962.78,1y 58d 7h 27m,1y 58d 7h 27m
DOGEUSDT Perpetual,73,1025.31%,178.41,1y 3d 22h 31m,1y 3d 22h 31m
CHZUSDT Perpetual,18,959.59%,2450.33,1y 31d 21h 27m,1y 31d 21h 27m
BAKEUSDT Perpetual,20,888.39%,88.84,51d 22h 11m,51d 22h 11m
ETHUSDT Perpetual,9,887.94%,2193.22,1y 57d 13h 39m,1y 57d 13h 39m
TRXUSDT Perpetual,53,883.09%,185.45,158d 7h 14m,158d 7h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,352d 7h 49m,352d 7h 49m
UNFIUSDT Perpetual,69,803.72%,160.75,32d 3h 24m,32d 3h 24m
ANKRUSDT Perpetual,11,773.19%,77.32,323d 16h 48m,323d 16h 48m
ETHUSDT Perpetual,0,764.16%,2078.53,1y 56d 22h 39m,1y 56d 22h 39m
XMRUSDT Perpetual,7,749.54%,4497.24,161d 9h 25m,161d 9h 25m
XMRUSDT Perpetual,0,669.35%,1338.72,1y 28d 1h 44m,1y 28d 1h 44m
BTCUSDT Perpetual,36,640.73%,44.85,1y 35d 15h 11m,1y 35d 15h 11m
MATICUSDT Perpetual,2,627.03%,43.20,45d 18h 20m,45d 18h 20m
BTCUSDT Perpetual,15,528.27%,142.63,24d 13h 20m,24d 13h 20m
BTCUSDT Perpetual,7,525.41%,141.86,24d 13h 20m,24d 13h 20m
UNIUSDT Perpetual,0,522.05%,1634.03,1y 30d 21h 13m,1y 30d 21h 13m
CRVUSDT Perpetual,0,502.72%,235.28,33d 23h 11m,33d 23h 11m
BTCUSDT Perpetual,4,446.87%,223.44,1y 89d 18h 21m,1y 89d 18h 21m
LTCUSDT Perpetual,1,444.79%,1329.95,1y 30d 21h 11m,1y 30d 21h 11m
ZECUSDT Perpetual,0,422.80%,211.40,142d 9h 40m,142d 9h 40m
KNCUSDT Perpetual,4,416.11%,416.11,24d 13h 4m,24d 13h 4m
PEOPLEUSDT Perpetual,10,407.07%,33.67,46d 1h 8m,46d 1h 8m
