cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,372,1431.94%,4295.84,1y 52d 21h 6m,1y 52d 21h 6m
ADAUSDT Perpetual,692,1326.64%,159.20,59d 20h,59d 20h
ETHUSDT Perpetual,172,1298.23%,3894.72,1y 52d 21h 27m,1y 52d 21h 27m
DOGEUSDT Perpetual,61,1027.49%,178.78,363d 12h 31m,363d 12h 31m
CHZUSDT Perpetual,16,953.31%,2434.28,1y 26d 11h 27m,1y 26d 11h 27m
TRXUSDT Perpetual,46,877.40%,184.25,152d 21h 14m,152d 21h 14m
ETHUSDT Perpetual,0,859.50%,2122.97,1y 52d 3h 39m,1y 52d 3h 39m
ALICEUSDT Perpetual,9,819.16%,737.25,346d 21h 49m,346d 21h 49m
ANKRUSDT Perpetual,0,779.49%,77.95,318d 6h 49m,318d 6h 49m
UNFIUSDT Perpetual,48,751.02%,150.20,26d 17h 25m,26d 17h 25m
ETHUSDT Perpetual,0,739.68%,2011.93,1y 51d 12h 40m,1y 51d 12h 40m
XMRUSDT Perpetual,4,712.50%,4275.03,155d 23h 25m,155d 23h 25m
BAKEUSDT Perpetual,7,702.12%,70.21,46d 12h 12m,46d 12h 12m
BTCUSDT Perpetual,27,640.73%,44.85,1y 30d 5h 11m,1y 30d 5h 11m
XMRUSDT Perpetual,0,594.00%,1188.02,1y 22d 15h 44m,1y 22d 15h 44m
API3USDT Perpetual,13,546.55%,109.31,35d 9h 46m,35d 9h 46m
CRVUSDT Perpetual,0,502.72%,235.28,28d 13h 11m,28d 13h 11m
UNIUSDT Perpetual,0,457.17%,1430.97,1y 25d 11h 14m,1y 25d 11h 14m
BTCUSDT Perpetual,3,446.39%,223.20,1y 84d 8h 21m,1y 84d 8h 21m
LTCUSDT Perpetual,1,445.25%,1331.31,1y 25d 11h 11m,1y 25d 11h 11m
PEOPLEUSDT Perpetual,8,417.66%,34.54,40d 15h 8m,40d 15h 8m
BTCUSDT Perpetual,4,414.08%,111.80,19d 3h 20m,19d 3h 20m
ZECUSDT Perpetual,0,411.93%,205.97,136d 23h 40m,136d 23h 40m
BTCUSDT Perpetual,2,408.75%,110.37,19d 3h 20m,19d 3h 20m
DUSKUSDT Perpetual,3,372.14%,21.96,27d 15h 52m,27d 15h 52m
BLZUSDT Perpetual,0,369.05%,110.72,151d 10h 59m,151d 10h 59m
LTCUSDT Perpetual,0,360.53%,93.27,243d 6h 34m,243d 6h 34m
ADAUSDT Perpetual,1,358.60%,24.17,59d 22h 10m,59d 22h 10m
KNCUSDT Perpetual,0,349.56%,873.92,1y 66d 20h 47m,1y 66d 20h 47m
ETHUSDT Perpetual,3,344.44%,10.33,12d 18h 51m,12d 18h 51m
ZRXUSDT Perpetual,6,342.88%,17.14,13d 7h 27m,13d 7h 27m
