cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,415,1430.56%,4291.69,1y 56d 6m,1y 56d 6m
ADAUSDT Perpetual,798,1385.49%,166.26,62d 23h,62d 23h
ETHUSDT Perpetual,185,1279.19%,3837.57,1y 56d 27m,1y 56d 27m
DOGEUSDT Perpetual,68,1024.66%,178.29,1y 1d 15h 31m,1y 1d 15h 31m
CHZUSDT Perpetual,17,940.29%,2401.05,1y 29d 14h 27m,1y 29d 14h 27m
TRXUSDT Perpetual,51,878.41%,184.47,156d 14m,156d 14m
ETHUSDT Perpetual,0,830.73%,2051.91,1y 55d 6h 39m,1y 55d 6h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,350d 49m,350d 49m
BAKEUSDT Perpetual,16,771.03%,77.10,49d 15h 12m,49d 15h 12m
ANKRUSDT Perpetual,10,770.87%,77.09,321d 9h 49m,321d 9h 49m
ETHUSDT Perpetual,0,714.91%,1944.57,1y 54d 15h 40m,1y 54d 15h 40m
XMRUSDT Perpetual,6,699.12%,4194.75,159d 2h 25m,159d 2h 25m
UNFIUSDT Perpetual,62,644.52%,128.91,29d 20h 25m,29d 20h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 8h 11m,1y 33d 8h 11m
API3USDT Perpetual,19,628.38%,125.68,38d 12h 46m,38d 12h 46m
XMRUSDT Perpetual,0,557.38%,1114.78,1y 25d 18h 44m,1y 25d 18h 44m
MATICUSDT Perpetual,1,519.20%,35.77,43d 11h 20m,43d 11h 20m
CRVUSDT Perpetual,0,502.72%,235.28,31d 16h 11m,31d 16h 11m
UNIUSDT Perpetual,0,467.45%,1463.14,1y 28d 14h 14m,1y 28d 14h 14m
BTCUSDT Perpetual,9,466.86%,126.05,22d 6h 20m,22d 6h 20m
BTCUSDT Perpetual,4,466.65%,126.00,22d 6h 20m,22d 6h 20m
BTCUSDT Perpetual,3,443.71%,221.86,1y 87d 11h 21m,1y 87d 11h 21m
LTCUSDT Perpetual,1,429.53%,1284.32,1y 28d 14h 11m,1y 28d 14h 11m
PEOPLEUSDT Perpetual,9,403.19%,33.34,43d 18h 8m,43d 18h 8m
ZECUSDT Perpetual,0,389.36%,194.68,140d 2h 40m,140d 2h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 9h 35m,246d 9h 35m
ADAUSDT Perpetual,1,359.35%,24.22,63d 1h 10m,63d 1h 10m
KNCUSDT Perpetual,0,346.61%,866.54,1y 69d 23h 47m,1y 69d 23h 47m
LINKUSDT Perpetual,1,345.37%,279.06,62d 17h 10m,62d 17h 10m
ETHUSDT Perpetual,5,343.03%,10.29,15d 21h 51m,15d 21h 51m
BLZUSDT Perpetual,0,334.05%,100.22,154d 13h 59m,154d 13h 59m
BTCUSDT Perpetual,7,330.53%,219.21,30d 6h 39m,30d 6h 39m
GMTUSDT Perpetual,7,326.28%,19.58,17d 20h 9m,17d 20h 9m
ETHUSDT Perpetual,10,325.43%,46.44,30d 18h 30m,30d 18h 30m
KNCUSDT Perpetual,3,324.41%,324.42,22d 6h 4m,22d 6h 4m
TRXUSDT Perpetual,2,313.94%,401.86,177d 21h 53m,177d 21h 53m
TRXUSDT Perpetual,0,309.34%,154.67,103d 14h 41m,103d 14h 41m
GMTUSDT Perpetual,6,307.46%,461.20,14d 17h 28m,14d 17h 28m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 12h 38m,238d 12h 38m
SNXUSDT Perpetual,46,305.11%,18.55,23d 9h 6m,23d 9h 6m
TRBUSDT Perpetual,5,298.87%,153.77,33d 14h 36m,33d 14h 36m
ETHUSDT Perpetual,1,298.33%,298.34,12d 21h 35m,12d 21h 35m
