cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,539,1484.18%,4452.55,1y 62d 19h 8m,1y 62d 19h 8m
ETHUSDT Perpetual,251,1447.39%,4342.17,1y 62d 19h 29m,1y 62d 19h 29m
ADAUSDT Perpetual,1095,1345.66%,161.48,69d 18h 2m,69d 18h 2m
ETHUSDT Perpetual,0,1176.34%,235.27,35d 1h 40m,35d 1h 40m
ETHUSDT Perpetual,13,1099.66%,2716.17,1y 62d 1h 41m,1y 62d 1h 41m
BAKEUSDT Perpetual,52,1042.07%,104.21,56d 10h 14m,56d 10h 14m
DOGEUSDT Perpetual,93,1029.87%,179.20,1y 8d 10h 33m,1y 8d 10h 33m
CHZUSDT Perpetual,23,980.54%,2503.81,1y 36d 9h 29m,1y 36d 9h 29m
ETHUSDT Perpetual,0,943.78%,2567.10,1y 61d 10h 42m,1y 61d 10h 42m
TRXUSDT Perpetual,56,893.00%,187.53,162d 19h 16m,162d 19h 16m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 19h 51m,356d 19h 51m
UNFIUSDT Perpetual,95,817.72%,163.55,36d 15h 27m,36d 15h 27m
ANKRUSDT Perpetual,12,795.41%,79.54,328d 4h 51m,328d 4h 51m
XMRUSDT Perpetual,7,785.43%,4712.61,165d 21h 28m,165d 21h 28m
XMRUSDT Perpetual,1,755.29%,1510.58,1y 32d 13h 46m,1y 32d 13h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 3h 13m,1y 40d 3h 13m
MATICUSDT Perpetual,5,628.70%,43.32,50d 6h 22m,50d 6h 22m
ZRXUSDT Perpetual,14,555.26%,27.76,23d 5h 30m,23d 5h 30m
BTCUSDT Perpetual,9,548.06%,363.48,37d 1h 41m,37d 1h 41m
UNIUSDT Perpetual,0,518.07%,1621.58,1y 35d 9h 16m,1y 35d 9h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 11h 13m,38d 11h 13m
LTCUSDT Perpetual,1,482.64%,1443.11,1y 35d 9h 13m,1y 35d 9h 13m
