cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,428,1444.54%,4333.63,1y 57d 4h 6m,1y 57d 4h 6m
ADAUSDT Perpetual,847,1381.60%,165.79,64d 3h,64d 3h
ETHUSDT Perpetual,194,1323.73%,3971.19,1y 57d 4h 27m,1y 57d 4h 27m
DOGEUSDT Perpetual,72,1026.17%,178.55,1y 2d 19h 31m,1y 2d 19h 31m
CHZUSDT Perpetual,17,959.66%,2450.51,1y 30d 18h 27m,1y 30d 18h 27m
BAKEUSDT Perpetual,17,915.70%,91.57,50d 19h 11m,50d 19h 11m
ETHUSDT Perpetual,9,892.89%,2205.45,1y 56d 10h 39m,1y 56d 10h 39m
TRXUSDT Perpetual,51,884.00%,185.64,157d 4h 14m,157d 4h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 4h 49m,351d 4h 49m
ANKRUSDT Perpetual,11,776.75%,77.68,322d 13h 48m,322d 13h 48m
UNFIUSDT Perpetual,65,770.78%,154.16,31d 24m,31d 24m
ETHUSDT Perpetual,0,768.43%,2090.13,1y 55d 19h 39m,1y 55d 19h 39m
XMRUSDT Perpetual,7,735.38%,4412.29,160d 6h 25m,160d 6h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 12h 11m,1y 34d 12h 11m
XMRUSDT Perpetual,0,634.14%,1268.30,1y 26d 22h 44m,1y 26d 22h 44m
MATICUSDT Perpetual,1,611.56%,42.14,44d 15h 20m,44d 15h 20m
API3USDT Perpetual,19,590.56%,118.11,39d 16h 45m,39d 16h 45m
UNIUSDT Perpetual,0,529.41%,1657.06,1y 29d 18h 13m,1y 29d 18h 13m
BTCUSDT Perpetual,6,513.63%,138.68,23d 10h 20m,23d 10h 20m
BTCUSDT Perpetual,10,513.40%,138.62,23d 10h 20m,23d 10h 20m
CRVUSDT Perpetual,0,502.72%,235.28,32d 20h 11m,32d 20h 11m
GMTUSDT Perpetual,9,501.16%,30.07,19d 9m,19d 9m
BTCUSDT Perpetual,4,448.34%,224.17,1y 88d 15h 21m,1y 88d 15h 21m
LTCUSDT Perpetual,1,443.23%,1325.27,1y 29d 18h 11m,1y 29d 18h 11m
PEOPLEUSDT Perpetual,10,416.61%,34.45,44d 22h 8m,44d 22h 8m
ZECUSDT Perpetual,0,413.58%,206.79,141d 6h 40m,141d 6h 40m
KNCUSDT Perpetual,3,406.41%,406.41,23d 10h 4m,23d 10h 4m
BTCUSDT Perpetual,1,405.26%,43.12,21d 4h 11m,21d 4h 11m
BTCUSDT Perpetual,7,401.22%,266.09,31d 10h 39m,31d 10h 39m
ZRXUSDT Perpetual,9,370.13%,18.51,17d 14h 27m,17d 14h 27m
ADAUSDT Perpetual,1,364.96%,24.60,64d 5h 10m,64d 5h 10m
KNCUSDT Perpetual,0,362.70%,906.76,1y 71d 3h 46m,1y 71d 3h 46m
BLZUSDT Perpetual,0,360.87%,108.26,155d 17h 59m,155d 17h 59m
LTCUSDT Perpetual,0,360.53%,93.27,247d 13h 34m,247d 13h 34m
LINKUSDT Perpetual,1,359.79%,290.72,63d 21h 9m,63d 21h 9m
ETHUSDT Perpetual,0,332.54%,29.93,20d 20h 46m,20d 20h 46m
APEUSDT Perpetual,0,331.09%,33.11,17d 2h 52m,17d 2h 52m
EOSUSDT Perpetual,0,326.83%,653.67,32d 9h 52m,32d 9h 52m
ETHUSDT Perpetual,2,326.29%,52.21,20d 3h 9m,20d 3h 9m
TRXUSDT Perpetual,2,318.77%,408.03,179d 1h 53m,179d 1h 53m
XEMUSDT Perpetual,27,315.37%,63.07,12d 6h 52m,12d 6h 52m
TRXUSDT Perpetual,0,312.78%,156.39,104d 18h 41m,104d 18h 41m
EOSUSDT Perpetual,2,312.45%,93.74,16d 18h 27m,16d 18h 27m
ARUSDT Perpetual,0,308.70%,277.84,141d 6h 44m,141d 6h 44m
