cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,743,1537.78%,4613.34,1y 71d 6h 8m,1y 71d 6h 8m
ETHUSDT Perpetual,395,1511.49%,4534.48,1y 71d 6h 29m,1y 71d 6h 29m
BAKEUSDT Perpetual,124,1307.78%,130.78,64d 21h 14m,64d 21h 14m
ETHUSDT Perpetual,22,1221.01%,3015.90,1y 70d 12h 41m,1y 70d 12h 41m
ADAUSDT Perpetual,1547,1211.21%,145.35,78d 5h 2m,78d 5h 2m
ETHUSDT Perpetual,1,1048.75%,2852.61,1y 69d 21h 42m,1y 69d 21h 42m
DOGEUSDT Perpetual,157,1030.21%,179.26,1y 16d 21h 33m,1y 16d 21h 33m
CHZUSDT Perpetual,35,1028.78%,2627.01,1y 44d 20h 29m,1y 44d 20h 29m
UNFIUSDT Perpetual,145,1023.17%,204.64,45d 2h 27m,45d 2h 27m
TRXUSDT Perpetual,75,903.60%,189.76,171d 6h 16m,171d 6h 16m
XMRUSDT Perpetual,3,827.95%,1655.91,1y 41d 46m,1y 41d 46m
ALICEUSDT Perpetual,24,819.16%,737.25,1y 6h 51m,1y 6h 51m
XMRUSDT Perpetual,15,811.83%,4871.02,174d 8h 28m,174d 8h 28m
ANKRUSDT Perpetual,20,797.32%,79.73,336d 15h 51m,336d 15h 51m
UNIUSDT Perpetual,0,679.73%,2127.57,1y 43d 20h 16m,1y 43d 20h 16m
MATICUSDT Perpetual,9,628.70%,43.32,58d 17h 22m,58d 17h 22m
BTCUSDT Perpetual,22,607.96%,403.20,45d 12h 41m,45d 12h 41m
APEUSDT Perpetual,2,585.02%,292.51,73d 2h 37m,73d 2h 37m
DOTUSDT Perpetual,4,517.65%,1563.33,78d 22h 17m,78d 22h 17m
LTCUSDT Perpetual,4,516.02%,1542.91,1y 43d 20h 13m,1y 43d 20h 13m
CRVUSDT Perpetual,3,502.72%,235.28,46d 22h 13m,46d 22h 13m
ANTUSDT Perpetual,1,496.61%,74.49,43d 5h 26m,43d 5h 26m
DOTUSDT Perpetual,3,481.12%,73.37,36d 18h 12m,36d 18h 12m
BTCUSDT Perpetual,5,467.25%,233.63,1y 102d 17h 23m,1y 102d 17h 23m
ZECUSDT Perpetual,2,453.33%,226.67,155d 8h 43m,155d 8h 43m
LINKUSDT Perpetual,1,437.27%,353.31,77d 23h 12m,77d 23h 12m
BLZUSDT Perpetual,0,435.82%,130.75,169d 20h 1m,169d 20h 1m
SANDUSDT Perpetual,2,422.37%,126.71,60d 17h 56m,60d 17h 56m
LTCUSDT Perpetual,0,418.89%,240.02,78d 21h 53m,78d 21h 53m
