cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,542,1478.09%,4434.28,1y 63d 8m,1y 63d 8m
ETHUSDT Perpetual,251,1435.77%,4307.32,1y 63d 29m,1y 63d 29m
ADAUSDT Perpetual,1104,1367.10%,164.05,69d 23h 2m,69d 23h 2m
ETHUSDT Perpetual,0,1093.86%,218.77,35d 6h 40m,35d 6h 40m
ETHUSDT Perpetual,13,1077.30%,2660.94,1y 62d 6h 41m,1y 62d 6h 41m
DOGEUSDT Perpetual,94,1028.86%,179.02,1y 8d 15h 33m,1y 8d 15h 33m
BAKEUSDT Perpetual,52,1018.42%,101.84,56d 15h 14m,56d 15h 14m
CHZUSDT Perpetual,24,969.13%,2474.69,1y 36d 14h 29m,1y 36d 14h 29m
ETHUSDT Perpetual,0,924.59%,2514.89,1y 61d 15h 42m,1y 61d 15h 42m
TRXUSDT Perpetual,56,892.70%,187.47,163d 16m,163d 16m
ALICEUSDT Perpetual,15,819.16%,737.25,357d 51m,357d 51m
UNFIUSDT Perpetual,95,809.60%,161.92,36d 20h 27m,36d 20h 27m
ANKRUSDT Perpetual,12,789.41%,78.94,328d 9h 51m,328d 9h 51m
XMRUSDT Perpetual,7,784.30%,4705.86,166d 2h 27m,166d 2h 27m
XMRUSDT Perpetual,1,747.28%,1494.56,1y 32d 18h 46m,1y 32d 18h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 8h 13m,1y 40d 8h 13m
MATICUSDT Perpetual,5,628.70%,43.32,50d 11h 22m,50d 11h 22m
BTCUSDT Perpetual,9,552.65%,366.52,37d 6h 41m,37d 6h 41m
ZRXUSDT Perpetual,14,551.48%,27.57,23d 10h 29m,23d 10h 29m
BTCUSDT Perpetual,27,525.30%,141.83,29d 6h 22m,29d 6h 22m
UNIUSDT Perpetual,0,515.96%,1614.98,1y 35d 14h 16m,1y 35d 14h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 16h 13m,38d 16h 13m
LTCUSDT Perpetual,1,475.64%,1422.18,1y 35d 14h 13m,1y 35d 14h 13m
PEOPLEUSDT Perpetual,12,470.07%,38.87,50d 18h 10m,50d 18h 10m
EOSUSDT Perpetual,4,465.55%,139.67,22d 14h 30m,22d 14h 30m
BTCUSDT Perpetual,5,460.62%,230.31,1y 94d 11h 23m,1y 94d 11h 23m
