cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,734,1518.45%,4555.35,1y 71d 2h 8m,1y 71d 2h 8m
ETHUSDT Perpetual,390,1509.58%,4528.77,1y 71d 2h 29m,1y 71d 2h 29m
ADAUSDT Perpetual,1536,1310.77%,157.29,78d 1h 2m,78d 1h 2m
BAKEUSDT Perpetual,122,1234.90%,123.49,64d 17h 14m,64d 17h 14m
ETHUSDT Perpetual,22,1217.48%,3007.18,1y 70d 8h 41m,1y 70d 8h 41m
ETHUSDT Perpetual,1,1045.46%,2843.67,1y 69d 17h 42m,1y 69d 17h 42m
DOGEUSDT Perpetual,156,1029.72%,179.17,1y 16d 17h 33m,1y 16d 17h 33m
CHZUSDT Perpetual,35,1023.51%,2613.55,1y 44d 16h 29m,1y 44d 16h 29m
UNFIUSDT Perpetual,142,1014.79%,202.96,44d 22h 27m,44d 22h 27m
TRXUSDT Perpetual,75,903.93%,189.83,171d 2h 16m,171d 2h 16m
XMRUSDT Perpetual,3,825.77%,1651.55,1y 40d 20h 46m,1y 40d 20h 46m
ALICEUSDT Perpetual,24,819.16%,737.25,1y 2h 51m,1y 2h 51m
XMRUSDT Perpetual,15,811.50%,4869.01,174d 4h 28m,174d 4h 28m
ANKRUSDT Perpetual,20,792.50%,79.25,336d 11h 51m,336d 11h 51m
UNIUSDT Perpetual,0,678.01%,2122.20,1y 43d 16h 16m,1y 43d 16h 16m
MATICUSDT Perpetual,9,628.70%,43.32,58d 13h 22m,58d 13h 22m
BTCUSDT Perpetual,22,610.22%,404.70,45d 8h 41m,45d 8h 41m
APEUSDT Perpetual,2,580.59%,290.30,72d 22h 37m,72d 22h 37m
LTCUSDT Perpetual,4,516.27%,1543.67,1y 43d 16h 13m,1y 43d 16h 13m
DOTUSDT Perpetual,4,506.34%,1529.17,78d 18h 17m,78d 18h 17m
CRVUSDT Perpetual,3,502.72%,235.28,46d 18h 13m,46d 18h 13m
ANTUSDT Perpetual,1,495.79%,74.37,43d 1h 26m,43d 1h 26m
DOTUSDT Perpetual,3,494.10%,75.35,36d 14h 12m,36d 14h 12m
BTCUSDT Perpetual,5,466.66%,233.33,1y 102d 13h 23m,1y 102d 13h 23m
ZECUSDT Perpetual,2,447.62%,223.81,155d 4h 43m,155d 4h 43m
LINKUSDT Perpetual,1,437.27%,353.31,77d 19h 12m,77d 19h 12m
BLZUSDT Perpetual,0,427.37%,128.21,169d 16h 1m,169d 16h 1m
SANDUSDT Perpetual,2,422.32%,126.70,60d 13h 56m,60d 13h 56m
LTCUSDT Perpetual,0,418.06%,239.55,78d 17h 53m,78d 17h 53m
MASKUSDT Perpetual,0,397.60%,795.22,38d 6h 3m,38d 6h 3m
ADAUSDT Perpetual,7,394.24%,26.57,78d 3h 13m,78d 3h 13m
FTMBUSD Perpetual,5,385.75%,42.43,51d 7h 13m,51d 7h 13m
