cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,415,1429.38%,4288.15,1y 56d 2h 6m,1y 56d 2h 6m
ADAUSDT Perpetual,799,1387.46%,166.50,63d 1h,63d 1h
ETHUSDT Perpetual,186,1277.33%,3832.01,1y 56d 2h 27m,1y 56d 2h 27m
DOGEUSDT Perpetual,68,1024.54%,178.27,1y 1d 17h 31m,1y 1d 17h 31m
CHZUSDT Perpetual,17,940.94%,2402.71,1y 29d 16h 27m,1y 29d 16h 27m
TRXUSDT Perpetual,51,877.99%,184.38,156d 2h 13m,156d 2h 13m
ETHUSDT Perpetual,0,828.20%,2045.67,1y 55d 8h 38m,1y 55d 8h 38m
ALICEUSDT Perpetual,10,819.16%,737.25,350d 2h 49m,350d 2h 49m
ANKRUSDT Perpetual,10,770.21%,77.02,321d 11h 48m,321d 11h 48m
BAKEUSDT Perpetual,16,752.32%,75.23,49d 17h 11m,49d 17h 11m
ETHUSDT Perpetual,0,712.73%,1938.65,1y 54d 17h 39m,1y 54d 17h 39m
XMRUSDT Perpetual,6,699.51%,4197.11,159d 4h 25m,159d 4h 25m
UNFIUSDT Perpetual,63,658.11%,131.62,29d 22h 24m,29d 22h 24m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 10h 11m,1y 33d 10h 11m
API3USDT Perpetual,19,631.31%,126.26,38d 14h 45m,38d 14h 45m
XMRUSDT Perpetual,0,558.14%,1116.30,1y 25d 20h 43m,1y 25d 20h 43m
MATICUSDT Perpetual,1,513.25%,35.36,43d 13h 20m,43d 13h 20m
CRVUSDT Perpetual,0,502.72%,235.28,31d 18h 11m,31d 18h 11m
UNIUSDT Perpetual,0,466.79%,1461.08,1y 28d 16h 13m,1y 28d 16h 13m
BTCUSDT Perpetual,9,464.11%,125.31,22d 8h 19m,22d 8h 19m
BTCUSDT Perpetual,4,463.63%,125.18,22d 8h 20m,22d 8h 20m
BTCUSDT Perpetual,4,443.30%,221.65,1y 87d 13h 20m,1y 87d 13h 20m
LTCUSDT Perpetual,1,428.87%,1282.33,1y 28d 16h 11m,1y 28d 16h 11m
PEOPLEUSDT Perpetual,9,400.68%,33.14,43d 20h 8m,43d 20h 8m
ZECUSDT Perpetual,0,389.64%,194.82,140d 4h 40m,140d 4h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 11h 34m,246d 11h 34m
ADAUSDT Perpetual,1,358.21%,24.14,63d 3h 10m,63d 3h 10m
KNCUSDT Perpetual,0,346.77%,866.95,1y 70d 1h 46m,1y 70d 1h 46m
LINKUSDT Perpetual,1,345.95%,279.53,62d 19h 9m,62d 19h 9m
ETHUSDT Perpetual,5,335.59%,10.07,15d 23h 51m,15d 23h 51m
BLZUSDT Perpetual,0,335.22%,100.57,154d 15h 59m,154d 15h 59m
ETHUSDT Perpetual,10,326.72%,46.62,30d 20h 29m,30d 20h 29m
KNCUSDT Perpetual,3,326.51%,326.52,22d 8h 4m,22d 8h 4m
BTCUSDT Perpetual,7,324.85%,215.44,30d 8h 39m,30d 8h 39m
