cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,392,1414.87%,4244.63,1y 54d 2h 6m,1y 54d 2h 6m
ADAUSDT Perpetual,728,1366.69%,164.00,61d 1h,61d 1h
ETHUSDT Perpetual,175,1264.73%,3794.21,1y 54d 2h 27m,1y 54d 2h 27m
DOGEUSDT Perpetual,62,1025.16%,178.38,364d 17h 31m,364d 17h 31m
CHZUSDT Perpetual,17,956.47%,2442.36,1y 27d 16h 27m,1y 27d 16h 27m
TRXUSDT Perpetual,49,871.13%,182.94,154d 2h 13m,154d 2h 13m
BAKEUSDT Perpetual,14,861.01%,86.10,47d 17h 11m,47d 17h 11m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 2h 49m,348d 2h 49m
ETHUSDT Perpetual,0,813.09%,2008.34,1y 53d 8h 38m,1y 53d 8h 38m
ANKRUSDT Perpetual,8,772.43%,77.24,319d 11h 48m,319d 11h 48m
UNFIUSDT Perpetual,55,727.79%,145.56,27d 22h 24m,27d 22h 24m
XMRUSDT Perpetual,5,708.48%,4250.92,157d 4h 25m,157d 4h 25m
ETHUSDT Perpetual,0,699.72%,1903.26,1y 52d 17h 39m,1y 52d 17h 39m
BTCUSDT Perpetual,30,640.73%,44.85,1y 31d 10h 11m,1y 31d 10h 11m
API3USDT Perpetual,19,593.97%,118.80,36d 14h 45m,36d 14h 45m
XMRUSDT Perpetual,0,581.87%,1163.75,1y 23d 20h 43m,1y 23d 20h 43m
CRVUSDT Perpetual,0,502.72%,235.28,29d 18h 11m,29d 18h 11m
BTCUSDT Perpetual,3,442.18%,221.09,1y 85d 13h 20m,1y 85d 13h 20m
LTCUSDT Perpetual,1,427.55%,1278.39,1y 26d 16h 11m,1y 26d 16h 11m
UNIUSDT Perpetual,0,413.91%,1295.54,1y 26d 16h 13m,1y 26d 16h 13m
BTCUSDT Perpetual,5,395.17%,106.70,20d 8h 19m,20d 8h 19m
ZECUSDT Perpetual,0,390.32%,195.16,138d 4h 40m,138d 4h 40m
BTCUSDT Perpetual,2,387.00%,104.49,20d 8h 20m,20d 8h 20m
PEOPLEUSDT Perpetual,8,386.31%,31.95,41d 20h 8m,41d 20h 8m
DUSKUSDT Perpetual,4,377.83%,22.29,28d 20h 52m,28d 20h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 11h 34m,244d 11h 34m
ADAUSDT Perpetual,1,356.42%,24.02,61d 3h 10m,61d 3h 10m
KNCUSDT Perpetual,0,343.24%,858.12,1y 68d 1h 46m,1y 68d 1h 46m
LINKUSDT Perpetual,1,337.85%,272.98,60d 19h 9m,60d 19h 9m
BLZUSDT Perpetual,0,329.43%,98.83,152d 15h 59m,152d 15h 59m
ETHUSDT Perpetual,4,321.80%,45.92,28d 20h 29m,28d 20h 29m
MATICUSDT Perpetual,0,309.97%,21.36,41d 13h 20m,41d 13h 20m
TRXUSDT Perpetual,2,308.57%,394.98,175d 23h 53m,175d 23h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,236d 14h 37m,236d 14h 37m
TRXUSDT Perpetual,0,305.52%,152.76,101d 16h 41m,101d 16h 41m
TRBUSDT Perpetual,4,298.85%,153.76,31d 16h 35m,31d 16h 35m
BTSUSDT Perpetual,0,291.61%,37.91,22d 3h 13m,22d 3h 13m
ZRXUSDT Perpetual,7,288.67%,14.43,14d 12h 27m,14d 12h 27m
ETHBUSD Perpetual,15,288.60%,349.21,25d 20h 16m,25d 20h 16m
SOLUSDT Perpetual,2,287.21%,23.75,24d 13h 55m,24d 13h 55m
