cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,425,1440.62%,4321.89,1y 56d 20h 6m,1y 56d 20h 6m
ADAUSDT Perpetual,831,1382.55%,165.91,63d 19h,63d 19h
ETHUSDT Perpetual,192,1313.86%,3941.59,1y 56d 20h 27m,1y 56d 20h 27m
DOGEUSDT Perpetual,70,1025.24%,178.39,1y 2d 11h 31m,1y 2d 11h 31m
CHZUSDT Perpetual,17,950.57%,2427.30,1y 30d 10h 27m,1y 30d 10h 27m
TRXUSDT Perpetual,51,881.85%,185.19,156d 20h 14m,156d 20h 14m
ETHUSDT Perpetual,0,878.64%,2170.24,1y 56d 2h 39m,1y 56d 2h 39m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 20h 49m,350d 20h 49m
ANKRUSDT Perpetual,11,772.76%,77.28,322d 5h 48m,322d 5h 48m
UNFIUSDT Perpetual,65,766.37%,153.28,30d 16h 24m,30d 16h 24m
ETHUSDT Perpetual,0,756.15%,2056.75,1y 55d 11h 39m,1y 55d 11h 39m
BAKEUSDT Perpetual,17,754.87%,75.49,50d 11h 11m,50d 11h 11m
XMRUSDT Perpetual,7,729.92%,4379.58,159d 22h 25m,159d 22h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 4h 11m,1y 34d 4h 11m
XMRUSDT Perpetual,0,622.48%,1244.97,1y 26d 14h 44m,1y 26d 14h 44m
MATICUSDT Perpetual,1,606.76%,41.81,44d 7h 20m,44d 7h 20m
API3USDT Perpetual,19,604.40%,120.88,39d 8h 45m,39d 8h 45m
UNIUSDT Perpetual,0,523.04%,1637.14,1y 29d 10h 13m,1y 29d 10h 13m
CRVUSDT Perpetual,0,502.72%,235.28,32d 12h 11m,32d 12h 11m
BTCUSDT Perpetual,5,499.94%,134.99,23d 2h 20m,23d 2h 20m
BTCUSDT Perpetual,10,499.73%,134.93,23d 2h 20m,23d 2h 20m
GMTUSDT Perpetual,8,452.08%,27.13,18d 16h 9m,18d 16h 9m
BTCUSDT Perpetual,4,445.58%,222.79,1y 88d 7h 21m,1y 88d 7h 21m
LTCUSDT Perpetual,1,440.95%,1318.44,1y 29d 10h 11m,1y 29d 10h 11m
PEOPLEUSDT Perpetual,10,408.02%,33.74,44d 14h 8m,44d 14h 8m
ZECUSDT Perpetual,0,406.87%,203.44,140d 22h 40m,140d 22h 40m
KNCUSDT Perpetual,3,387.94%,387.95,23d 2h 4m,23d 2h 4m
ADAUSDT Perpetual,1,364.24%,24.55,63d 21h 10m,63d 21h 10m
BTCUSDT Perpetual,7,363.79%,241.27,31d 2h 39m,31d 2h 39m
LTCUSDT Perpetual,0,360.53%,93.27,247d 5h 34m,247d 5h 34m
KNCUSDT Perpetual,0,357.58%,893.95,1y 70d 19h 46m,1y 70d 19h 46m
LINKUSDT Perpetual,1,353.92%,285.97,63d 13h 9m,63d 13h 9m
BTCUSDT Perpetual,1,342.72%,36.47,20d 20h 11m,20d 20h 11m
BLZUSDT Perpetual,0,342.07%,102.62,155d 9h 59m,155d 9h 59m
ZRXUSDT Perpetual,8,332.21%,16.61,17d 6h 27m,17d 6h 27m
ETHUSDT Perpetual,0,321.39%,28.93,20d 12h 46m,20d 12h 46m
TRXUSDT Perpetual,2,316.86%,405.59,178d 17h 53m,178d 17h 53m
APEUSDT Perpetual,0,315.29%,31.53,16d 18h 52m,16d 18h 52m
EOSUSDT Perpetual,0,313.72%,627.44,32d 1h 52m,32d 1h 52m
ETHUSDT Perpetual,2,311.65%,49.86,19d 19h 9m,19d 19h 9m
TRXUSDT Perpetual,0,311.39%,155.70,104d 10h 41m,104d 10h 41m
ARUSDT Perpetual,0,307.69%,276.92,140d 22h 44m,140d 22h 44m
AVAXUSDT Perpetual,0,307.43%,676.35,239d 8h 38m,239d 8h 38m
SNXUSDT Perpetual,47,306.69%,18.65,24d 5h 6m,24d 5h 6m
ETHUSDT Perpetual,10,298.88%,42.65,31d 14h 29m,31d 14h 29m
1000SHIBUSDT Perpetual,5,298.77%,29.88,20d 7h 13m,20d 7h 13m
EOSUSDT Perpetual,2,297.89%,89.37,16d 10h 27m,16d 10h 27m
GMTUSDT Perpetual,6,297.75%,446.63,15d 13h 27m,15d 13h 27m
SOLUSDT Perpetual,3,295.40%,24.43,27d 7h 55m,27d 7h 55m
UNIUSDT Perpetual,0,285.90%,48.60,61d 16h 51m,61d 16h 51m
ALPHAUSDT Perpetual,1,282.38%,7.62,23d 14h 40m,23d 14h 40m
TRBUSDT Perpetual,5,282.28%,145.23,34d 10h 35m,34d 10h 35m
ETHBUSD Perpetual,2,280.09%,5.18,19d 1h 18m,19d 1h 18m
TLMBUSD Perpetual,1,276.34%,414.52,28d 20h 25m,28d 20h 25m
JASMYUSDT Perpetual,0,274.50%,13.18,31d 6h 37m,31d 6h 37m
BTCBUSD Perpetual,16,271.26%,22.16,26d 17h 38m,26d 17h 38m
1000SHIBUSDT Perpetual,19,267.84%,21.43,21d 21h 54m,21d 21h 54m
DOTUSDT Perpetual,0,265.46%,13.99,29d 14h 15m,29d 14h 15m
AXSUSDT Perpetual,2,265.46%,139.53,25d 2h 37m,25d 2h 37m
1000XECUSDT Perpetual,1,256.64%,12.83,21d 21h 48m,21d 21h 48m
APEBUSD Perpetual,1,256.49%,5.00,19d 1h 20m,19d 1h 20m
LINKUSDT Perpetual,0,256.42%,1282.12,65d 22h 54m,65d 22h 54m
KSMUSDT Perpetual,0,255.37%,429.03,33d 7h 58m,33d 7h 58m
DOTUSDT Perpetual,2,252.53%,762.66,64d 12h 15m,64d 12h 15m
IOSTUSDT Perpetual,2,249.29%,13.96,31d 7h 44m,31d 7h 44m
SUSHIUSDT Perpetual,1,246.49%,88.74,53d 18h 55m,53d 18h 55m
ATOMUSDT Perpetual,0,244.00%,82.96,233d 19h 4m,233d 19h 4m
XEMUSDT Perpetual,26,242.20%,48.44,11d 22h 52m,11d 22h 52m
BNBUSDT Perpetual,0,241.84%,604.60,1y 79d 18h 19m,1y 79d 18h 19m
BTSUSDT Perpetual,1,241.03%,243.44,54d 1h 42m,54d 1h 42m
MASKUSDT Perpetual,0,239.30%,478.60,24d,24d
ANCBUSD Perpetual,5,235.46%,70.64,25d 4h 15m,25d 4h 15m
ETHUSDT Perpetual,1,228.55%,27.06,31d 1h 30m,31d 1h 30m
SANDUSDT Perpetual,1,226.35%,67.91,46d 7h 53m,46d 7h 53m
MANAUSDT Perpetual,1,225.75%,45.15,34d 12h 4m,34d 12h 4m
NEARUSDT Perpetual,1,220.49%,115.58,25d 3h 12m,25d 3h 12m
API3USDT Perpetual,0,219.57%,27.23,15d 10h 24m,15d 10h 24m
AVAXUSDT Perpetual,1,219.17%,212.60,48d 16h 39m,48d 16h 39m
LINKUSDT Perpetual,0,218.93%,119.67,22d 7h 48m,22d 7h 48m
GMTUSDT Perpetual,6,218.03%,8.70,31d 21h 13m,31d 21h 13m
SOLBUSD Perpetual,2,216.93%,1084.68,34d 14h 58m,34d 14h 58m
MATICUSDT Perpetual,1,214.07%,34.25,51d 14h 13m,51d 14h 13m
ADAUSDT Perpetual,0,212.64%,35.34,167d 3h 37m,167d 3h 37m
SANDUSDT Perpetual,0,211.71%,18.00,50d 5h 27m,50d 5h 27m
ZILUSDT Perpetual,0,211.16%,2.32,95d 2h 22m,95d 2h 22m
UNFIUSDT Perpetual,0,210.85%,21.09,15d 9h 41m,15d 9h 41m
PEOPLEUSDT Perpetual,0,210.63%,1053.15,48d 13h 47m,48d 13h 47m
MATICUSDT Perpetual,2,210.55%,105.28,50d 15h 7m,50d 15h 7m
