cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,393,1416.75%,4250.25,1y 54d 14h 6m,1y 54d 14h 6m
ADAUSDT Perpetual,742,1372.60%,164.71,61d 13h,61d 13h
ETHUSDT Perpetual,179,1256.51%,3769.54,1y 54d 14h 27m,1y 54d 14h 27m
DOGEUSDT Perpetual,64,1024.64%,178.29,1y 5h 31m,1y 5h 31m
CHZUSDT Perpetual,17,934.57%,2386.44,1y 28d 4h 27m,1y 28d 4h 27m
TRXUSDT Perpetual,49,872.71%,183.27,154d 14h 13m,154d 14h 13m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 14h 49m,348d 14h 49m
ETHUSDT Perpetual,0,802.23%,1981.52,1y 53d 20h 38m,1y 53d 20h 38m
ANKRUSDT Perpetual,8,771.45%,77.15,319d 23h 48m,319d 23h 48m
UNFIUSDT Perpetual,59,726.67%,145.33,28d 10h 24m,28d 10h 24m
XMRUSDT Perpetual,6,705.72%,4234.36,157d 16h 25m,157d 16h 25m
ETHUSDT Perpetual,0,690.37%,1877.83,1y 53d 5h 39m,1y 53d 5h 39m
BTCUSDT Perpetual,33,640.73%,44.85,1y 31d 22h 11m,1y 31d 22h 11m
BAKEUSDT Perpetual,14,633.12%,63.31,48d 5h 11m,48d 5h 11m
API3USDT Perpetual,19,608.70%,121.74,37d 2h 45m,37d 2h 45m
XMRUSDT Perpetual,0,575.04%,1150.08,1y 24d 8h 43m,1y 24d 8h 43m
CRVUSDT Perpetual,0,502.72%,235.28,30d 6h 11m,30d 6h 11m
BTCUSDT Perpetual,3,441.51%,220.76,1y 86d 1h 20m,1y 86d 1h 20m
LTCUSDT Perpetual,1,423.21%,1265.40,1y 27d 4h 11m,1y 27d 4h 11m
UNIUSDT Perpetual,0,417.56%,1306.97,1y 27d 4h 13m,1y 27d 4h 13m
BTCUSDT Perpetual,6,392.13%,105.88,20d 20h 19m,20d 20h 19m
PEOPLEUSDT Perpetual,8,390.40%,32.29,42d 8h 8m,42d 8h 8m
ZECUSDT Perpetual,0,389.42%,194.71,138d 16h 40m,138d 16h 40m
BTCUSDT Perpetual,2,385.07%,103.97,20d 20h 20m,20d 20h 20m
DUSKUSDT Perpetual,4,375.78%,22.17,29d 8h 52m,29d 8h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 23h 34m,244d 23h 34m
ADAUSDT Perpetual,1,355.33%,23.95,61d 15h 10m,61d 15h 10m
KNCUSDT Perpetual,0,343.13%,857.83,1y 68d 13h 46m,1y 68d 13h 46m
LINKUSDT Perpetual,1,341.35%,275.81,61d 7h 9m,61d 7h 9m
ETHUSDT Perpetual,7,326.04%,46.53,29d 8h 29m,29d 8h 29m
BLZUSDT Perpetual,0,325.56%,97.67,153d 3h 59m,153d 3h 59m
BAKEUSDT Perpetual,9,320.84%,330.11,19d 1h 9m,19d 1h 9m
TRXUSDT Perpetual,2,310.07%,396.90,176d 11h 53m,176d 11h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 2h 37m,237d 2h 37m
TRXUSDT Perpetual,0,306.34%,153.17,102d 4h 41m,102d 4h 41m
ETHBUSD Perpetual,15,303.50%,367.24,26d 8h 16m,26d 8h 16m
TRBUSDT Perpetual,4,301.30%,155.02,32d 4h 35m,32d 4h 35m
BTSUSDT Perpetual,0,299.20%,38.90,22d 15h 13m,22d 15h 13m
SOLUSDT Perpetual,2,287.21%,23.75,25d 1h 55m,25d 1h 55m
ETHUSDT Perpetual,0,284.98%,1.62,8d 23h 10m,8d 23h 10m
SNXUSDT Perpetual,45,277.53%,16.87,21d 23h 6m,21d 23h 6m
KNCUSDT Perpetual,3,277.19%,277.19,20d 20h 4m,20d 20h 4m
BTCUSDT Perpetual,7,276.12%,183.12,28d 20h 39m,28d 20h 39m
EOSUSDT Perpetual,0,273.29%,546.58,29d 19h 52m,29d 19h 52m
