cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1269,920.74%,8093.78,53d 11h 51m
GMT/BUSD,17,687.30%,669.05,63d 9h 27m
GMT/BUSD,8,587.40%,592.26,61d 20h 8m
GMT/BUSD,5,470.16%,503.70,61d 16h 3m
GMT/BUSD,5,331.44%,533.74,59d 18h 15m
GMT/BUSD,1,327.84%,633.76,86d 11h 54m
GMT/BUSD,1,315.38%,422.10,52d 17h 46m
GMT/BUSD,7,311.98%,11003.26,69d 10h 36m
GMT/BUSD,1,303.64%,1476.20,86d 19h 24m
GMT/BUSD,6,293.85%,1055.68,55d 20h 23m
GMT/BUSD,0,242.95%,806.80,56d 7h 26m
GMT/BUSD,1,241.71%,457.68,56d 14h 6m
GMT/BUSD,0,240.39%,644.84,58d 12h 27m
GMT/BUSD,0,236.28%,464.97,58d 7h 5m
GMT/BUSD,0,225.95%,850.79,62d 13h 13m
GMT/BUSD,1,191.35%,331.77,50d 5h 9m
GMT/BUSD,0,174.66%,402.68,87d 4h 50m
GMT/BUSD,1,160.32%,705.48,48d 9h 8m
ANC/USDT,46,130.05%,53.79,58d 11h 49m
GMT/BUSD,0,122.25%,322.25,76d 5h 9m
GMT/BUSD,0,115.86%,390.04,74d 20h 48m
GMT/BUSD,0,110.05%,592.36,83d 12h 28m
GMT/BUSD,0,109.04%,576.11,86d 11h 57m
GMT/BUSD,0,101.10%,408.34,75d 1h 40m
GMT/BUSD,0,98.28%,276.16,78d 15h 33m
ANC/BNB,6,94.25%,86.07,60d 12h 13m
PEOPLE/USDT,3,89.16%,722.20,57d 14h 10m
UMA/BUSD,1,87.66%,258.03,65d 3h 38m
GMT/BUSD,0,85.50%,473.31,72d 9h 4m
GMT/BUSD,0,85.43%,417.25,77d 13h 7m
GMT/BUSD,1,82.75%,68.21,77d 1h 19m
TCT/BTC,4,78.39%,29.83,62d 12h 47m
FORTH/BUSD,0,76.28%,88.39,46d 22h 52m
GMT/BUSD,0,75.32%,1308.77,80d 3h 21m
MATIC/USDT,10,75.01%,505.43,26d 11h 22m
CVX/BUSD,0,73.25%,2835.13,29d 5h 58m
DYDX/USDT,2,66.95%,602.34,28d 10h 12m
TRX/BUSD,2,66.51%,309.63,98d 9h 23m
ASR/USDT,3,65.64%,44.76,53d 8h 27m
ASR/USDT,0,63.68%,335.85,41d 5h 20m
OG/USDT,3,62.65%,886.79,52d 6h 15m
MATIC/USDT,0,62.58%,1122.58,31d 5h 32m
GMT/BUSD,10,62.55%,132.43,27d 9h 16m
GMT/BUSD,0,60.78%,1827.98,77d 8h 22m
KP3R/USDT,1,60.65%,67.55,63d 5h 18m
TRX/BUSD,0,60.33%,1933.86,89d 46m
FLM/BTC,4,59.88%,60.97,76d 16h 53m
GMT/BUSD,0,59.65%,127.76,77d 23h 11m
GMT/BUSD,1,59.31%,79.41,27d 11h 36m
FORTH/BUSD,0,59.23%,64.96,60d 7h 37m
PEOPLE/USDT,1,58.06%,84.64,63d 10h 46m
GMT/BUSD,0,56.58%,25.75,27d 12h 37m
GMT/BUSD,0,56.48%,366.19,71d 8h 40m
GMT/BUSD,1,56.36%,22.88,27d 13h 8m
GMT/BUSD,0,55.69%,50.07,27d 3h 23m
UNI/BTC,0,55.66%,1052.34,48d 19h 14m
GMT/BUSD,3,55.56%,28.19,27d 4h 8m
CTXC/USDT,2,54.64%,56.70,64d 2h 14m
GMT/BUSD,0,53.03%,498.71,27d 12h 4m
GMT/BUSD,0,52.94%,84.06,50d 1h 52m
GMT/BUSD,0,52.93%,307.29,30d 13h 31m
MATIC/USDT,1,52.93%,309.28,15d 8h 52m
GMT/BUSD,0,52.80%,441.31,28d 4h 8m
GMT/BUSD,0,52.08%,25.78,27d 14h 59m
DODO/BUSD,5,51.45%,87.70,52d 3h 17m
PAXG/BTC,4,51.27%,172.85,72d 14h 4m
GTC/BUSD,0,49.65%,405.73,60d 2h 29m
RARE/BNB,1,48.84%,31.74,59d 21h 50m
PEOPLE/BTC,1,46.92%,953.39,65d 6h 42m
AAVE/USDT,1,46.90%,249.18,15d 10h 17m
COCOS/BNB,0,46.87%,181.79,48d 3h 36m
MATIC/USDT,0,46.39%,569.68,31d 6h 9m
TROY/BUSD,0,46.35%,129.15,51d 10h 15m
GMT/BUSD,0,45.85%,18.87,27d 15h 27m
COCOS/USDT,1,45.30%,214.00,42d 8h 31m
GMT/BUSD,0,45.17%,18.24,28d 6h 15m
AR/BTC,0,44.53%,4.20,62d 21h 41m
REQ/BTC,0,44.17%,21.82,52d 23h 47m
UMA/USDT,2,43.72%,117.31,30d 15h 57m
GMT/USDT,2,43.63%,427.60,65d 14h 5m
AAVE/ETH,1,43.50%,330.35,64d 14h 38m
SHIB/DOGE,0,43.35%,43.91,159d 5h 38m
KP3R/USDT,3,43.06%,40.47,19d 5h 37m
GMT/BUSD,1,42.60%,19.19,26d 8h 57m
ERN/BUSD,0,42.59%,153.81,32d 12m
DUSK/BTC,0,42.44%,149.86,61d 23h 28m
LINK/USDT,0,42.43%,211.48,33d 19h 17m
GMT/BUSD,0,41.92%,778.06,28d 3h 38m
GMT/BUSD,0,41.81%,18.36,28d 11h
GMT/BUSD,2,41.72%,26.52,26d 3h 46m
FLM/BTC,0,41.52%,33.71,78d 13h 51m
TRX/USDT,0,41.19%,748.92,87d 13h 12m
KEY/USDT,0,41.18%,91.92,52d 3h 18m
TRU/BTC,2,41.02%,38.41,20d 9h 14m
BNB/ETH,9,40.47%,256.53,103d 15h 17m
TCT/USDT,1,40.12%,52.37,34d 12h 43m
THETA/USDT,0,39.97%,86.39,54d 1h 16m
GMT/BUSD,0,39.90%,125.43,79d 2h 10m
BEL/BUSD,1,39.73%,122.44,47d 15h 5m
ETH/USDT,193,39.71%,40924.92,27d 1h 48m
GMT/BUSD,0,39.03%,14.30,26d 6h 18m
SOL/USDT,35,38.79%,46.34,30d 14h 33m
BETA/ETH,0,38.65%,30.78,47d 5h 19m
UNI/BNB,1,38.59%,5013.73,50d 21h 18m
LAZIO/BUSD,2,38.58%,104.15,54d 18h 17m
JASMY/BTC,0,38.12%,88.39,89d 20h 48m
LINK/ETH,2,37.86%,174.85,65d 13h 34m
ANC/USDT,2,37.61%,50.77,33d 18h 32m
ENS/USDT,1,37.29%,67.14,63d 16m
FIRO/USDT,0,36.99%,329.99,1d 11h 7m
PSG/BTC,1,36.55%,145.05,57d 13h 39m
SOL/BUSD,19,36.45%,675.65,32d 18h 24m
