cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1499,923.97%,8122.19,58d 23h 53m
GMT/BUSD,25,689.86%,671.54,68d 21h 29m
GMT/BUSD,8,590.42%,595.31,67d 8h 10m
GMT/BUSD,6,473.26%,507.01,67d 4h 6m
GMT/BUSD,5,336.09%,541.24,65d 6h 17m
GMT/BUSD,1,329.24%,636.47,91d 23h 56m
GMT/BUSD,1,318.57%,426.38,58d 5h 48m
GMT/BUSD,8,313.76%,11065.93,74d 22h 38m
GMT/BUSD,1,305.03%,1482.95,92d 7h 26m
GMT/BUSD,8,298.33%,1071.79,61d 8h 26m
GMT/BUSD,0,247.81%,822.96,61d 19h 28m
GMT/BUSD,2,244.91%,463.75,62d 2h 8m
GMT/BUSD,0,243.58%,653.39,64d 29m
GMT/BUSD,0,239.53%,471.34,63d 19h 7m
GMT/BUSD,0,229.27%,863.29,68d 1h 15m
GMT/BUSD,1,197.09%,341.73,55d 17h 12m
GMT/BUSD,0,175.93%,405.60,92d 16h 52m
GMT/BUSD,2,164.37%,723.32,53d 21h 10m
ANC/USDT,58,129.47%,53.56,63d 23h 51m
GMT/BUSD,0,123.56%,325.70,81d 17h 11m
GMT/BUSD,0,117.23%,394.64,80d 8h 50m
GMT/BUSD,0,111.43%,599.84,89d 30m
GMT/BUSD,0,110.44%,583.47,91d 23h 59m
GMT/BUSD,0,102.48%,413.93,80d 13h 43m
GMT/BUSD,0,99.52%,279.66,84d 3h 35m
TCT/BTC,6,95.42%,39.82,68d 50m
MATIC/USDT,1,92.53%,1659.95,36d 17h 34m
ANC/BNB,9,91.18%,89.37,66d 15m
UMA/BUSD,1,89.83%,264.41,70d 15h 41m
GMT/BUSD,0,86.93%,481.19,77d 21h 6m
GMT/BUSD,0,86.74%,423.64,83d 1h 10m
DYDX/USDT,2,85.47%,769.01,33d 22h 14m
GMT/BUSD,2,83.96%,69.21,82d 13h 21m
MATIC/USDT,1,81.78%,477.87,20d 20h 54m
CVX/BUSD,0,79.85%,3090.83,34d 18h
FORTH/BUSD,0,77.06%,89.30,52d 10h 55m
GMT/BUSD,0,76.78%,1334.13,85d 15h 23m
OG/USDT,3,69.13%,978.51,57d 18h 17m
TRX/BUSD,3,67.30%,313.34,103d 21h 25m
GMT/BUSD,1,66.94%,89.62,32d 23h 38m
ASR/USDT,5,65.81%,44.88,58d 20h 30m
GMT/BUSD,0,63.64%,28.96,33d 39m
GMT/BUSD,1,63.34%,25.72,33d 1h 10m
GMT/BUSD,0,63.03%,56.67,32d 15h 25m
GMT/BUSD,3,62.64%,31.78,32d 16h 10m
KP3R/USDT,1,62.46%,69.57,68d 17h 20m
GMT/BUSD,0,62.01%,1865.07,82d 20h 24m
GMT/BUSD,0,60.90%,130.42,83d 11h 13m
PEOPLE/USDT,3,60.78%,88.60,68d 22h 48m
TRX/BUSD,0,60.63%,1943.36,94d 12h 48m
GMT/BUSD,0,60.29%,503.94,33d 16h 10m
FLM/BTC,4,60.19%,67.23,82d 4h 55m
ETH/USDT,240,60.18%,62028.71,32d 13h 51m
CTXC/USDT,2,59.91%,62.18,69d 14h 16m
FORTH/BUSD,0,59.88%,65.68,65d 19h 39m
ETC/USDT,3,59.36%,5412.15,33d 24m
GMT/BUSD,0,58.97%,29.19,33d 3h 1m
GMT/BUSD,0,58.96%,342.30,36d 1h 33m
GMT/BUSD,0,58.91%,554.04,33d 6m
GMT/BUSD,0,57.88%,375.26,76d 20h 42m
DODO/BUSD,6,56.63%,96.53,57d 15h 19m
GMT/BUSD,0,56.35%,89.47,55d 13h 54m
GTC/BUSD,0,55.70%,455.23,65d 14h 31m
TROY/BUSD,1,53.80%,149.91,56d 22h 17m
PORTO/USDT,0,53.33%,99.40,60d 22h 49m
GMT/BUSD,0,52.32%,21.53,33d 3h 30m
GMT/BUSD,0,51.59%,20.83,33d 18h 18m
ETC/USDT,0,51.32%,36793.47,7d 5h 20m
ENS/BUSD,1,50.10%,47.33,69d 2h 13m
RARE/BUSD,1,49.66%,54.07,55d 11h 38m
GMT/BUSD,1,48.97%,22.06,31d 20h 59m
UNI/BTC,0,48.75%,1011.05,54d 7h 16m
GMT/USDT,9,48.68%,477.03,71d 2h 7m
LINK/USDT,3,48.50%,241.68,39d 7h 20m
GMT/BUSD,3,48.25%,30.67,31d 15h 49m
GMT/BUSD,0,48.12%,21.13,33d 23h 2m
ENS/USDT,1,47.84%,86.13,68d 12h 18m
AVAX/USDT,10,47.84%,429.41,35d 22h 46m
AAVE/USDT,2,47.54%,252.55,20d 22h 19m
KEY/USDT,0,47.34%,105.68,57d 15h 20m
PEOPLE/BTC,1,46.90%,1044.87,70d 18h 44m
THETA/USDT,2,46.39%,100.27,59d 13h 18m
TCT/USDT,1,46.14%,60.24,40d 45m
LAZIO/BUSD,3,45.72%,123.42,60d 6h 19m
COCOS/USDT,1,45.59%,215.37,47d 20h 34m
PAXG/BTC,4,45.48%,168.13,78d 2h 7m
ETH/BUSD,5,45.25%,3547.77,32d 19h 24m
ENS/USDT,0,44.83%,1051.82,67d 21h 10m
APE/BUSD,3,44.45%,442.77,33d 7h 19m
DUSK/BTC,1,44.29%,171.57,67d 11h 30m
SHIB/DOGE,0,44.11%,48.67,164d 17h 40m
AAVE/ETH,1,44.05%,402.15,70d 2h 40m
PORTO/USDT,0,43.63%,65.77,55d 15h 9m
ERN/BUSD,0,42.89%,154.86,37d 12h 14m
ETH/BUSD,13,42.84%,660.32,32d 4h 47m
OOKI/BUSD,0,42.28%,152.82,67d 22h 17m
LINK/USDT,1,42.27%,54.83,69d 22h 30m
MATIC/BTC,0,42.19%,436.15,35d 14h 42m
FLM/BTC,0,41.95%,37.36,84d 1h 53m
TRU/BTC,2,41.93%,43.05,25d 21h 16m
ENS/BUSD,1,41.73%,52.93,68d 22h 10m
BETA/ETH,0,41.48%,39.73,52d 17h 21m
TRX/USDT,0,41.33%,751.46,93d 1h 14m
SOL/USDT,37,41.22%,49.23,36d 2h 35m
GMT/BUSD,0,41.12%,129.26,84d 14h 12m
SOL/BUSD,20,41.07%,761.25,38d 6h 26m
LINK/USDT,0,40.66%,41.24,70d 38m
ETH/USDT,1,40.46%,1606.87,31d 19h 9m
ANC/USDT,2,40.02%,54.02,39d 6h 34m
FTM/USDT,1,39.29%,350.95,35d 22h 42m
OG/USDT,0,38.88%,45.33,41d 22h 36m
MDX/BUSD,0,38.82%,140.07,37d 12h 15m
