cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1178,914.98%,8043.22,51d 8h 51m
GMT/BUSD,17,682.75%,664.61,61d 6h 27m
GMT/BUSD,8,582.00%,586.82,59d 17h 8m
GMT/BUSD,5,464.64%,497.78,59d 13h 3m
GMT/BUSD,1,325.35%,628.93,84d 8h 54m
GMT/BUSD,5,325.25%,523.78,57d 15h 15m
GMT/BUSD,1,309.68%,414.48,50d 14h 46m
GMT/BUSD,7,308.81%,10891.51,67d 7h 36m
GMT/BUSD,1,301.17%,1464.15,84d 16h 24m
GMT/BUSD,6,287.49%,1032.86,53d 17h 23m
GMT/BUSD,0,236.48%,785.33,54d 4h 26m
GMT/BUSD,1,235.98%,446.84,54d 11h 6m
GMT/BUSD,0,234.73%,629.64,56d 9h 27m
GMT/BUSD,0,230.51%,453.61,56d 4h 5m
GMT/BUSD,0,220.03%,828.50,60d 10h 13m
GMT/BUSD,1,184.12%,319.24,48d 2h 9m
GMT/BUSD,0,172.40%,397.46,85d 1h 50m
GMT/BUSD,1,154.86%,681.48,46d 6h 8m
GMT/BUSD,0,142.96%,867.17,69d 1h 3m
ANC/USDT,43,128.32%,53.08,56d 8h 49m
GMT/BUSD,0,119.92%,316.11,74d 2h 9m
GMT/BUSD,0,113.42%,381.84,72d 17h 48m
GMT/BUSD,0,107.57%,579.04,81d 9h 28m
GMT/BUSD,0,106.56%,562.99,84d 8h 57m
GMT/BUSD,0,98.63%,398.37,72d 22h 40m
ANC/BNB,6,97.00%,83.29,58d 9h 13m
GMT/BUSD,0,96.06%,269.94,76d 12h 33m
PEOPLE/USDT,2,86.56%,701.15,55d 11h 11m
GMT/BUSD,0,83.10%,405.87,75d 10h 7m
GMT/BUSD,0,82.96%,459.25,70d 6h 4m
UMA/BUSD,1,82.78%,243.65,63d 38m
GMT/BUSD,1,80.58%,66.42,74d 22h 19m
FORTH/BUSD,0,73.20%,84.83,44d 19h 52m
GMT/BUSD,0,72.71%,1263.54,78d 21m
TCT/BTC,3,70.02%,25.18,60d 9h 47m
TRX/BUSD,1,64.61%,300.82,96d 6h 23m
FLM/BTC,3,59.61%,57.35,74d 13h 53m
ASR/USDT,2,59.03%,40.25,51d 5h 27m
GMT/BUSD,0,58.58%,1761.85,75d 5h 22m
TRX/BUSD,0,58.43%,1872.78,86d 21h 46m
CVX/BUSD,0,58.39%,2259.99,27d 2h 58m
GMT/BUSD,0,57.44%,123.01,75d 20h 11m
OG/USDT,3,56.62%,801.48,50d 3h 15m
PEOPLE/USDT,1,56.53%,82.41,61d 7h 46m
FORTH/BUSD,0,55.80%,61.20,58d 4h 37m
PAXG/BTC,4,55.08%,175.45,70d 11h 4m
GMT/BUSD,0,53.99%,350.05,69d 5h 40m
KP3R/USDT,0,53.88%,60.01,61d 2h 18m
MATIC/USDT,9,53.20%,358.47,24d 8h 22m
CTXC/USDT,2,52.48%,54.47,61d 23h 14m
GMT/BUSD,0,48.66%,77.27,47d 22h 52m
GMT/BUSD,9,48.51%,102.72,25d 6h 16m
RARE/BNB,1,48.03%,29.35,57d 18h 50m
ASR/USDT,0,47.58%,250.91,39d 2h 20m
COCOS/BNB,0,47.34%,172.66,46d 36m
PEOPLE/BTC,1,46.94%,900.93,63d 3h 42m
GMT/BUSD,0,46.89%,440.94,25d 9h 4m
BNB/ETH,9,46.78%,256.59,101d 12h 17m
REQ/BTC,0,46.32%,21.62,50d 20h 47m
LINK/ETH,2,46.27%,184.89,63d 10h 34m
GMT/BUSD,1,45.71%,61.19,25d 8h 36m
UNI/BTC,0,45.15%,806.44,46d 16h 14m
DYDX/USDT,1,44.86%,403.61,26d 7h 12m
COCOS/USDT,0,44.14%,208.51,40d 5h 32m
GMT/BUSD,0,43.98%,20.01,25d 9h 37m
GMT/BUSD,1,43.92%,17.83,25d 10h 8m
AAVE/ETH,1,43.42%,285.24,62d 11h 38m
TROY/BUSD,0,43.21%,120.40,49d 7h 15m
GMT/BUSD,3,42.93%,21.78,25d 1h 8m
GMT/BUSD,0,42.59%,38.30,25d 23m
GMT/BUSD,0,42.45%,246.48,28d 10h 31m
SHIB/DOGE,0,42.07%,40.58,157d 2h 38m
GTC/BUSD,0,41.73%,341.08,57d 23h 29m
KEY/USDT,0,41.60%,92.85,50d 18m
FLM/BTC,0,41.15%,31.57,76d 10h 51m
AAVE/BUSD,6,40.75%,149.94,28d 13h 5m
TRU/BTC,2,40.66%,35.97,18d 6h 14m
UMA/USDT,1,40.14%,107.70,28d 12h 57m
GMT/BUSD,0,39.78%,19.69,25d 11h 59m
DUSK/BTC,0,39.61%,132.14,59d 20h 28m
GMT/BUSD,0,39.43%,329.61,26d 1h 8m
TRX/USDT,0,38.86%,706.56,85d 10h 12m
JASMY/BTC,0,38.16%,83.60,87d 17h 48m
LINK/USDT,0,37.96%,189.20,31d 16h 17m
BETA/ETH,0,37.90%,26.12,45d 2h 19m
ERN/BUSD,0,37.89%,136.81,29d 21h 12m
PAXG/BTC,1,37.79%,425.04,61d 16h 6m
GMT/BUSD,0,37.72%,118.59,76d 23h 10m
BEL/BUSD,1,37.50%,115.58,45d 12h 5m
BNB/ETH,1,36.72%,225.70,184d 17m
GMT/USDT,2,36.71%,359.73,63d 11h 5m
CTK/USDT,0,36.38%,196.43,57d 15h 59m
GMT/BUSD,0,36.36%,674.91,26d 38m
DODO/BUSD,5,36.20%,61.71,50d 17m
MATIC/USDT,0,35.99%,645.69,29d 2h 32m
THETA/USDT,0,35.78%,77.34,51d 22h 16m
PAXG/BNB,0,35.54%,718.55,49d 6h 44m
THETA/BTC,3,35.41%,63.87,35d 23h 45m
TRX/BTC,1,35.40%,26.80,65d 6h 27m
TRU/BTC,0,35.26%,14.10,17d 21h 42m
ANC/USDT,2,35.23%,47.56,31d 15h 32m
AR/BTC,0,34.94%,3.11,60d 18h 41m
GMT/BUSD,0,34.31%,14.12,25d 12h 27m
GMT/BUSD,0,33.72%,13.62,26d 3h 15m
SHIB/DOGE,0,33.69%,19.77,65d 6h 45m
BNB/ETH,0,33.49%,149.79,182d 23h 6m
TRX/USDT,4,33.45%,154.12,76d 14h 30m
LINK/USDT,1,33.14%,42.99,62d 7h 27m
REQ/BTC,0,33.12%,34.60,25d 10h 8m
ANC/BTC,1,32.96%,29.34,33d 8h 33m
SOL/USDT,31,32.82%,39.20,28d 11h 33m
DODO/BTC,0,32.65%,149.09,54d 6h 18m
SAND/USDT,1,32.65%,112.44,28d 9h 13m
MDX/BUSD,0,32.64%,117.76,29d 21h 13m
LAZIO/BUSD,2,32.41%,87.48,52d 15h 17m
LINK/USDT,0,32.39%,32.84,62d 9h 35m
ENS/USDT,1,32.10%,57.79,60d 21h 16m
GMT/BUSD,0,31.85%,57.21,26d 23h 45m
