cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1182,914.48%,8038.81,51d 10h 51m
GMT/BUSD,17,682.34%,664.23,61d 8h 27m
GMT/BUSD,8,581.53%,586.34,59d 19h 8m
GMT/BUSD,5,464.15%,497.26,59d 15h 3m
GMT/BUSD,1,325.13%,628.51,84d 10h 54m
GMT/BUSD,5,324.71%,522.90,57d 17h 15m
GMT/BUSD,1,309.18%,413.81,50d 16h 46m
GMT/BUSD,7,308.53%,10881.69,67d 9h 36m
GMT/BUSD,1,300.95%,1463.09,84d 18h 24m
GMT/BUSD,6,286.93%,1030.84,53d 19h 23m
GMT/BUSD,0,235.92%,783.46,54d 6h 26m
GMT/BUSD,1,235.48%,445.89,54d 13h 6m
GMT/BUSD,0,235.61%,632.00,56d 12h 27m
GMT/BUSD,0,231.41%,455.38,56d 7h 5m
GMT/BUSD,0,220.93%,831.88,60d 13h 13m
GMT/BUSD,1,185.22%,321.14,48d 5h 9m
GMT/BUSD,0,172.75%,398.27,85d 4h 50m
GMT/BUSD,1,155.75%,685.38,46d 9h 8m
GMT/BUSD,0,143.42%,869.97,69d 4h 3m
ANC/USDT,44,128.45%,53.13,56d 11h 49m
GMT/BUSD,0,120.28%,317.06,74d 5h 9m
GMT/BUSD,0,113.79%,383.08,72d 20h 48m
GMT/BUSD,0,107.95%,581.06,81d 12h 28m
GMT/BUSD,0,106.94%,564.98,84d 11h 57m
GMT/BUSD,0,99.01%,399.92,73d 1h 40m
GMT/BUSD,0,96.40%,270.88,76d 15h 33m
ANC/BNB,6,96.23%,82.92,58d 12h 13m
PEOPLE/USDT,2,87.15%,705.98,55d 14h 10m
GMT/BUSD,0,83.46%,407.64,75d 13h 7m
GMT/BUSD,0,83.35%,461.38,70d 9h 4m
UMA/BUSD,1,83.19%,244.87,63d 3h 38m
GMT/BUSD,1,80.91%,66.69,75d 1h 19m
FORTH/BUSD,0,73.39%,85.05,44d 22h 52m
GMT/BUSD,0,73.11%,1270.40,78d 3h 21m
TCT/BTC,3,71.64%,25.87,60d 12h 47m
TRX/BUSD,1,64.72%,301.33,96d 9h 23m
CVX/BUSD,0,63.25%,2448.31,27d 5h 58m
FLM/BTC,3,59.60%,57.60,74d 16h 53m
GMT/BUSD,0,58.92%,1772.13,75d 8h 22m
