cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1258,921.50%,8100.52,53d 3h 51m
GMT/BUSD,17,687.91%,669.64,63d 1h 27m
GMT/BUSD,8,588.11%,592.98,61d 12h 8m
GMT/BUSD,5,470.90%,504.49,61d 8h 3m
GMT/BUSD,5,332.18%,534.94,59d 10h 15m
GMT/BUSD,1,328.14%,634.35,86d 3h 54m
GMT/BUSD,1,316.12%,423.11,52d 9h 46m
GMT/BUSD,7,312.36%,11016.74,69d 2h 36m
GMT/BUSD,1,303.94%,1477.65,86d 11h 24m
GMT/BUSD,6,294.67%,1058.62,55d 12h 23m
GMT/BUSD,0,243.77%,809.52,55d 23h 26m
GMT/BUSD,1,242.40%,458.98,56d 6h 6m
GMT/BUSD,0,241.15%,646.87,58d 4h 27m
GMT/BUSD,0,237.05%,466.48,57d 23h 5m
GMT/BUSD,0,226.67%,853.48,62d 5h 13m
GMT/BUSD,1,192.30%,333.41,49d 21h 9m
GMT/BUSD,0,174.94%,403.31,86d 20h 50m
GMT/BUSD,1,160.95%,708.28,48d 1h 8m
ANC/USDT,46,130.87%,54.13,58d 3h 49m
GMT/BUSD,0,122.53%,322.99,75d 21h 9m
GMT/BUSD,0,116.15%,391.03,74d 12h 48m
GMT/BUSD,0,110.37%,594.12,83d 4h 28m
GMT/BUSD,0,109.37%,577.83,86d 3h 57m
GMT/BUSD,0,101.43%,409.67,74d 17h 40m
GMT/BUSD,0,98.57%,276.98,78d 7h 33m
ANC/BNB,6,95.94%,87.09,60d 4h 13m
PEOPLE/USDT,3,90.01%,729.12,57d 6h 10m
UMA/BUSD,1,87.80%,258.44,64d 19h 38m
GMT/BUSD,0,85.81%,475.01,72d 1h 4m
GMT/BUSD,0,85.74%,418.77,77d 5h 7m
GMT/BUSD,1,83.01%,68.42,76d 17h 19m
TCT/BTC,4,77.61%,29.46,62d 4h 47m
FORTH/BUSD,0,76.92%,89.13,46d 14h 52m
GMT/BUSD,0,75.63%,1314.22,79d 19h 21m
CVX/BUSD,0,71.29%,2759.44,28d 21h 58m
MATIC/USDT,9,70.74%,476.64,26d 3h 22m
DYDX/USDT,1,68.82%,619.17,28d 2h 12m
TRX/BUSD,2,66.08%,307.66,98d 1h 23m
GMT/BUSD,10,64.24%,136.02,27d 1h 16m
ASR/USDT,3,63.69%,43.43,53d 27m
OG/USDT,3,62.77%,888.41,51d 22h 15m
GMT/BUSD,0,61.07%,1836.80,77d 22m
GMT/BUSD,1,60.95%,81.60,27d 3h 36m
KP3R/USDT,1,60.37%,67.24,62d 21h 18m
