cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1486,923.96%,8122.10,58d 15h 53m
GMT/BUSD,25,689.85%,671.53,68d 13h 29m
GMT/BUSD,8,590.44%,595.33,67d 10m
GMT/BUSD,6,473.28%,507.04,66d 20h 6m
GMT/BUSD,5,336.12%,541.28,64d 22h 17m
GMT/BUSD,1,329.26%,636.49,91d 15h 56m
GMT/BUSD,1,318.60%,426.41,57d 21h 48m
GMT/BUSD,8,313.77%,11066.42,74d 14h 38m
GMT/BUSD,1,305.04%,1483.00,91d 23h 26m
GMT/BUSD,8,298.32%,1071.75,61d 26m
GMT/BUSD,0,247.71%,822.64,61d 11h 28m
GMT/BUSD,2,244.91%,463.75,61d 18h 8m
GMT/BUSD,0,243.57%,653.36,63d 16h 29m
GMT/BUSD,0,239.52%,471.33,63d 11h 7m
GMT/BUSD,0,229.30%,863.38,67d 17h 15m
GMT/BUSD,1,197.13%,341.78,55d 9h 12m
GMT/BUSD,0,175.93%,405.60,92d 8h 52m
GMT/BUSD,2,164.37%,723.31,53d 13h 10m
ANC/USDT,57,134.93%,55.82,63d 15h 51m
GMT/BUSD,0,123.57%,325.73,81d 9h 11m
GMT/BUSD,0,117.24%,394.67,80d 50m
GMT/BUSD,0,111.44%,599.90,88d 16h 31m
GMT/BUSD,0,110.45%,583.52,91d 15h 59m
GMT/BUSD,0,102.48%,413.93,80d 5h 43m
GMT/BUSD,0,99.53%,279.68,83d 19h 35m
ANC/BNB,9,96.45%,94.54,65d 16h 15m
TCT/BTC,6,90.43%,38.14,67d 16h 50m
UMA/BUSD,1,89.89%,264.59,70d 7h 41m
GMT/BUSD,0,86.94%,481.25,77d 13h 6m
GMT/BUSD,0,86.75%,423.69,82d 17h 10m
DYDX/USDT,2,86.05%,774.21,33d 14h 14m
MATIC/USDT,1,85.62%,1536.00,36d 9h 34m
GMT/BUSD,2,83.97%,69.22,82d 5h 21m
CVX/BUSD,0,81.91%,3170.39,34d 10h
FORTH/BUSD,0,77.54%,89.86,52d 2h 55m
GMT/BUSD,0,76.79%,1334.33,85d 7h 23m
MATIC/USDT,1,74.57%,435.76,20d 12h 54m
OG/USDT,3,67.59%,956.71,57d 10h 17m
TRX/BUSD,3,67.26%,313.16,103d 13h 25m
GMT/BUSD,1,67.00%,89.70,32d 15h 38m
ASR/USDT,4,64.78%,44.18,58d 12h 30m
GMT/BUSD,0,63.70%,28.99,32d 16h 39m
GMT/BUSD,1,63.39%,25.74,32d 17h 10m
GMT/BUSD,0,63.03%,56.66,32d 7h 25m
GMT/BUSD,3,62.69%,31.81,32d 8h 10m
KP3R/USDT,1,62.06%,69.12,68d 9h 20m
GMT/BUSD,0,62.01%,1865.03,82d 12h 24m
PEOPLE/USDT,3,61.70%,89.94,68d 14h 48m
ETH/USDT,237,61.27%,63149.42,32d 5h 51m
GMT/BUSD,0,60.90%,130.44,83d 3h 13m
TRX/BUSD,0,60.59%,1942.21,94d 4h 48m
GMT/BUSD,0,60.35%,504.43,33d 8h 10m
FORTH/BUSD,0,60.26%,66.10,65d 11h 39m
FLM/BTC,4,60.01%,67.74,81d 20h 55m
CTXC/USDT,2,59.50%,61.75,69d 6h 16m
GMT/BUSD,0,59.03%,29.22,32d 19h 1m
GMT/BUSD,0,58.95%,342.27,35d 17h 33m
ETC/USDT,2,58.84%,5365.02,32d 16h 24m
GMT/BUSD,0,58.81%,553.12,32d 16h 6m
GMT/BUSD,0,57.88%,375.24,76d 12h 42m
GMT/BUSD,0,56.36%,89.49,55d 5h 54m
DODO/BUSD,6,55.95%,95.36,57d 7h 19m
