cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1155,914.65%,8040.25,50d 13h 52m
GMT/BUSD,16,682.48%,664.35,60d 11h 27m
GMT/BUSD,8,581.68%,586.50,58d 22h 9m
GMT/BUSD,5,464.31%,497.43,58d 18h 4m
GMT/BUSD,1,325.20%,628.65,83d 13h 54m
GMT/BUSD,5,324.89%,523.19,56d 20h 15m
GMT/BUSD,1,309.34%,414.03,49d 19h 46m
GMT/BUSD,7,308.63%,10884.93,66d 12h 36m
GMT/BUSD,1,301.02%,1463.44,83d 21h 24m
GMT/BUSD,6,287.12%,1031.50,52d 22h 24m
GMT/BUSD,0,236.10%,784.07,53d 9h 26m
GMT/BUSD,1,235.65%,446.21,53d 16h 6m
GMT/BUSD,0,234.39%,628.75,55d 14h 27m
GMT/BUSD,0,230.17%,452.94,55d 9h 5m
GMT/BUSD,0,219.68%,827.19,59d 15h 13m
GMT/BUSD,1,183.70%,318.50,47d 7h 10m
GMT/BUSD,0,172.27%,397.15,84d 6h 50m
GMT/BUSD,1,154.53%,680.00,45d 11h 9m
GMT/BUSD,0,142.78%,866.09,68d 6h 3m
ANC/USDT,43,125.30%,51.83,55d 13h 49m
GMT/BUSD,0,119.78%,315.75,73d 7h 9m
GMT/BUSD,0,113.28%,381.35,71d 22h 48m
GMT/BUSD,0,107.42%,578.25,80d 14h 29m
GMT/BUSD,0,106.41%,562.22,83d 13h 57m
GMT/BUSD,0,98.48%,397.78,72d 3h 41m
ANC/BNB,6,96.19%,80.84,57d 14h 13m
GMT/BUSD,0,95.93%,269.57,75d 17h 33m
UMA/BUSD,1,85.06%,250.37,62d 5h 39m
PEOPLE/USDT,2,84.39%,683.59,54d 16h 11m
GMT/BUSD,0,82.96%,405.20,74d 15h 8m
GMT/BUSD,0,82.81%,458.42,69d 11h 4m
GMT/BUSD,1,80.45%,66.32,74d 3h 19m
GMT/BUSD,0,72.56%,1260.88,77d 5h 22m
FORTH/BUSD,0,72.39%,83.89,44d 53m
TCT/BTC,3,66.79%,23.41,59d 14h 48m
TRX/BUSD,1,63.52%,295.76,95d 11h 23m
ASR/USDT,2,60.10%,40.98,50d 10h 28m
FLM/BTC,3,59.31%,55.64,73d 18h 53m
GMT/BUSD,0,58.45%,1757.96,74d 10h 22m
OG/USDT,3,58.43%,827.07,49d 8h 15m
TRX/BUSD,0,57.45%,1841.64,86d 2h 46m
GMT/BUSD,0,57.31%,122.73,75d 1h 11m
PAXG/BTC,4,55.94%,173.72,69d 16h 5m
FORTH/BUSD,0,55.23%,60.58,57d 9h 38m
PEOPLE/USDT,1,53.90%,78.57,60d 12h 46m
GMT/BUSD,0,53.85%,349.10,68d 10h 40m
KP3R/USDT,0,52.30%,58.25,60d 7h 18m
LINK/ETH,2,49.08%,187.11,62d 15h 35m
ASR/USDT,0,49.01%,258.48,38d 7h 20m
BNB/ETH,9,48.57%,254.17,100d 17h 17m
GMT/BUSD,0,47.85%,75.99,47d 3h 52m
GMT/BUSD,9,47.69%,100.97,24d 11h 17m
RARE/BNB,1,47.64%,28.49,56d 23h 50m
CVX/BUSD,0,47.59%,1841.97,26d 7h 58m
PEOPLE/BTC,1,46.94%,878.45,62d 8h 42m
COCOS/BNB,0,46.65%,166.55,45d 5h 36m
CTXC/USDT,2,46.11%,47.85,61d 4h 14m
GMT/BUSD,0,46.08%,433.39,24d 14h 4m
REQ/BTC,0,45.50%,20.71,50d 1h 47m
MATIC/USDT,9,44.95%,302.87,23d 13h 22m
GMT/BUSD,1,44.91%,60.12,24d 13h 36m
DYDX/USDT,1,44.79%,403.02,25d 12h 12m
UNI/BTC,0,44.32%,771.80,45d 21h 14m
AAVE/ETH,1,43.28%,271.27,61d 16h 39m
GMT/BUSD,0,43.24%,19.68,24d 14h 37m
GMT/BUSD,1,43.19%,17.54,24d 15h 8m
COCOS/USDT,0,42.29%,199.79,39d 10h 32m
GMT/BUSD,3,42.18%,21.40,24d 6h 9m
GMT/BUSD,0,41.84%,242.90,27d 15h 31m
GMT/BUSD,0,41.82%,37.60,24d 5h 23m
UMA/USDT,1,41.63%,111.71,27d 17h 58m
GTC/BUSD,0,41.26%,337.18,57d 4h 29m
FLM/BTC,0,40.75%,30.48,75d 15h 51m
SHIB/DOGE,0,40.36%,38.54,156d 7h 38m
KEY/USDT,0,39.55%,88.28,49d 5h 18m
GMT/BUSD,0,39.06%,19.33,24d 16h 59m
TROY/BUSD,0,38.94%,108.50,48d 12h 15m
DUSK/BTC,0,38.88%,126.47,59d 1h 28m
PAXG/BTC,1,38.84%,425.88,60d 21h 7m
TRU/BTC,2,38.78%,33.44,17d 11h 14m
GMT/BUSD,0,38.65%,323.04,25d 6h 8m
BNB/ETH,1,38.45%,225.50,183d 5h 18m
JASMY/BTC,0,38.21%,81.60,86d 22h 48m
BETA/ETH,0,38.01%,24.99,44d 7h 19m
GMT/USDT,10,37.87%,1147.70,23d 15h 55m
TRX/USDT,0,37.71%,685.70,84d 15h 12m
GMT/BUSD,0,37.59%,118.19,76d 4h 10m
BEL/BUSD,1,37.38%,115.23,44d 17h 5m
GMT/BUSD,0,36.96%,956.90,26d 6h 3m
LINK/USDT,0,36.39%,181.33,30d 21h 18m
CTK/USDT,0,36.20%,195.42,56d 21h
GMT/USDT,2,36.13%,354.03,62d 16h 6m
PAXG/BNB,0,36.04%,713.19,48d 11h 44m
