cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1263,919.38%,8081.85,53d 7h 51m
GMT/BUSD,17,686.23%,668.00,63d 5h 27m
GMT/BUSD,8,586.12%,590.98,61d 16h 8m
GMT/BUSD,5,468.86%,502.30,61d 12h 3m
GMT/BUSD,5,329.98%,531.39,59d 14h 15m
GMT/BUSD,1,327.25%,632.62,86d 7h 54m
GMT/BUSD,1,314.03%,420.30,52d 13h 46m
GMT/BUSD,7,311.23%,10976.88,69d 6h 36m
GMT/BUSD,1,303.06%,1473.35,86d 15h 24m
GMT/BUSD,6,292.40%,1050.49,55d 16h 23m
GMT/BUSD,0,241.49%,801.98,56d 3h 26m
GMT/BUSD,1,240.35%,455.12,56d 10h 6m
GMT/BUSD,0,239.06%,641.25,58d 8h 27m
GMT/BUSD,0,234.92%,462.29,58d 3h 5m
GMT/BUSD,0,224.55%,845.53,62d 9h 13m
GMT/BUSD,1,189.64%,328.81,50d 1h 9m
GMT/BUSD,0,174.13%,401.45,87d 50m
GMT/BUSD,1,159.19%,700.50,48d 5h 8m
ANC/USDT,46,129.29%,53.48,58d 7h 49m
GMT/BUSD,0,121.70%,320.80,76d 1h 9m
GMT/BUSD,0,115.29%,388.10,74d 16h 48m
GMT/BUSD,0,109.46%,589.22,83d 8h 28m
GMT/BUSD,0,108.46%,573.01,86d 7h 57m
GMT/BUSD,0,100.51%,405.99,74d 21h 40m
GMT/BUSD,0,97.75%,274.69,78d 11h 33m
ANC/BNB,6,94.41%,85.38,60d 8h 13m
UMA/BUSD,1,87.22%,256.74,64d 23h 38m
PEOPLE/USDT,3,86.77%,702.90,57d 10h 11m
GMT/BUSD,0,84.90%,469.99,72d 5h 4m
GMT/BUSD,0,84.88%,414.56,77d 9h 7m
GMT/BUSD,1,82.23%,67.79,76d 21h 19m
TCT/BTC,4,78.39%,29.55,62d 8h 47m
FORTH/BUSD,0,76.12%,88.21,46d 18h 52m
GMT/BUSD,0,74.70%,1298.09,79d 23h 21m
CVX/BUSD,0,71.20%,2756.06,29d 1h 58m
MATIC/USDT,10,71.16%,479.45,26d 7h 22m
TRX/BUSD,2,65.92%,306.93,98d 5h 23m
DYDX/USDT,1,63.80%,574.02,28d 6h 12m
OG/USDT,3,63.61%,900.37,52d 2h 15m
ASR/USDT,3,63.40%,43.24,53d 4h 27m
GMT/BUSD,0,60.26%,1812.37,77d 4h 22m
KP3R/USDT,1,60.16%,67.01,63d 1h 18m
FLM/BTC,4,59.89%,60.44,76d 12h 53m
TRX/BUSD,0,59.72%,1914.19,88d 20h 46m
GMT/BUSD,10,59.23%,125.42,27d 5h 16m
GMT/BUSD,0,59.13%,126.64,77d 19h 11m
FORTH/BUSD,0,58.98%,64.70,60d 3h 37m
MATIC/USDT,0,57.50%,1031.50,31d 1h 32m
PEOPLE/USDT,1,56.50%,82.36,63d 6h 46m
ASR/USDT,0,56.16%,296.19,41d 1h 20m
GMT/BUSD,1,56.10%,75.11,27d 7h 36m
GMT/BUSD,0,55.89%,362.38,71d 4h 40m
UNI/BTC,0,54.68%,1023.83,48d 15h 14m
CTXC/USDT,2,54.09%,56.13,63d 22h 14m
GMT/BUSD,0,53.60%,24.39,27d 8h 37m
GMT/BUSD,1,53.43%,21.69,27d 9h 8m
GMT/BUSD,0,52.60%,47.29,26d 23h 23m
GMT/BUSD,3,52.57%,26.68,27d 8m
GMT/BUSD,0,52.06%,82.66,49d 21h 52m
GMT/BUSD,0,51.87%,487.82,27d 8h 4m
PAXG/BTC,4,51.56%,172.19,72d 10h 4m
