cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1116,913.79%,8032.77,49d 12h 51m
GMT/BUSD,15,681.81%,663.70,59d 10h 27m
GMT/BUSD,8,580.90%,585.71,57d 21h 8m
GMT/BUSD,5,463.50%,496.57,57d 17h 3m
GMT/BUSD,0,324.83%,627.94,82d 12h 54m
GMT/BUSD,5,323.98%,521.73,55d 19h 15m
GMT/BUSD,1,308.51%,412.91,48d 18h 46m
GMT/BUSD,7,308.16%,10868.58,65d 11h 36m
GMT/BUSD,1,300.66%,1461.68,82d 20h 24m
GMT/BUSD,6,286.16%,1028.07,51d 21h 23m
GMT/BUSD,0,235.15%,780.91,52d 8h 26m
GMT/BUSD,1,234.81%,444.62,52d 15h 6m
GMT/BUSD,0,233.56%,626.52,54d 13h 27m
GMT/BUSD,0,229.33%,451.28,54d 8h 5m
GMT/BUSD,0,218.82%,823.93,58d 14h 13m
GMT/BUSD,1,182.64%,316.67,46d 6h 9m
GMT/BUSD,0,171.94%,396.39,83d 5h 49m
GMT/BUSD,1,153.69%,676.33,44d 10h 8m
GMT/BUSD,0,142.34%,863.38,67d 5h 3m
ANC/USDT,43,126.12%,52.17,54d 12h 49m
GMT/BUSD,0,119.44%,314.85,72d 6h 8m
GMT/BUSD,0,112.92%,380.15,70d 21h 48m
GMT/BUSD,0,107.06%,576.30,79d 13h 28m
GMT/BUSD,0,106.05%,560.29,82d 12h 57m
GMT/BUSD,0,98.12%,396.32,71d 2h 40m
GMT/BUSD,0,95.60%,268.66,74d 16h 33m
ANC/BNB,6,92.79%,79.82,56d 13h 13m
PEOPLE/USDT,2,83.42%,675.70,53d 15h 10m
UMA/BUSD,1,82.69%,243.41,61d 4h 38m
GMT/BUSD,0,82.62%,403.53,73d 14h 7m
GMT/BUSD,0,82.44%,456.37,68d 10h 3m
GMT/BUSD,1,80.14%,66.06,73d 2h 18m
GMT/BUSD,0,72.18%,1254.26,76d 4h 21m
FORTH/BUSD,0,71.53%,82.90,42d 23h 52m
TCT/BTC,3,68.41%,24.83,58d 13h 47m
TRX/BUSD,1,63.58%,296.01,94d 10h 23m
OG/USDT,3,62.11%,879.13,48d 7h 15m
ASR/USDT,2,61.65%,42.04,49d 9h 27m
FLM/BTC,3,58.98%,57.30,72d 17h 52m
GMT/BUSD,0,58.13%,1748.28,73d 9h 22m
FORTH/BUSD,0,57.84%,63.45,56d 8h 37m
TRX/BUSD,0,57.58%,1845.68,85d 1h 46m
GMT/BUSD,0,56.98%,122.04,74d 11m
PAXG/BTC,4,54.39%,174.90,68d 15h 4m
GMT/BUSD,0,53.48%,346.74,67d 9h 40m
PEOPLE/USDT,1,53.47%,77.95,59d 11h 46m
KP3R/USDT,0,53.10%,59.14,59d 6h 17m
ASR/USDT,0,51.03%,269.15,37d 6h 20m
CVX/BUSD,0,50.43%,1951.94,25d 6h 58m
CTXC/USDT,2,49.55%,51.42,60d 3h 14m
MATIC/USDT,9,49.42%,332.98,22d 12h 22m
RARE/BNB,1,48.60%,29.75,55d 22h 50m
REQ/BTC,0,47.14%,22.21,49d 47m
GMT/BUSD,0,47.01%,74.65,46d 2h 52m
PEOPLE/BTC,1,46.92%,909.35,61d 7h 42m
COCOS/BNB,0,46.91%,171.50,44d 4h 36m
LINK/ETH,2,46.40%,186.98,61d 14h 34m
BNB/ETH,9,46.18%,255.43,99d 16h 17m
GMT/BUSD,9,45.63%,96.62,23d 10h 16m
GMT/BUSD,0,44.79%,421.25,23d 13h 4m
GTC/BUSD,0,44.07%,360.16,56d 3h 29m
DYDX/USDT,1,43.14%,388.19,24d 11h 12m
AAVE/ETH,1,43.00%,284.87,60d 15h 38m
GMT/BUSD,1,42.92%,57.46,23d 12h 36m
COCOS/USDT,0,42.03%,198.54,38d 9h 31m
UNI/BTC,0,41.78%,753.35,44d 20h 14m
GMT/BUSD,0,41.39%,18.84,23d 13h 37m
GMT/BUSD,1,41.37%,16.80,23d 14h 8m
SHIB/DOGE,0,41.00%,40.27,155d 6h 38m
TROY/BUSD,0,40.88%,113.93,47d 11h 14m
DUSK/BTC,0,40.68%,137.01,58d 28m
GMT/BUSD,3,40.33%,20.47,23d 5h 8m
FLM/BTC,0,40.30%,31.22,74d 14h 51m
GMT/BUSD,0,40.30%,234.00,26d 14h 31m
GMT/BUSD,0,39.91%,35.88,23d 4h 23m
UMA/USDT,1,39.57%,106.19,26d 16h 57m
TRU/BTC,2,38.97%,34.80,16d 10h 14m
JASMY/BTC,0,38.21%,84.51,85d 21h 48m
BETA/ETH,0,37.96%,26.38,43d 6h 18m
TRX/USDT,0,37.88%,688.71,83d 14h 12m
LINK/USDT,0,37.72%,187.97,29d 20h 17m
BEL/BUSD,1,37.35%,115.12,43d 16h 5m
GMT/BUSD,0,37.27%,117.19,75d 3h 10m
GMT/BUSD,0,37.23%,18.43,23d 15h 59m
THETA/USDT,0,36.89%,79.75,50d 2h 16m
PAXG/BTC,1,36.87%,418.71,59d 20h 6m
CTK/USDT,0,36.81%,198.72,55d 19h 59m
GMT/USDT,10,36.70%,1112.22,22d 14h 55m
GMT/BUSD,0,36.69%,306.69,24d 5h 7m
THETA/BTC,3,36.59%,66.64,34d 3h 45m
BNB/ETH,1,36.25%,224.70,182d 4h 17m
DODO/BUSD,5,36.01%,61.39,48d 4h 17m
GMT/BUSD,0,35.68%,923.70,25d 5h 3m
GMT/USDT,2,35.06%,343.62,61d 15h 5m
ERN/BUSD,0,35.03%,126.50,28d 1h 12m
TRX/BTC,1,34.80%,26.60,63d 10h 27m
PAXG/BNB,0,34.65%,701.93,47d 10h 44m
GMT/BUSD,0,34.49%,640.15,24d 4h 38m
KEY/USDT,0,34.37%,76.72,48d 4h 18m
OOKI/BUSD,0,34.31%,124.02,58d 11h 15m
LINK/USDT,1,33.68%,43.69,60d 11h 27m
SHIB/DOGE,0,33.21%,19.84,63d 10h 45m
BNB/ETH,0,33.03%,148.98,181d 3h 6m
AAVE/BUSD,6,32.88%,120.99,26d 17h 5m
LINK/USDT,0,32.83%,33.29,60d 13h 35m
TRU/BTC,0,32.65%,13.18,16d 1h 42m
TRX/USDT,4,32.65%,150.45,74d 18h 30m
DODO/BTC,0,32.64%,150.51,52d 10h 18m
LAZIO/BUSD,2,32.63%,88.08,50d 19h 17m
MDX/BUSD,0,32.51%,117.31,28d 1h 13m
REQ/BTC,0,32.40%,34.18,23d 14h 7m
GMT/BUSD,0,31.93%,13.14,23d 16h 27m
MATIC/USDT,0,31.89%,572.23,27d 6h 32m
ANC/USDT,2,31.89%,43.04,29d 19h 32m
SOL/USDT,29,31.55%,37.69,26d 15h 33m
BNB/ETH,0,31.45%,237.95,150d 21h 27m
GMT/BUSD,0,31.37%,12.67,24d 7h 15m
BNB/ETH,1,31.10%,185.01,62d 5h 18m
TCT/BTC,0,31.09%,17.63,82d 8h 9m
ENS/USDT,1,30.96%,55.73,59d 1h 16m
GMT/BUSD,0,30.95%,55.60,25d 3h 45m
ADA/USDT,8,30.80%,596.33,60d 17h 22m
SOL/ETH,2,30.75%,138.19,37d 3h 44m
SAND/USDT,1,30.61%,105.44,26d 13h 13m
BNB/ETH,0,30.52%,183.06,58d 11h 21m
KP3R/USDT,3,30.38%,28.56,15d 6h 37m
AR/BTC,0,30.20%,2.71,58d 22h 41m
CTK/USDT,0,30.19%,217.25,39d 3h 57m
PSG/BTC,1,29.97%,113.42,53d 14h 39m
ANC/BTC,1,29.78%,26.77,31d 12h 33m
ATOM/BTC,0,29.74%,159.52,40d 41m
OG/USDT,0,29.67%,34.60,32d 11h 33m
SOL/BUSD,16,29.66%,549.77,28d 19h 24m
GMT/BUSD,0,29.40%,12.64,22d 8h 47m
TRX/BTC,0,29.39%,131.99,64d 14h 15m
MATIC/USDT,1,29.38%,162.89,22d 5h 10m
FORTH/USDT,1,29.28%,144.95,52d 7h 52m
DOGE/BTC,0,28.96%,88.33,100d 6h 51m
IMX/BTC,0,28.95%,91.40,50d 13h 7m
GMT/BUSD,1,28.91%,13.02,22d 9h 57m
ATOM/USDT,0,28.75%,516.88,28d 13h 35m
ADA/ETH,0,28.68%,182.33,84d 3h 39m
GMT/BUSD,0,28.47%,207.35,74d 17h 32m
TRX/BTC,0,28.28%,218.54,61d 8h 1m
GMT/BUSD,0,28.24%,12.40,24d 12h
SHIB/DOGE,0,28.09%,1854.89,61d 15h 16m
