cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1261,921.37%,8099.33,53d 4h 51m
GMT/BUSD,17,687.80%,669.54,63d 2h 27m
GMT/BUSD,8,587.99%,592.86,61d 13h 8m
GMT/BUSD,5,470.77%,504.35,61d 9h 3m
GMT/BUSD,5,332.12%,534.83,59d 11h 15m
GMT/BUSD,1,328.12%,634.29,86d 4h 54m
GMT/BUSD,1,316.00%,422.94,52d 10h 46m
GMT/BUSD,7,312.33%,11015.53,69d 3h 36m
GMT/BUSD,1,303.92%,1477.52,86d 12h 24m
GMT/BUSD,6,294.52%,1058.10,55d 13h 23m
GMT/BUSD,0,243.62%,809.04,56d 26m
GMT/BUSD,1,242.33%,458.87,56d 7h 6m
GMT/BUSD,0,241.02%,646.51,58d 5h 27m
GMT/BUSD,0,236.92%,466.21,58d 5m
GMT/BUSD,0,226.60%,853.24,62d 6h 13m
GMT/BUSD,1,192.14%,333.14,49d 22h 9m
GMT/BUSD,0,174.91%,403.25,86d 21h 49m
GMT/BUSD,1,160.84%,707.79,48d 2h 8m
ANC/USDT,46,130.64%,54.04,58d 4h 49m
GMT/BUSD,0,122.50%,322.93,75d 22h 9m
GMT/BUSD,0,116.13%,390.94,74d 13h 48m
GMT/BUSD,0,110.32%,593.83,83d 5h 28m
GMT/BUSD,0,109.32%,577.55,86d 4h 57m
GMT/BUSD,0,101.37%,409.43,74d 18h 40m
GMT/BUSD,0,98.52%,276.85,78d 8h 33m
ANC/BNB,6,95.25%,86.51,60d 5h 13m
PEOPLE/USDT,3,89.43%,724.42,57d 7h 10m
UMA/BUSD,1,87.47%,257.47,64d 20h 38m
GMT/BUSD,0,85.78%,474.85,72d 2h 4m
GMT/BUSD,0,85.69%,418.50,77d 6h 7m
GMT/BUSD,1,82.98%,68.40,76d 18h 18m
TCT/BTC,4,77.61%,29.40,62d 5h 47m
FORTH/BUSD,0,76.44%,88.58,46d 15h 52m
GMT/BUSD,0,75.60%,1313.74,79d 20h 21m
CVX/BUSD,0,72.42%,2803.27,28d 22h 58m
MATIC/USDT,9,71.50%,481.76,26d 4h 22m
DYDX/USDT,1,66.26%,596.18,28d 3h 12m
TRX/BUSD,2,65.93%,306.94,98d 2h 23m
GMT/BUSD,10,64.09%,135.70,27d 2h 16m
ASR/USDT,3,63.39%,43.23,53d 1h 27m
OG/USDT,3,61.94%,876.78,51d 23h 15m
GMT/BUSD,0,61.02%,1835.24,77d 1h 22m
GMT/BUSD,1,60.81%,81.41,27d 4h 36m
KP3R/USDT,1,60.38%,67.25,62d 22h 18m
FLM/BTC,4,59.92%,60.75,76d 9h 52m
GMT/BUSD,0,59.90%,128.28,77d 16h 11m
TRX/BUSD,0,59.73%,1914.44,88d 17h 46m
FORTH/BUSD,0,59.47%,65.23,60d 37m
PEOPLE/USDT,1,58.33%,85.03,63d 3h 46m
MATIC/USDT,0,58.18%,1043.68,30d 22h 32m
GMT/BUSD,0,57.96%,26.38,27d 5h 37m
GMT/BUSD,1,57.73%,23.44,27d 6h 8m
GMT/BUSD,0,57.13%,51.36,26d 20h 23m
GMT/BUSD,3,56.94%,28.89,26d 21h 8m
GMT/BUSD,0,56.76%,367.96,71d 1h 40m
ASR/USDT,0,56.11%,295.92,40d 22h 20m
UNI/BTC,0,55.34%,1041.42,48d 12h 14m
CTXC/USDT,2,54.92%,56.99,63d 19h 14m
GMT/BUSD,0,54.26%,453.57,27d 21h 8m
GMT/BUSD,0,54.08%,313.97,30d 6h 31m
GMT/BUSD,0,53.43%,26.45,27d 7h 59m
GMT/BUSD,0,53.40%,502.22,27d 5h 4m
GMT/BUSD,0,53.35%,84.71,49d 18h 52m
AAVE/BUSD,7,52.21%,192.11,30d 9h 5m
PAXG/BTC,4,51.18%,171.76,72d 7h 4m
RARE/BNB,1,49.66%,32.09,59d 14h 50m
GTC/BUSD,0,49.30%,402.93,59d 19h 29m
MATIC/USDT,1,48.69%,284.53,15d 1h 52m
DODO/BUSD,5,48.45%,82.59,51d 20h 17m
