cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1493,923.03%,8113.91,58d 18h 53m
GMT/BUSD,25,689.11%,670.81,68d 16h 29m
GMT/BUSD,8,589.54%,594.42,67d 3h 10m
GMT/BUSD,6,472.36%,506.05,66d 23h 6m
GMT/BUSD,5,335.09%,539.62,65d 1h 17m
GMT/BUSD,1,328.84%,635.69,91d 18h 56m
GMT/BUSD,1,317.65%,425.14,58d 48m
GMT/BUSD,8,313.24%,11047.76,74d 17h 38m
GMT/BUSD,1,304.63%,1480.99,92d 2h 26m
GMT/BUSD,8,297.38%,1068.37,61d 3h 26m
GMT/BUSD,0,246.81%,819.64,61d 14h 28m
GMT/BUSD,2,243.98%,461.99,61d 21h 8m
GMT/BUSD,0,242.65%,650.90,63d 19h 29m
GMT/BUSD,0,238.58%,469.49,63d 14h 7m
GMT/BUSD,0,228.31%,859.67,67d 20h 15m
GMT/BUSD,1,195.92%,339.69,55d 12h 12m
GMT/BUSD,0,175.56%,404.75,92d 11h 52m
GMT/BUSD,2,163.74%,720.55,53d 16h 10m
ANC/USDT,57,128.73%,53.25,63d 18h 51m
GMT/BUSD,0,123.18%,324.70,81d 12h 11m
GMT/BUSD,0,116.83%,393.31,80d 3h 50m
GMT/BUSD,0,111.03%,597.67,88d 19h 31m
GMT/BUSD,0,110.03%,581.33,91d 18h 59m
GMT/BUSD,0,102.08%,412.31,80d 8h 43m
GMT/BUSD,0,99.16%,278.64,83d 22h 35m
TCT/BTC,6,94.24%,39.15,67d 19h 50m
ANC/BNB,9,91.65%,88.75,65d 19h 15m
UMA/BUSD,1,89.06%,262.15,70d 10h 41m
GMT/BUSD,0,86.51%,478.91,77d 16h 6m
GMT/BUSD,0,86.36%,421.79,82d 20h 9m
GMT/BUSD,2,83.61%,68.92,82d 8h 21m
MATIC/USDT,1,82.98%,1488.58,36d 12h 34m
CVX/BUSD,0,79.89%,3092.11,34d 13h
DYDX/USDT,2,77.78%,699.80,33d 17h 14m
GMT/BUSD,0,76.35%,1326.78,85d 10h 23m
FORTH/BUSD,0,75.95%,88.01,52d 5h 55m
MATIC/USDT,1,72.32%,422.60,20d 15h 54m
TRX/BUSD,3,67.13%,312.52,103d 16h 25m
OG/USDT,3,65.06%,920.90,57d 13h 17m
GMT/BUSD,1,64.73%,86.66,32d 18h 38m
ASR/USDT,4,64.16%,43.76,58d 15h 30m
GMT/BUSD,0,61.65%,1854.32,82d 15h 24m
KP3R/USDT,1,61.63%,68.64,68d 12h 20m
GMT/BUSD,0,61.60%,28.03,32d 19h 39m
GMT/BUSD,1,61.32%,24.90,32d 20h 10m
GMT/BUSD,0,60.90%,54.76,32d 10h 25m
GMT/BUSD,3,60.59%,30.74,32d 11h 10m
GMT/BUSD,0,60.53%,129.65,83d 6h 13m
TRX/BUSD,0,60.43%,1937.09,94d 7h 48m
FLM/BTC,4,60.04%,66.75,81d 23h 55m
PEOPLE/USDT,3,59.73%,87.07,68d 17h 48m
ETH/USDT,239,58.34%,60129.93,32d 8h 50m
GMT/BUSD,0,58.31%,548.35,32d 19h 6m
FORTH/BUSD,0,58.16%,63.80,65d 14h 39m
GMT/BUSD,0,58.12%,485.78,33d 11h 10m
CTXC/USDT,2,57.69%,59.87,69d 9h 16m
GMT/BUSD,0,57.47%,372.62,76d 15h 42m
GMT/BUSD,0,57.37%,333.10,35d 20h 33m
GMT/BUSD,0,56.98%,28.20,32d 22h 1m
ETC/USDT,2,56.85%,5183.59,32d 19h 24m
GMT/BUSD,0,55.91%,88.77,55d 8h 54m
DODO/BUSD,6,55.48%,94.56,57d 10h 19m
GTC/BUSD,0,55.22%,451.30,65d 9h 31m
TROY/BUSD,1,53.10%,147.98,56d 17h 17m
RARE/BNB,1,52.01%,35.84,65d 4h 52m
GMT/BUSD,0,50.44%,20.76,32d 22h 30m
GMT/BUSD,0,49.73%,20.08,33d 13h 18m
UNI/BTC,0,48.65%,1003.85,54d 2h 16m
ENS/BUSD,1,48.53%,45.85,68d 21h 13m
ETC/USDT,0,48.44%,34731.96,7d 20m
LINK/USDT,3,48.19%,240.13,39d 2h 20m
GMT/USDT,9,47.75%,467.90,70d 21h 7m
RARE/BUSD,1,47.30%,51.50,55d 6h 38m
GMT/BUSD,1,47.12%,21.23,31d 15h 59m
AVAX/USDT,10,47.11%,422.79,35d 17h 46m
ENS/USDT,1,47.10%,84.79,68d 7h 18m
PEOPLE/BTC,1,46.89%,1039.93,70d 13h 44m
KEY/USDT,0,46.65%,104.14,57d 10h 20m
GMT/BUSD,3,46.35%,29.46,31d 10h 49m
GMT/BUSD,0,46.29%,20.33,33d 18h 2m
AAVE/USDT,2,46.01%,244.42,20d 17h 19m
PAXG/BTC,4,45.93%,169.02,77d 21h 7m
TCT/USDT,1,45.81%,59.80,39d 19h 45m
COCOS/USDT,1,45.54%,215.10,47d 15h 34m
THETA/USDT,2,45.33%,97.99,59d 8h 18m
DUSK/BTC,1,44.13%,170.08,67d 6h 30m
AAVE/ETH,1,44.01%,394.66,69d 21h 41m
APE/BUSD,3,43.99%,438.19,33d 2h 19m
SHIB/DOGE,0,43.91%,48.01,164d 12h 40m
ETH/BUSD,5,43.37%,3400.19,32d 14h 24m
PORTO/USDT,0,43.21%,80.54,60d 17h 49m
ERN/BUSD,0,42.76%,154.41,37d 7h 14m
LINK/USDT,1,41.90%,54.35,69d 17h 30m
FLM/BTC,0,41.75%,37.00,83d 20h 53m
LAZIO/BUSD,3,41.53%,112.10,60d 1h 19m
TRU/BTC,2,41.29%,42.18,25d 16h 16m
ETH/BUSD,13,41.22%,635.37,31d 23h 47m
OOKI/BUSD,0,41.21%,148.95,67d 17h 17m
TRX/USDT,0,41.06%,746.51,92d 20h 14m
SOL/USDT,37,40.95%,48.92,35d 21h 35m
GMT/BUSD,0,40.76%,128.15,84d 9h 12m
SOL/BUSD,20,40.61%,752.76,38d 1h 26m
BETA/ETH,0,40.34%,37.95,52d 12h 21m
LINK/USDT,0,40.26%,40.83,69d 19h 38m
MATIC/BTC,0,39.52%,406.65,35d 9h 42m
ANC/USDT,2,39.41%,53.20,39d 1h 34m
MDX/BUSD,0,38.58%,139.18,37d 7h 15m
ETH/USDT,1,38.44%,1526.59,31d 14h 9m
BEL/BUSD,1,38.34%,118.16,52d 22h 7m
HIGH/BTC,0,38.08%,78.75,50d 17h 22m
ADA/USDT,14,38.06%,736.75,69d 23h 24m
FTM/USDT,1,37.33%,333.40,35d 17h 42m
