cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1204,917.28%,8063.38,51d 23h 51m
GMT/BUSD,17,684.56%,666.38,61d 21h 27m
GMT/BUSD,8,584.15%,588.99,60d 8h 8m
GMT/BUSD,5,466.84%,500.14,60d 4h 3m
GMT/BUSD,5,327.73%,527.76,58d 6h 15m
GMT/BUSD,1,326.34%,630.86,84d 23h 54m
GMT/BUSD,1,311.96%,417.53,51d 5h 46m
GMT/BUSD,7,310.08%,10936.23,67d 22h 36m
GMT/BUSD,1,302.16%,1468.97,85d 7h 24m
GMT/BUSD,6,290.17%,1042.45,54d 8h 23m
GMT/BUSD,0,239.04%,793.84,54d 19h 26m
GMT/BUSD,1,238.27%,451.18,55d 2h 6m
GMT/BUSD,0,236.99%,635.70,57d 27m
GMT/BUSD,0,232.81%,458.14,56d 19h 5m
GMT/BUSD,0,222.40%,837.42,61d 1h 13m
GMT/BUSD,1,187.01%,324.25,48d 17h 9m
GMT/BUSD,0,173.31%,399.55,85d 16h 50m
GMT/BUSD,1,157.44%,692.81,46d 21h 8m
GMT/BUSD,0,144.18%,874.56,69d 16h 3m
ANC/USDT,45,126.63%,52.38,56d 23h 49m
GMT/BUSD,0,120.85%,318.57,74d 17h 9m
GMT/BUSD,0,114.40%,385.12,73d 8h 48m
GMT/BUSD,0,108.56%,584.37,82d 28m
GMT/BUSD,0,107.55%,568.24,84d 23h 57m
GMT/BUSD,0,99.61%,402.34,73d 13h 40m
GMT/BUSD,0,96.95%,272.43,77d 3h 33m
ANC/BNB,6,93.62%,81.67,59d 13m
PEOPLE/USDT,2,85.44%,692.08,56d 2h 10m
GMT/BUSD,0,84.03%,410.41,76d 1h 7m
GMT/BUSD,0,83.98%,464.88,70d 21h 4m
UMA/BUSD,1,83.97%,247.17,63d 15h 38m
GMT/BUSD,1,81.45%,67.14,75d 13h 19m
TCT/BTC,4,78.44%,28.19,61d 47m
GMT/BUSD,0,73.76%,1281.64,78d 15h 21m
FORTH/BUSD,0,72.02%,83.47,45d 10h 52m
TRX/BUSD,2,64.58%,300.69,96d 21h 23m
MATIC/USDT,9,60.44%,407.26,24d 23h 22m
FLM/BTC,3,59.96%,57.68,75d 4h 53m
GMT/BUSD,0,59.46%,1788.21,75d 20h 22m
CVX/BUSD,0,59.38%,2298.47,27d 17h 58m
ASR/USDT,2,58.70%,40.03,51d 20h 27m
TRX/BUSD,0,58.39%,1871.78,87d 12h 46m
GMT/BUSD,0,58.32%,124.91,76d 11h 11m
OG/USDT,3,56.28%,796.63,50d 18h 15m
PEOPLE/USDT,1,55.72%,81.22,61d 22h 46m
GMT/BUSD,0,54.98%,356.49,69d 20h 40m
PAXG/BTC,4,54.49%,173.51,71d 2h 4m
GMT/BUSD,9,54.13%,114.61,25d 21h 16m
KP3R/USDT,0,53.82%,59.94,61d 17h 18m
FORTH/BUSD,0,53.59%,58.78,58d 19h 37m
CTXC/USDT,2,53.22%,55.23,62d 14h 14m
UNI/BTC,0,52.15%,931.21,47d 7h 14m
GMT/BUSD,1,51.15%,68.48,25d 23h 36m
RARE/BNB,1,50.81%,31.54,58d 9h 50m
GMT/BUSD,0,50.59%,80.34,48d 13h 52m
GMT/BUSD,0,49.45%,465.08,26d 4m
GMT/BUSD,0,49.02%,22.31,26d 37m
GMT/BUSD,1,48.90%,19.85,26d 1h 8m
BNB/ETH,9,48.06%,263.36,102d 3h 17m
GMT/BUSD,3,47.96%,24.34,25d 16h 8m
GMT/BUSD,0,47.82%,42.99,25d 15h 23m
LINK/ETH,2,47.14%,188.24,64d 1h 34m
ASR/USDT,0,47.14%,248.60,39d 17h 20m
COCOS/BNB,0,47.12%,174.62,46d 15h 36m
TROY/BUSD,0,46.96%,130.87,49d 22h 14m
PEOPLE/BTC,1,46.93%,900.61,63d 18h 42m
GMT/BUSD,0,46.63%,270.73,29d 1h 31m
REQ/BTC,0,45.27%,21.12,51d 11h 47m
GMT/BUSD,0,44.78%,374.30,26d 16h 8m
COCOS/USDT,1,44.69%,211.13,40d 20h 31m
GMT/BUSD,0,44.68%,22.12,26d 2h 59m
MATIC/USDT,0,44.58%,799.78,29d 17h 32m
DYDX/USDT,1,43.82%,394.31,26d 22h 12m
AAVE/ETH,1,43.47%,285.35,63d 2h 38m
GTC/BUSD,0,42.91%,350.66,58d 14h 29m
AAVE/BUSD,6,42.81%,157.54,29d 4h 5m
SHIB/DOGE,0,42.15%,40.48,157d 17h 38m
BETA/ETH,0,41.71%,28.72,45d 17h 19m
FLM/BTC,0,41.63%,31.93,77d 1h 51m
UMA/USDT,2,41.07%,110.19,29d 3h 57m
TRU/BTC,2,40.98%,36.24,18d 21h 14m
KEY/USDT,0,40.83%,91.13,50d 15h 18m
ERN/BUSD,0,40.60%,146.60,30d 12h 12m
DODO/BUSD,5,40.20%,68.53,50d 15h 17m
GMT/USDT,2,39.65%,388.59,64d 2h 5m
DUSK/BTC,0,39.19%,130.71,60d 11h 28m
LINK/USDT,0,38.95%,194.12,32d 7h 17m
GMT/BUSD,0,38.91%,16.01,26d 3h 27m
TRX/USDT,0,38.77%,704.88,86d 1h 12m
GMT/BUSD,0,38.68%,717.88,26d 15h 38m
GMT/BUSD,0,38.59%,121.33,77d 14h 10m
GMT/BUSD,0,38.30%,15.47,26d 18h 15m
JASMY/BTC,0,38.28%,83.82,88d 8h 48m
AR/BTC,0,38.12%,3.39,61d 9h 41m
BEL/BUSD,1,38.07%,117.34,46d 3h 5m
BNB/ETH,1,37.85%,232.50,184d 15h 17m
CTK/USDT,0,37.26%,201.17,58d 6h 59m
PAXG/BTC,1,37.06%,416.76,62d 7h 6m
MATIC/USDT,0,36.30%,445.80,29d 18h 9m
GMT/BUSD,0,36.25%,15.59,24d 19h 47m
MATIC/USDT,1,35.96%,210.15,13d 20h 52m
GMT/BUSD,1,35.77%,16.11,24d 20h 57m
TCT/USDT,0,35.64%,46.52,33d 43m
TRX/BTC,1,35.55%,26.91,65d 21h 27m
