cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1090,917.18%,8062.50,48d 18h 51m
GMT/BUSD,15,684.48%,666.31,58d 16h 27m
GMT/BUSD,8,584.06%,588.89,57d 3h 8m
GMT/BUSD,4,466.74%,500.04,56d 23h 4m
GMT/BUSD,5,327.61%,527.57,55d 1h 15m
GMT/BUSD,0,326.30%,630.78,81d 18h 54m
GMT/BUSD,1,311.85%,417.39,48d 46m
GMT/BUSD,7,310.02%,10934.12,64d 17h 36m
GMT/BUSD,1,302.11%,1468.74,82d 2h 24m
GMT/BUSD,6,289.84%,1041.29,51d 3h 23m
GMT/BUSD,0,238.93%,793.47,51d 14h 26m
GMT/BUSD,1,238.17%,450.97,51d 21h 6m
GMT/BUSD,0,236.89%,635.44,53d 19h 27m
GMT/BUSD,0,232.71%,457.94,53d 14h 5m
GMT/BUSD,0,222.29%,837.00,57d 20h 13m
GMT/BUSD,1,186.88%,324.02,45d 12h 10m
GMT/BUSD,0,173.26%,399.45,82d 11h 50m
GMT/BUSD,1,156.64%,689.31,43d 16h 8m
GMT/BUSD,0,144.12%,874.22,66d 11h 3m
ANC/USDT,43,132.31%,54.73,53d 18h 49m
GMT/BUSD,0,120.81%,318.45,71d 12h 9m
GMT/BUSD,0,114.35%,384.96,70d 3h 48m
GMT/BUSD,0,108.51%,584.12,78d 19h 28m
GMT/BUSD,0,107.51%,567.99,81d 18h 57m
GMT/BUSD,0,99.57%,402.17,70d 8h 41m
GMT/BUSD,0,96.90%,272.31,73d 22h 33m
ANC/BNB,6,96.30%,84.93,55d 19h 13m
PEOPLE/USDT,2,94.94%,769.05,52d 21h 11m
UMA/BUSD,1,84.76%,249.50,60d 10h 38m
GMT/BUSD,0,83.99%,410.21,72d 20h 7m
GMT/BUSD,0,83.93%,464.61,67d 16h 4m
GMT/BUSD,1,81.41%,67.10,72d 8h 19m
GMT/BUSD,0,73.71%,1280.79,75d 10h 21m
TCT/BTC,3,68.41%,25.47,57d 19h 48m
TRX/BUSD,1,65.06%,302.89,93d 16h 23m
FORTH/BUSD,0,64.09%,74.27,42d 5h 53m
ASR/USDT,2,62.50%,42.62,48d 15h 28m
PEOPLE/USDT,1,60.23%,87.80,58d 17h 46m
GMT/BUSD,0,59.42%,1787.06,72d 15h 22m
FLM/BTC,3,59.16%,58.94,71d 23h 53m
TRX/BUSD,0,59.08%,1893.64,84d 7h 46m
GMT/BUSD,0,58.28%,124.82,73d 6h 11m
OG/USDT,3,57.44%,813.02,47d 13h 15m
CVX/BUSD,0,56.96%,2204.95,24d 12h 58m
KP3R/USDT,0,55.79%,62.14,58d 12h 18m
GMT/BUSD,0,54.94%,356.21,66d 15h 40m
GMT/BUSD,9,53.86%,114.05,22d 16h 17m
PAXG/BTC,4,53.17%,175.34,67d 21h 5m
DYDX/USDT,1,52.89%,475.91,23d 17h 12m
ASR/USDT,0,52.06%,274.58,36d 12h 20m
CTXC/USDT,2,51.25%,53.18,59d 9h 14m
GMT/BUSD,1,50.90%,68.14,22d 18h 36m
GMT/BUSD,0,49.56%,78.69,45d 8h 52m
GMT/BUSD,0,48.78%,22.20,22d 19h 37m
GMT/BUSD,1,48.67%,19.76,22d 20h 8m
FORTH/BUSD,0,48.62%,53.33,55d 14h 37m
GMT/BUSD,0,48.14%,452.73,22d 19h 4m
MATIC/USDT,8,47.94%,323.04,21d 18h 22m
GMT/BUSD,3,47.74%,24.23,22d 11h 8m
GMT/BUSD,0,47.59%,42.79,22d 10h 23m
GTC/BUSD,0,47.22%,385.87,55d 9h 29m
UNI/BTC,0,46.99%,869.08,44d 2h 14m
PEOPLE/BTC,1,46.97%,933.41,60d 13h 42m
RARE/BNB,1,46.93%,29.45,55d 4h 50m
GMT/BUSD,0,46.45%,269.67,25d 20h 31m
COCOS/BNB,0,46.14%,172.84,43d 10h 36m
GMT/USDT,25,45.45%,61.27,22d 7h 27m
BNB/ETH,9,44.59%,257.96,98d 22h 17m
GMT/BUSD,0,44.53%,372.20,23d 11h 8m
GMT/BUSD,0,44.47%,22.01,22d 21h 59m
LINK/ETH,2,44.45%,187.36,60d 20h 35m
AAVE/ETH,1,43.09%,298.62,59d 21h 38m
MBL/USDT,1,42.09%,114.35,29d 2h 36m
COCOS/USDT,0,42.02%,198.51,37d 15h 32m
DUSK/BTC,0,41.37%,142.92,57d 6h 28m
UMA/USDT,1,41.05%,110.16,25d 22h 58m
SHIB/DOGE,0,40.98%,43.10,154d 12h 38m
FLM/BTC,0,40.55%,32.21,73d 20h 51m
DODO/BUSD,5,40.53%,69.09,47d 10h 17m
GMT/USDT,9,39.93%,1210.22,21d 20h 55m
TRX/USDT,0,39.73%,722.32,82d 20h 12m
AAVE/BUSD,6,39.70%,146.09,25d 23h 5m
GMT/BUSD,0,39.68%,1027.43,24d 11h 3m
THETA/USDT,0,39.24%,84.82,49d 8h 16m
GMT/USDT,2,38.87%,380.86,60d 21h 5m
LINK/USDT,0,38.79%,193.33,29d 2h 18m
GMT/BUSD,0,38.71%,15.93,22d 22h 28m
TROY/BUSD,0,38.66%,107.73,46d 17h 15m
TRU/BTC,2,38.55%,35.30,15d 16h 14m
GMT/BUSD,0,38.55%,121.20,74d 9h 10m
JASMY/BTC,0,38.48%,87.27,85d 3h 48m
BEL/BUSD,1,38.37%,118.26,42d 22h 5m
MBL/USDT,0,38.26%,68.21,28d 13h 5m
REQ/BTC,0,38.18%,18.45,48d 6h 47m
GMT/BUSD,0,38.09%,15.38,23d 13h 15m
CTK/USDT,0,38.06%,205.46,55d 2h
BETA/ETH,0,37.72%,27.41,42d 12h 19m
GMT/BUSD,0,37.66%,698.90,23d 10h 38m
THETA/BTC,3,37.58%,70.18,33d 9h 45m
OOKI/BUSD,0,36.93%,133.49,57d 17h 15m
ERN/BUSD,0,36.44%,131.58,27d 7h 12m
ANC/USDT,2,36.08%,48.70,29d 1h 32m
GMT/BUSD,0,36.06%,15.50,21d 14h 47m
OG/BTC,0,36.00%,76.89,26d 17h 49m
GMT/BUSD,1,35.57%,16.02,21d 15h 57m
ENS/USDT,1,35.56%,64.02,58d 7h 16m
PAXG/BTC,1,35.46%,412.91,59d 2h 6m
LAZIO/BUSD,1,35.18%,94.97,50d 1h 17m
GMT/BUSD,0,34.84%,15.30,23d 18h
TRX/BTC,1,34.80%,27.28,62d 16h 27m
BNB/ETH,1,34.78%,225.50,181d 10h 18m
LINK/USDT,1,34.76%,45.09,59d 17h 27m
GMT/BUSD,2,34.53%,21.95,21d 10h 47m
KP3R/USDT,3,34.23%,32.17,14d 12h 38m
SOL/USDT,28,34.05%,40.67,25d 21h 33m
TRX/USDT,4,33.97%,156.51,74d 30m
LINK/USDT,0,33.94%,34.42,59d 19h 35m
PAXG/BNB,0,33.45%,694.68,46d 16h 44m
SHIB/DOGE,0,33.05%,21.14,62d 16h 45m
DODO/BTC,0,32.66%,154.47,51d 16h 18m
KEY/USDT,0,32.47%,72.48,47d 10h 18m
SOL/BUSD,15,32.44%,601.38,28d 1h 24m
GMT/BUSD,0,32.36%,11.86,21d 13h 18m
GMT/BUSD,0,32.32%,58.05,24d 9h 45m
ADA/USDT,8,32.20%,623.36,59d 23h 22m
ANC/BTC,1,32.06%,29.55,30d 18h 33m
PSG/BTC,1,31.99%,124.17,52d 20h 39m
TRU/BTC,0,31.91%,13.21,15d 7h 42m
ENS/BUSD,1,31.67%,29.92,58d 21h 11m
UNI/BNB,1,31.67%,3974.10,46d 4h 19m
BNB/ETH,0,31.59%,149.04,180d 9h 6m
SAND/USDT,1,31.54%,108.63,25d 19h 14m
CTK/USDT,0,31.47%,226.47,38d 9h 57m
SOL/ETH,2,31.18%,146.59,36d 9h 45m
TCT/BTC,0,31.09%,18.08,81d 14h 9m
ATOM/BTC,0,30.92%,170.03,39d 6h 41m
AAVE/USDT,1,30.79%,163.61,10d 17h 17m
MDX/BUSD,0,30.65%,110.59,27d 7h 13m
ANC/BUSD,0,30.36%,38.29,28d 7h 39m
MATIC/USDT,0,30.15%,540.96,26d 12h 32m
BNB/ETH,0,30.13%,238.37,150d 3h 27m
ANC/BUSD,2,30.11%,28.25,49d 5h 40m
ATOM/BTC,0,30.09%,277.65,22d 18h 7m
