cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1193,918.23%,8071.79,51d 19h 51m
GMT/BUSD,17,685.32%,667.12,61d 17h 27m
GMT/BUSD,8,585.05%,589.89,60d 4h 8m
GMT/BUSD,5,467.76%,501.12,60d 3m
GMT/BUSD,5,328.75%,529.40,58d 2h 15m
GMT/BUSD,1,326.76%,631.66,84d 19h 54m
GMT/BUSD,1,312.90%,418.79,51d 1h 46m
GMT/BUSD,7,310.60%,10954.65,67d 18h 36m
GMT/BUSD,1,302.57%,1470.96,85d 3h 24m
GMT/BUSD,6,291.18%,1046.11,54d 4h 23m
GMT/BUSD,0,240.11%,797.39,54d 15h 26m
GMT/BUSD,1,239.22%,452.96,54d 22h 6m
GMT/BUSD,0,237.93%,638.23,56d 20h 27m
GMT/BUSD,0,233.77%,460.03,56d 15h 5m
GMT/BUSD,0,223.38%,841.10,60d 21h 13m
GMT/BUSD,1,188.21%,326.32,48d 13h 9m
GMT/BUSD,0,173.68%,400.41,85d 12h 50m
GMT/BUSD,1,158.23%,696.31,46d 17h 8m
GMT/BUSD,0,144.68%,877.61,69d 12h 3m
ANC/USDT,45,128.23%,53.04,56d 19h 49m
GMT/BUSD,0,121.23%,319.58,74d 13h 9m
GMT/BUSD,0,114.80%,386.47,73d 4h 48m
GMT/BUSD,0,108.97%,586.57,81d 20h 28m
GMT/BUSD,0,107.96%,570.40,84d 19h 57m
GMT/BUSD,0,100.02%,404.00,73d 9h 40m
GMT/BUSD,0,97.31%,273.45,76d 23h 33m
ANC/BNB,6,94.59%,83.24,58d 20h 13m
PEOPLE/USDT,2,87.34%,707.46,55d 22h 10m
UMA/BUSD,1,84.58%,248.96,63d 11h 38m
GMT/BUSD,0,84.42%,412.30,75d 21h 7m
GMT/BUSD,0,84.40%,467.19,70d 17h 4m
GMT/BUSD,1,81.80%,67.43,75d 9h 19m
FORTH/BUSD,0,74.45%,86.28,45d 6h 52m
GMT/BUSD,0,74.19%,1289.09,78d 11h 21m
TCT/BTC,3,73.35%,26.73,60d 20h 47m
TRX/BUSD,1,65.01%,302.68,96d 17h 23m
MATIC/USDT,9,63.75%,429.50,24d 19h 22m
CVX/BUSD,0,61.46%,2378.79,27d 13h 58m
FLM/BTC,3,60.04%,58.57,75d 53m
GMT/BUSD,0,59.82%,1799.21,75d 16h 22m
