cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1169,913.22%,8027.72,51d 2h 51m
GMT/BUSD,17,681.35%,663.25,61d 27m
GMT/BUSD,8,580.35%,585.15,59d 11h 8m
GMT/BUSD,5,462.94%,495.97,59d 7h 3m
GMT/BUSD,1,324.58%,627.45,84d 2h 54m
GMT/BUSD,5,323.35%,520.72,57d 9h 15m
GMT/BUSD,1,307.93%,412.14,50d 8h 46m
GMT/BUSD,7,307.84%,10857.24,67d 1h 36m
GMT/BUSD,1,300.41%,1460.46,84d 10h 24m
GMT/BUSD,6,285.52%,1025.76,53d 11h 23m
GMT/BUSD,0,234.51%,778.78,53d 22h 26m
GMT/BUSD,1,234.23%,443.52,54d 5h 5m
GMT/BUSD,0,232.99%,624.98,56d 3h 27m
GMT/BUSD,0,228.74%,450.13,55d 22h 5m
GMT/BUSD,0,218.22%,821.67,60d 4h 13m
GMT/BUSD,1,181.91%,315.40,47d 20h 9m
GMT/BUSD,0,171.71%,395.86,84d 19h 49m
GMT/BUSD,1,153.11%,673.78,46d 8m
GMT/BUSD,0,142.03%,861.51,68d 19h 3m
ANC/USDT,43,127.35%,52.68,56d 2h 49m
GMT/BUSD,0,119.20%,314.22,73d 20h 8m
GMT/BUSD,0,112.68%,379.32,72d 11h 48m
GMT/BUSD,0,106.81%,574.95,81d 3h 28m
GMT/BUSD,0,105.80%,558.96,84d 2h 57m
ANC/BNB,6,98.01%,81.47,58d 3h 13m
GMT/BUSD,0,97.87%,395.31,72d 16h 40m
GMT/BUSD,0,95.38%,268.03,76d 6h 33m
PEOPLE/USDT,2,82.91%,671.60,55d 5h 10m
GMT/BUSD,0,82.38%,402.37,75d 4h 7m
GMT/BUSD,0,82.18%,454.94,70d 3m
UMA/BUSD,1,80.64%,237.37,62d 18h 38m
GMT/BUSD,1,79.92%,65.87,74d 16h 18m
FORTH/BUSD,0,72.63%,84.16,44d 13h 52m
GMT/BUSD,0,71.92%,1249.67,77d 18h 21m
TCT/BTC,3,66.79%,23.20,60d 3h 47m
TRX/BUSD,1,62.73%,292.05,96d 22m
FLM/BTC,3,59.36%,55.19,74d 7h 52m
GMT/BUSD,0,57.90%,1741.56,74d 23h 22m
ASR/USDT,2,57.28%,39.06,50d 23h 27m
GMT/BUSD,0,56.76%,121.55,75d 14h 11m
TRX/BUSD,0,56.70%,1817.40,86d 15h 46m
PAXG/BTC,4,55.84%,171.84,70d 5h 4m
FORTH/BUSD,0,55.06%,60.39,57d 22h 37m
OG/USDT,3,54.84%,776.16,49d 21h 15m
PEOPLE/USDT,1,54.22%,79.04,61d 1h 46m
GMT/BUSD,0,53.23%,345.10,68d 23h 40m
KP3R/USDT,0,50.51%,56.26,60d 20h 17m
CVX/BUSD,0,49.57%,1918.75,26d 20h 58m
BNB/ETH,9,48.53%,251.42,101d 6h 17m
LINK/ETH,2,48.23%,182.04,63d 4h 34m
RARE/BNB,1,47.88%,28.32,57d 12h 49m
COCOS/BNB,0,47.30%,167.01,45d 18h 36m
PEOPLE/BTC,1,46.94%,870.58,62d 21h 41m
GMT/BUSD,0,46.56%,73.94,47d 16h 52m
REQ/BTC,0,45.68%,20.60,50d 14h 47m
ASR/USDT,0,45.23%,238.56,38d 20h 20m
GMT/BUSD,0,44.75%,420.84,25d 3h 3m
MATIC/USDT,9,44.63%,300.69,24d 2h 22m
DYDX/USDT,1,44.58%,401.14,26d 1h 12m
CTXC/USDT,2,44.23%,45.90,61d 17h 14m
GMT/BUSD,9,44.21%,93.60,25d 16m
AAVE/ETH,1,43.33%,268.85,62d 5h 38m
COCOS/USDT,0,42.67%,201.58,39d 23h 31m
UNI/BTC,0,42.44%,732.40,46d 10h 14m
SHIB/DOGE,0,42.10%,39.21,156d 20h 37m
GMT/BUSD,1,41.53%,55.61,25d 2h 36m
FLM/BTC,0,40.82%,30.26,76d 4h 51m
GMT/BUSD,0,40.11%,18.26,25d 3h 37m
GMT/BUSD,1,40.11%,16.28,25d 4h 8m
KEY/USDT,0,39.75%,88.72,49d 18h 18m
GTC/BUSD,0,39.61%,323.68,57d 17h 29m
TRU/BTC,2,39.54%,33.79,18d 14m
GMT/BUSD,0,39.24%,227.83,28d 4h 31m
DUSK/BTC,0,39.17%,126.26,59d 14h 28m
GMT/BUSD,3,39.05%,19.82,24d 19h 8m
PAXG/BTC,1,38.96%,423.39,61d 10h 6m
TROY/BUSD,0,38.70%,107.85,49d 1h 14m
GMT/BUSD,0,38.58%,34.69,24d 18h 23m
BNB/ETH,1,38.35%,222.68,183d 18h 17m
JASMY/BTC,0,38.05%,80.54,87d 11h 48m
UMA/USDT,1,38.02%,102.02,28d 6h 57m
BETA/ETH,0,37.80%,24.60,44d 20h 18m
GMT/BUSD,0,37.05%,116.50,76d 17h 10m
TRX/USDT,0,36.79%,668.88,85d 4h 12m
PAXG/BNB,0,36.18%,708.28,49d 44m
GMT/BUSD,0,36.01%,17.83,25d 5h 59m
TRX/BTC,1,35.51%,25.98,65d 27m
GMT/BUSD,0,35.33%,295.35,25d 19h 7m
ERN/BUSD,0,35.18%,127.04,29d 15h 12m
BNB/ETH,0,35.09%,148.26,182d 17h 6m
LINK/USDT,0,34.99%,174.36,31d 10h 17m
CTK/USDT,0,34.87%,188.25,57d 9h 59m
GMT/USDT,2,34.58%,338.84,63d 5h 5m
ANC/USDT,2,34.43%,46.48,31d 9h 32m
GMT/BUSD,0,34.37%,637.89,25d 18h 38m
THETA/BTC,3,34.23%,59.65,35d 17h 45m
