cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1114,914.85%,8042.05,49d 11h 51m
GMT/BUSD,15,682.64%,664.51,59d 9h 27m
GMT/BUSD,8,581.88%,586.69,57d 20h 8m
GMT/BUSD,5,464.51%,497.64,57d 16h 3m
GMT/BUSD,0,325.29%,628.82,82d 11h 54m
GMT/BUSD,5,325.11%,523.54,55d 18h 15m
GMT/BUSD,1,309.54%,414.30,48d 17h 46m
GMT/BUSD,7,308.74%,10888.90,65d 10h 36m
GMT/BUSD,1,301.11%,1463.87,82d 19h 24m
GMT/BUSD,6,287.34%,1032.32,51d 20h 23m
GMT/BUSD,0,236.33%,784.83,52d 7h 26m
GMT/BUSD,1,235.85%,446.59,52d 14h 6m
GMT/BUSD,0,234.59%,629.28,54d 12h 27m
GMT/BUSD,0,230.38%,453.35,54d 7h 5m
GMT/BUSD,0,219.89%,827.98,58d 13h 13m
GMT/BUSD,1,183.95%,318.95,46d 5h 9m
GMT/BUSD,0,172.35%,397.34,83d 4h 50m
GMT/BUSD,1,154.73%,680.89,44d 9h 8m
GMT/BUSD,0,142.89%,866.74,67d 4h 3m
ANC/USDT,43,129.79%,53.69,54d 11h 49m
GMT/BUSD,0,119.86%,315.96,72d 5h 9m
GMT/BUSD,0,113.37%,381.65,70d 20h 48m
GMT/BUSD,0,107.51%,578.73,79d 12h 28m
GMT/BUSD,0,106.50%,562.68,82d 11h 57m
GMT/BUSD,0,98.57%,398.14,71d 1h 40m
GMT/BUSD,0,96.01%,269.79,74d 15h 33m
ANC/BNB,6,95.03%,82.76,56d 12h 13m
PEOPLE/USDT,2,85.12%,689.53,53d 14h 10m
UMA/BUSD,1,84.66%,249.19,61d 3h 38m
GMT/BUSD,0,83.04%,405.60,73d 13h 7m
GMT/BUSD,0,82.90%,458.92,68d 9h 4m
GMT/BUSD,1,80.53%,66.38,73d 1h 19m
FORTH/BUSD,0,73.36%,85.01,42d 22h 52m
GMT/BUSD,0,72.65%,1262.48,76d 3h 21m
TCT/BTC,3,68.41%,25.07,58d 12h 47m
TRX/BUSD,1,63.92%,297.62,94d 9h 23m
ASR/USDT,2,62.50%,42.62,49d 8h 27m
FORTH/BUSD,0,62.20%,68.23,56d 7h 37m
OG/USDT,3,59.90%,847.78,48d 6h 15m
FLM/BTC,3,59.04%,57.90,72d 16h 52m
GMT/BUSD,0,58.53%,1760.30,73d 8h 22m
TRX/BUSD,0,57.93%,1856.74,85d 46m
GMT/BUSD,0,57.38%,122.90,73d 23h 11m
KP3R/USDT,0,55.12%,61.39,59d 5h 18m
PEOPLE/USDT,1,54.44%,79.37,59d 10h 46m
GMT/BUSD,0,53.93%,349.68,67d 8h 40m
PAXG/BTC,4,53.73%,174.40,68d 14h 4m
CVX/BUSD,0,53.27%,2061.88,25d 5h 58m
CVX/BUSD,0,50.43%,1951.94,25d 6h 58m
CTXC/USDT,2,49.55%,51.42,60d 3h 14m
MATIC/USDT,9,49.42%,332.98,22d 12h 22m
RARE/BNB,1,48.60%,29.75,55d 22h 50m
REQ/BTC,0,47.14%,22.21,49d 47m
GMT/BUSD,0,47.01%,74.65,46d 2h 52m
PEOPLE/BTC,1,46.92%,909.35,61d 7h 42m
COCOS/BNB,0,46.91%,171.50,44d 4h 36m
LINK/ETH,2,46.40%,186.98,61d 14h 34m
BNB/ETH,9,46.18%,255.43,99d 16h 17m
GMT/BUSD,9,45.63%,96.62,23d 10h 16m
GMT/BUSD,0,44.79%,421.25,23d 13h 4m
GTC/BUSD,0,44.07%,360.16,56d 3h 29m
DYDX/USDT,1,43.14%,388.19,24d 11h 12m
AAVE/ETH,1,43.00%,284.87,60d 15h 38m
GMT/BUSD,1,42.92%,57.46,23d 12h 36m
COCOS/USDT,0,42.03%,198.54,38d 9h 31m
UNI/BTC,0,41.78%,753.35,44d 20h 14m
GMT/BUSD,0,41.39%,18.84,23d 13h 37m
GMT/BUSD,1,41.37%,16.80,23d 14h 8m
SHIB/DOGE,0,41.00%,40.27,155d 6h 38m
TROY/BUSD,0,40.88%,113.93,47d 11h 14m
DUSK/BTC,0,40.68%,137.01,58d 28m
GMT/BUSD,3,40.33%,20.47,23d 5h 8m
FLM/BTC,0,40.30%,31.22,74d 14h 51m
GMT/BUSD,0,40.30%,234.00,26d 14h 31m
GMT/BUSD,0,39.91%,35.88,23d 4h 23m
UMA/USDT,1,39.57%,106.19,26d 16h 57m
TRU/BTC,2,38.97%,34.80,16d 10h 14m
JASMY/BTC,0,38.21%,84.51,85d 21h 48m
BETA/ETH,0,37.96%,26.38,43d 6h 18m
TRX/USDT,0,37.88%,688.71,83d 14h 12m
LINK/USDT,0,37.72%,187.97,29d 20h 17m
BEL/BUSD,1,37.35%,115.12,43d 16h 5m
