cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1270,918.39%,8073.13,53d 14h 51m
GMT/BUSD,17,685.43%,667.23,63d 12h 27m
GMT/BUSD,8,585.18%,590.02,61d 23h 8m
GMT/BUSD,5,467.89%,501.26,61d 19h 3m
GMT/BUSD,5,328.89%,529.64,59d 21h 15m
GMT/BUSD,1,326.82%,631.78,86d 14h 54m
GMT/BUSD,1,313.03%,418.97,52d 20h 46m
GMT/BUSD,7,310.68%,10957.30,69d 13h 36m
GMT/BUSD,1,302.63%,1471.24,86d 22h 24m
GMT/BUSD,6,291.35%,1046.70,55d 23h 23m
GMT/BUSD,0,240.43%,798.46,56d 10h 26m
GMT/BUSD,1,239.35%,453.22,56d 17h 6m
GMT/BUSD,0,238.08%,638.63,58d 15h 27m
GMT/BUSD,0,233.91%,460.30,58d 10h 5m
GMT/BUSD,0,223.52%,841.62,62d 16h 13m
GMT/BUSD,1,188.38%,326.61,50d 8h 9m
GMT/BUSD,0,173.73%,400.53,87d 7h 50m
GMT/BUSD,1,158.35%,696.81,48d 12h 8m
ANC/USDT,46,129.24%,53.46,58d 14h 49m
GMT/BUSD,0,121.29%,319.72,76d 8h 9m
GMT/BUSD,0,114.86%,386.67,74d 23h 48m
GMT/BUSD,0,109.03%,586.88,83d 15h 28m
GMT/BUSD,0,108.02%,570.71,86d 14h 57m
GMT/BUSD,0,100.08%,404.24,75d 4h 40m
GMT/BUSD,0,97.36%,273.60,78d 18h 33m
ANC/BNB,6,95.38%,86.05,60d 15h 13m
UMA/BUSD,1,86.31%,254.04,65d 6h 38m
PEOPLE/USDT,3,85.67%,693.99,57d 17h 11m
GMT/BUSD,0,84.47%,412.57,77d 16h 7m
GMT/BUSD,0,84.46%,467.53,72d 12h 4m
GMT/BUSD,1,81.85%,67.47,77d 4h 19m
TCT/BTC,4,78.39%,29.44,62d 15h 47m
FORTH/BUSD,0,76.76%,88.95,47d 1h 52m
GMT/BUSD,0,74.25%,1290.17,80d 6h 21m
MATIC/USDT,10,72.31%,487.18,26d 14h 22m
CVX/BUSD,0,69.70%,2697.80,29d 8h 58m
ASR/USDT,3,67.45%,46.00,53d 11h 28m
ASR/USDT,0,67.07%,353.70,41d 8h 20m
TRX/BUSD,2,65.83%,306.51,98d 12h 23m
OG/USDT,3,63.47%,898.43,52d 9h 15m
DYDX/USDT,2,61.60%,554.27,28d 13h 12m
FLM/BTC,4,60.09%,60.39,76d 19h 53m
FORTH/BUSD,0,59.96%,65.77,60d 10h 37m
GMT/BUSD,0,59.87%,1800.78,77d 11h 22m
KP3R/USDT,1,59.71%,66.50,63d 8h 18m
TRX/BUSD,0,59.59%,1910.21,89d 3h 46m
MATIC/USDT,0,58.96%,1057.75,31d 8h 32m
GMT/BUSD,0,58.74%,125.80,78d 2h 11m
GMT/BUSD,10,56.77%,120.21,27d 12h 16m
PEOPLE/USDT,1,55.78%,81.31,63d 13h 46m
GMT/BUSD,0,55.46%,359.55,71d 11h 40m
UNI/BTC,0,53.89%,1005.57,48d 22h 14m
GMT/BUSD,1,53.72%,71.92,27d 14h 36m
CTXC/USDT,2,52.99%,54.99,64d 5h 14m
PAXG/BTC,4,52.03%,173.08,72d 17h 4m
GMT/BUSD,0,51.41%,81.63,50d 4h 52m
GMT/BUSD,0,51.39%,23.39,27d 15h 37m
GMT/BUSD,1,51.25%,20.81,27d 16h 8m
