cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1485,923.77%,8120.41,58d 13h 54m
GMT/BUSD,25,689.70%,671.39,68d 11h 29m
GMT/BUSD,8,590.26%,595.15,66d 22h 11m
GMT/BUSD,6,473.10%,506.84,66d 18h 6m
GMT/BUSD,5,335.92%,540.95,64d 20h 17m
GMT/BUSD,1,329.17%,636.33,91d 13h 56m
GMT/BUSD,1,318.41%,426.16,57d 19h 48m
GMT/BUSD,8,313.67%,11062.69,74d 12h 38m
GMT/BUSD,1,304.96%,1482.60,91d 21h 26m
GMT/BUSD,8,298.13%,1071.05,60d 22h 26m
GMT/BUSD,0,247.52%,821.99,61d 9h 28m
GMT/BUSD,2,244.72%,463.39,61d 16h 8m
GMT/BUSD,0,243.38%,652.85,63d 14h 30m
GMT/BUSD,0,239.32%,470.95,63d 9h 7m
GMT/BUSD,0,229.10%,862.64,67d 15h 15m
GMT/BUSD,1,196.88%,341.37,55d 7h 12m
GMT/BUSD,0,175.86%,405.42,92d 6h 52m
GMT/BUSD,2,164.24%,722.74,53d 11h 11m
ANC/USDT,57,135.14%,55.90,63d 13h 51m
GMT/BUSD,0,123.48%,325.49,81d 7h 11m
GMT/BUSD,0,117.16%,394.40,79d 22h 51m
GMT/BUSD,0,111.36%,599.45,88d 14h 31m
GMT/BUSD,0,110.36%,583.09,91d 13h 59m
GMT/BUSD,0,102.40%,413.59,80d 3h 43m
GMT/BUSD,0,99.45%,279.48,83d 17h 35m
ANC/BNB,8,96.76%,95.10,65d 14h 15m
UMA/BUSD,1,90.46%,266.27,70d 5h 41m
TCT/BTC,6,89.15%,37.61,67d 14h 50m
DYDX/USDT,2,87.66%,788.66,33d 12h 14m
GMT/BUSD,0,86.85%,480.79,77d 11h 6m
GMT/BUSD,0,86.67%,423.31,82d 15h 10m
MATIC/USDT,1,84.48%,1515.57,36d 7h 35m
GMT/BUSD,2,83.90%,69.16,82d 3h 21m
CVX/BUSD,0,81.62%,3159.19,34d 8h
FORTH/BUSD,0,76.90%,89.12,52d 55m
GMT/BUSD,0,76.70%,1332.82,85d 5h 24m
MATIC/USDT,1,73.47%,429.30,20d 10h 54m
TRX/BUSD,3,67.30%,313.34,103d 11h 25m
GMT/BUSD,1,66.55%,89.09,32d 13h 38m
OG/USDT,3,66.16%,936.47,57d 8h 17m
ASR/USDT,4,64.32%,43.86,58d 10h 30m
GMT/BUSD,0,63.28%,28.80,32d 14h 39m
GMT/BUSD,1,62.98%,25.57,32d 15h 10m
GMT/BUSD,0,62.59%,56.27,32d 5h 25m
GMT/BUSD,3,62.27%,31.60,32d 6h 11m
KP3R/USDT,1,62.04%,69.10,68d 7h 20m
GMT/BUSD,0,61.94%,1862.82,82d 10h 25m
PEOPLE/USDT,3,61.48%,89.62,68d 12h 48m
ETH/USDT,236,60.86%,62724.09,32d 3h 51m
GMT/BUSD,0,60.83%,130.28,83d 1h 13m
TRX/BUSD,0,60.67%,1944.61,94d 2h 48m
FLM/BTC,4,59.96%,67.70,81d 18h 55m
GMT/BUSD,0,59.91%,500.71,33d 6h 10m
FORTH/BUSD,0,59.39%,65.14,65d 9h 40m
CTXC/USDT,2,59.36%,61.60,69d 4h 16m
ETC/USDT,2,58.80%,5361.37,32d 14h 24m
GMT/BUSD,0,58.63%,340.38,35d 15h 33m
GMT/BUSD,0,58.62%,29.02,32d 17h 1m
GMT/BUSD,0,58.62%,551.25,32d 14h 6m
GMT/BUSD,0,57.79%,374.70,76d 10h 42m
GMT/BUSD,0,56.27%,89.35,55d 3h 54m
