cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1127,914.97%,8043.06,49d 19h 51m
GMT/BUSD,15,682.73%,664.60,59d 17h 27m
GMT/BUSD,8,581.98%,586.80,58d 4h 8m
GMT/BUSD,5,464.62%,497.76,58d 3m
GMT/BUSD,1,325.34%,628.92,82d 19h 54m
GMT/BUSD,5,325.23%,523.74,56d 2h 15m
GMT/BUSD,1,309.66%,414.45,49d 1h 46m
GMT/BUSD,7,308.80%,10891.14,65d 18h 36m
GMT/BUSD,1,301.16%,1464.11,83d 3h 24m
GMT/BUSD,6,287.47%,1032.78,52d 4h 23m
GMT/BUSD,0,236.46%,785.26,52d 15h 26m
GMT/BUSD,1,235.96%,446.81,52d 22h 6m
GMT/BUSD,0,234.71%,629.59,54d 20h 27m
GMT/BUSD,0,230.50%,453.57,54d 15h 5m
GMT/BUSD,0,220.01%,828.43,58d 21h 13m
GMT/BUSD,1,184.10%,319.20,46d 13h 9m
GMT/BUSD,0,172.39%,397.44,83d 12h 50m
GMT/BUSD,1,154.84%,681.39,44d 17h 8m
GMT/BUSD,0,142.95%,867.11,67d 12h 3m
ANC/USDT,43,124.72%,51.59,54d 19h 49m
GMT/BUSD,0,119.91%,316.09,72d 13h 9m
GMT/BUSD,0,113.42%,381.81,71d 4h 48m
GMT/BUSD,0,107.56%,578.99,79d 20h 28m
GMT/BUSD,0,106.55%,562.94,82d 19h 57m
GMT/BUSD,0,98.62%,398.34,71d 9h 40m
GMT/BUSD,0,96.05%,269.91,74d 23h 33m
ANC/BNB,6,93.52%,80.34,56d 20h 13m
PEOPLE/USDT,2,86.22%,698.40,53d 22h 10m
GMT/BUSD,0,83.09%,405.83,73d 21h 7m
GMT/BUSD,0,82.95%,459.20,68d 17h 4m
UMA/BUSD,1,81.90%,241.08,61d 11h 38m
GMT/BUSD,1,80.57%,66.42,73d 9h 19m
FORTH/BUSD,0,75.22%,87.17,43d 6h 52m
GMT/BUSD,0,72.71%,1263.39,76d 11h 21m
TCT/BTC,3,68.41%,24.71,58d 20h 47m
OG/USDT,3,64.37%,911.14,48d 14h 15m
TRX/BUSD,1,64.30%,299.38,94d 17h 23m
FORTH/BUSD,0,61.63%,67.60,56d 15h 37m
ASR/USDT,2,61.43%,41.89,49d 16h 27m
FLM/BTC,3,59.04%,57.08,73d 52m
GMT/BUSD,0,58.57%,1761.63,73d 16h 22m
TRX/BUSD,0,58.27%,1867.74,85d 8h 46m
GMT/BUSD,0,57.43%,122.99,74d 7h 11m
PEOPLE/USDT,1,54.99%,80.17,59d 18h 46m
PAXG/BTC,4,54.45%,174.24,68d 22h 4m
GMT/BUSD,0,53.98%,350.00,67d 16h 40m
KP3R/USDT,0,53.21%,59.26,59d 13h 18m
MATIC/USDT,9,53.15%,358.13,22d 19h 22m
ASR/USDT,0,50.80%,267.90,37d 13h 20m
CVX/BUSD,0,50.47%,1953.50,25d 13h 58m
CTXC/USDT,2,50.24%,52.14,60d 10h 14m
RARE/BNB,1,49.37%,30.18,56d 5h 50m
GMT/BUSD,9,48.47%,102.62,23d 17h 16m
LINK/ETH,2,48.43%,192.95,61d 21h 34m
GMT/BUSD,0,48.17%,76.49,46d 9h 52m
BNB/ETH,9,46.94%,256.67,99d 23h 17m
PEOPLE/BTC,1,46.94%,905.17,61d 14h 42m
REQ/BTC,0,46.94%,22.01,49d 7h 47m
COCOS/BNB,0,46.73%,170.51,44d 11h 36m
DYDX/USDT,1,46.72%,420.37,24d 18h 12m
GMT/BUSD,0,46.18%,434.29,23d 20h 4m
GMT/BUSD,1,45.66%,61.13,23d 19h 36m
GTC/BUSD,0,44.89%,366.90,56d 10h 29m
GMT/BUSD,0,43.94%,19.99,23d 20h 37m
