cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1197,917.84%,8068.36,51d 20h 51m
GMT/BUSD,17,685.01%,666.82,61d 18h 27m
GMT/BUSD,8,584.68%,589.52,60d 5h 8m
GMT/BUSD,5,467.38%,500.72,60d 1h 3m
GMT/BUSD,5,328.33%,528.73,58d 3h 15m
GMT/BUSD,1,326.59%,631.34,84d 20h 54m
GMT/BUSD,1,312.51%,418.27,51d 2h 46m
GMT/BUSD,7,310.39%,10947.07,67d 19h 36m
GMT/BUSD,1,302.40%,1470.14,85d 4h 24m
GMT/BUSD,6,290.77%,1044.62,54d 5h 23m
GMT/BUSD,0,239.68%,795.95,54d 16h 26m
GMT/BUSD,1,238.83%,452.23,54d 23h 5m
GMT/BUSD,0,237.54%,637.20,56d 21h 27m
GMT/BUSD,0,233.38%,459.26,56d 16h 5m
GMT/BUSD,0,222.98%,839.58,60d 22h 13m
GMT/BUSD,1,187.72%,325.47,48d 14h 9m
GMT/BUSD,0,173.53%,400.05,85d 13h 49m
GMT/BUSD,1,157.91%,694.88,46d 18h 8m
GMT/BUSD,0,144.48%,876.35,69d 13h 3m
ANC/USDT,45,127.54%,52.76,56d 20h 49m
GMT/BUSD,0,121.08%,319.16,74d 14h 8m
GMT/BUSD,0,114.64%,385.91,73d 5h 48m
GMT/BUSD,0,108.80%,585.66,81d 21h 28m
GMT/BUSD,0,107.79%,569.51,84d 20h 57m
GMT/BUSD,0,99.86%,403.33,73d 10h 40m
GMT/BUSD,0,97.16%,273.03,77d 32m
ANC/BNB,6,93.82%,82.46,58d 21h 13m
PEOPLE/USDT,2,86.70%,702.27,55d 23h 10m
GMT/BUSD,0,84.26%,411.53,75d 22h 7m
GMT/BUSD,0,84.23%,466.24,70d 18h 3m
UMA/BUSD,1,83.88%,246.90,63d 12h 38m
GMT/BUSD,1,81.66%,67.31,75d 10h 18m
FORTH/BUSD,0,74.13%,85.91,45d 7h 52m
GMT/BUSD,0,74.01%,1286.03,78d 12h 21m
TCT/BTC,4,73.35%,26.64,60d 21h 47m
TRX/BUSD,2,64.80%,301.67,96d 18h 22m
MATIC/USDT,9,62.57%,421.59,24d 20h 22m
CVX/BUSD,0,61.65%,2386.36,27d 14h 58m
FLM/BTC,3,60.02%,58.35,75d 1h 52m
ASR/USDT,2,59.68%,40.70,51d 17h 27m
GMT/BUSD,0,59.67%,1794.73,75d 17h 22m
TRX/BUSD,0,58.61%,1878.54,87d 9h 46m
GMT/BUSD,0,58.54%,125.37,76d 8h 11m
OG/USDT,3,57.04%,807.38,50d 15h 15m
FORTH/BUSD,0,56.78%,62.28,58d 16h 37m
PEOPLE/USDT,1,56.62%,82.54,61d 19h 46m
GMT/BUSD,9,55.49%,117.49,25d 18h 16m
GMT/BUSD,0,55.23%,358.08,69d 17h 40m
KP3R/USDT,0,54.53%,60.73,61d 14h 17m
PAXG/BTC,4,54.33%,174.81,70d 23h 4m
GMT/BUSD,1,52.47%,70.25,25d 20h 36m
CTXC/USDT,2,51.48%,53.42,62d 11h 14m
GMT/BUSD,0,51.05%,81.06,48d 10h 52m
UNI/BTC,0,50.36%,908.39,47d 4h 14m
GMT/BUSD,0,50.24%,22.86,25d 21h 37m
GMT/BUSD,1,50.11%,20.34,25d 22h 8m
GMT/BUSD,0,49.96%,469.83,25d 21h 3m
GMT/BUSD,3,49.20%,24.97,25d 13h 8m
GMT/BUSD,0,49.10%,44.15,25d 12h 23m
RARE/BNB,1,49.08%,30.69,58d 6h 49m
ASR/USDT,0,48.45%,255.54,39d 14h 20m
GMT/BUSD,0,47.66%,276.71,28d 22h 31m
