cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1845,925.30%,8133.89,67d 54m
GMT/BUSD,30,690.91%,672.57,76d 22h 29m
GMT/BUSD,9,591.67%,596.57,75d 9h 11m
GMT/BUSD,7,474.54%,508.39,75d 5h 6m
GMT/BUSD,5,337.55%,543.59,73d 7h 17m
GMT/BUSD,1,329.83%,637.59,100d 56m
GMT/BUSD,1,319.92%,428.18,66d 6h 48m
GMT/BUSD,8,314.51%,11092.29,82d 23h 38m
GMT/BUSD,1,305.61%,1485.75,100d 8h 26m
GMT/BUSD,9,300.64%,1080.10,69d 9h 26m
GMT/BUSD,2,250.00%,830.23,69d 20h 28m
GMT/BUSD,2,246.26%,466.31,70d 3h 8m
GMT/BUSD,0,244.89%,656.90,72d 1h 29m
GMT/BUSD,0,240.86%,473.97,71d 20h 7m
GMT/BUSD,0,230.67%,868.55,76d 2h 15m
GMT/BUSD,1,199.51%,345.91,63d 18h 12m
GMT/BUSD,0,176.47%,406.83,100d 17h 52m
GMT/BUSD,2,167.85%,738.62,61d 22h 11m
ANC/USDT,66,129.38%,53.52,72d 51m
GMT/BUSD,0,124.11%,327.15,89d 18h 11m
GMT/BUSD,0,117.80%,396.57,88d 9h 50m
GMT/BUSD,0,112.02%,602.98,97d 1h 31m
GMT/BUSD,0,111.02%,586.56,100d 59m
FORTH/USDT,1,109.00%,587.66,25d 2h 18m
MATIC/USDT,13,106.30%,1906.91,44d 18h 35m
GMT/BUSD,0,103.06%,416.25,88d 14h 43m
UMA/BUSD,3,102.95%,303.03,78d 16h 41m
FORTH/USDT,0,100.90%,60611.01,73d 7h 28m
GMT/BUSD,0,100.04%,281.12,92d 4h 35m
FORTH/BUSD,1,96.37%,111.68,60d 11h 55m
MATIC/USDT,3,94.82%,554.08,28d 21h 54m
TCT/BTC,8,94.68%,41.23,76d 1h 50m
FORTH/BUSD,0,93.95%,103.04,73d 20h 40m
DYDX/USDT,2,93.37%,840.05,41d 23h 14m
CVX/BUSD,0,92.67%,3586.80,42d 19h
GMT/BUSD,0,87.53%,484.51,85d 22h 6m
GMT/BUSD,0,87.28%,426.29,91d 2h 10m
GMT/BUSD,2,84.47%,69.63,90d 14h 21m
ANC/BNB,10,83.79%,92.98,74d 1h 15m
OG/USDT,3,80.33%,1137.04,65d 19h 17m
ETC/USDT,35,79.27%,7227.38,41d 1h 24m
GMT/BUSD,0,77.39%,1344.80,93d 16h 24m
PEOPLE/USDT,4,74.60%,108.74,76d 23h 48m
ETH/USDT,300,74.45%,76734.75,40d 14h 51m
KP3R/USDT,3,72.84%,81.12,76d 18h 20m
OOKI/BUSD,0,70.97%,256.49,75d 23h 17m
GMT/BUSD,1,70.15%,93.92,41d 38m
TRX/BUSD,3,70.05%,326.14,111d 22h 25m
