cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1151,914.21%,8036.38,50d 10h 51m
GMT/BUSD,16,682.13%,664.01,60d 8h 27m
GMT/BUSD,8,581.27%,586.08,58d 19h 8m
GMT/BUSD,5,463.89%,496.98,58d 15h 3m
GMT/BUSD,1,325.01%,628.28,83d 10h 54m
GMT/BUSD,5,324.41%,522.43,56d 17h 15m
GMT/BUSD,1,308.91%,413.44,49d 16h 46m
GMT/BUSD,7,308.38%,10876.38,66d 9h 36m
GMT/BUSD,1,300.83%,1462.52,83d 18h 24m
GMT/BUSD,6,286.62%,1029.73,52d 19h 23m
GMT/BUSD,0,235.61%,782.44,53d 6h 26m
GMT/BUSD,1,235.21%,445.38,53d 13h 5m
GMT/BUSD,0,233.96%,627.58,55d 11h 27m
GMT/BUSD,0,229.73%,452.07,55d 6h 5m
GMT/BUSD,0,219.23%,825.49,59d 12h 13m
GMT/BUSD,1,183.14%,317.54,47d 4h 9m
GMT/BUSD,0,172.09%,396.75,84d 3h 49m
GMT/BUSD,1,154.09%,678.08,45d 8h 8m
GMT/BUSD,0,142.55%,864.67,68d 3h 3m
ANC/USDT,43,125.42%,51.88,55d 10h 49m
GMT/BUSD,0,119.60%,315.27,73d 4h 8m
GMT/BUSD,0,113.09%,380.73,71d 19h 48m
GMT/BUSD,0,107.23%,577.23,80d 11h 28m
GMT/BUSD,0,106.22%,561.21,83d 10h 57m
GMT/BUSD,0,98.29%,397.02,72d 40m
GMT/BUSD,0,95.76%,269.09,75d 14h 33m
ANC/BNB,6,94.97%,80.50,57d 11h 13m
PEOPLE/USDT,2,85.48%,692.43,54d 13h 10m
GMT/BUSD,0,82.78%,404.32,74d 12h 7m
GMT/BUSD,0,82.62%,457.35,69d 8h 3m
UMA/BUSD,1,82.54%,242.96,62d 2h 38m
GMT/BUSD,1,80.29%,66.18,74d 18m
FORTH/BUSD,0,73.83%,85.55,43d 21h 52m
GMT/BUSD,0,72.36%,1257.41,77d 2h 21m
TCT/BTC,3,66.79%,23.54,59d 11h 47m
TRX/BUSD,1,63.92%,297.60,95d 8h 22m
ASR/USDT,2,60.27%,41.10,50d 7h 27m
OG/USDT,3,59.86%,847.21,49d 5h 15m
FLM/BTC,3,59.28%,55.93,73d 15h 52m
GMT/BUSD,0,58.28%,1752.89,74d 7h 22m
TRX/BUSD,0,57.84%,1854.12,85d 23h 46m
FORTH/BUSD,0,57.24%,62.79,57d 6h 37m
GMT/BUSD,0,57.14%,122.37,74d 22h 11m
PAXG/BTC,4,55.69%,173.90,69d 13h 4m
PEOPLE/USDT,1,54.54%,79.51,60d 9h 46m
GMT/BUSD,0,53.65%,347.87,68d 7h 40m
KP3R/USDT,0,52.82%,58.83,60d 4h 17m
LINK/ETH,2,50.57%,194.08,62d 12h 34m
ASR/USDT,0,49.24%,259.71,38d 4h 20m
BNB/ETH,9,48.71%,256.59,100d 14h 17m
CVX/BUSD,0,48.35%,1871.59,26d 4h 58m
CTXC/USDT,2,48.13%,49.95,61d 1h 14m
RARE/BNB,1,48.03%,28.97,56d 20h 49m
GMT/BUSD,0,47.41%,75.29,47d 52m
REQ/BTC,0,47.40%,21.69,49d 22h 47m
PEOPLE/BTC,1,46.95%,883.53,62d 5h 41m
MATIC/USDT,9,46.83%,315.54,23d 10h 22m
COCOS/BNB,0,46.63%,167.90,45d 2h 36m
GMT/BUSD,9,46.61%,98.69,24d 8h 16m
DYDX/USDT,1,46.37%,417.26,25d 9h 12m
GMT/BUSD,0,45.50%,427.89,24d 11h 3m
UNI/BTC,0,45.43%,795.53,45d 18h 14m
GMT/BUSD,1,43.86%,58.73,24d 10h 36m
AAVE/ETH,1,43.27%,273.04,61d 13h 38m
GTC/BUSD,0,42.66%,348.63,57d 1h 29m
COCOS/USDT,0,42.27%,199.68,39d 7h 31m
GMT/BUSD,0,42.27%,19.24,24d 11h 37m
GMT/BUSD,1,42.24%,17.15,24d 12h 8m
GMT/BUSD,3,41.21%,20.91,24d 3h 8m
KEY/USDT,0,41.11%,91.76,49d 2h 18m
TROY/BUSD,0,41.09%,114.51,48d 9h 14m
GMT/BUSD,0,41.03%,238.25,27d 12h 31m
SHIB/DOGE,0,40.85%,39.48,156d 4h 37m
GMT/BUSD,0,40.82%,36.70,24d 2h 23m
FLM/BTC,0,40.71%,30.63,75d 12h 51m
DUSK/BTC,0,40.31%,131.86,58d 22h 28m
TRU/BTC,2,39.33%,34.10,17d 8h 14m
UMA/USDT,1,39.31%,105.49,27d 14h 57m
BNB/ETH,1,38.58%,227.77,183d 2h 17m
PAXG/BTC,1,38.53%,424.91,60d 18h 6m
LINK/USDT,0,38.40%,191.38,30d 18h 17m
JASMY/BTC,0,38.34%,82.35,86d 19h 48m
BETA/ETH,0,38.20%,25.28,44d 4h 18m
TRX/USDT,0,38.19%,694.33,84d 12h 12m
GMT/BUSD,0,38.11%,18.87,24d 13h 59m
THETA/BTC,3,37.97%,67.15,35d 1h 45m
BEL/BUSD,1,37.85%,116.67,44d 14h 5m
GMT/BUSD,0,37.62%,314.48,25d 3h 7m
GMT/BUSD,0,37.43%,117.67,76d 1h 10m
GMT/USDT,10,37.36%,1132.45,23d 12h 55m
CTK/USDT,0,36.85%,198.96,56d 17h 59m
GMT/BUSD,0,36.29%,939.64,26d 3h 3m
THETA/USDT,0,35.59%,76.93,51d 16m
TRX/BTC,1,35.58%,26.41,64d 8h 27m
PAXG/BNB,0,35.58%,710.16,48d 8h 44m
GMT/USDT,2,35.57%,348.57,62d 13h 5m
BNB/ETH,0,35.32%,151.70,182d 1h 6m
GMT/BUSD,0,35.13%,651.94,25d 2h 38m
DODO/BUSD,5,34.58%,58.95,49d 2h 17m
LINK/USDT,1,33.91%,43.98,61d 9h 27m
BNB/ETH,0,33.66%,242.51,151d 19h 27m
ERN/BUSD,0,33.42%,120.67,28d 23h 12m
PSG/BTC,1,33.22%,122.09,54d 12h 39m
SHIB/DOGE,0,33.18%,19.51,64d 8h 45m
REQ/BTC,0,32.94%,33.74,24d 12h 7m
LINK/USDT,0,32.91%,33.37,61d 11h 35m
MDX/BUSD,0,32.89%,118.69,28d 23h 13m
TRX/USDT,4,32.88%,151.49,75d 16h 30m
BNB/ETH,1,32.84%,186.06,63d 3h 18m
GMT/BUSD,0,32.75%,13.48,24d 14h 27m
DODO/BTC,0,32.64%,146.16,53d 8h 18m
TRU/BTC,0,32.18%,12.61,16d 23h 42m
GMT/BUSD,0,32.17%,12.99,25d 5h 15m
SOL/ETH,2,31.95%,136.77,38d 1h 44m
BNB/ETH,0,31.90%,182.22,59d 9h 21m
LAZIO/BUSD,2,31.77%,85.75,51d 17h 17m
TRX/BTC,0,31.75%,238.25,62d 6h 1m
AAVE/BUSD,6,31.65%,116.45,27d 15h 5m
ANC/BTC,1,31.64%,27.62,32d 10h 33m
SAND/USDT,1,31.34%,107.93,27d 11h 13m
ANC/USDT,2,31.31%,42.27,30d 17h 32m
GMT/BUSD,0,31.26%,56.15,26d 1h 45m
SOL/USDT,30,31.23%,37.30,27d 13h 33m
TCT/BTC,0,30.82%,16.97,83d 6h 9m
OOKI/BUSD,0,30.68%,110.88,59d 9h 15m
ADA/ETH,0,30.42%,184.15,85d 1h 39m
CTK/USDT,0,30.25%,217.73,40d 1h 57m
GMT/BUSD,0,30.19%,12.98,23d 6h 47m
ENS/USDT,1,30.18%,54.32,59d 23h 16m
ADA/USDT,9,29.77%,576.42,61d 15h 22m
GMT/BUSD,1,29.70%,13.38,23d 7h 57m
UNI/BNB,1,29.57%,3566.55,47d 20h 18m
TRX/BTC,0,29.54%,128.81,65d 12h 15m
DOGE/BTC,0,29.32%,86.83,101d 4h 51m
MATIC/USDT,1,29.29%,162.42,23d 3h 10m
OG/USDT,0,29.23%,34.08,33d 9h 33m
SOL/BUSD,16,29.09%,539.15,29d 17h 24m
GMT/BUSD,0,29.02%,12.75,25d 10h
KP3R/USDT,3,28.97%,27.23,16d 4h 37m
IMX/BTC,0,28.95%,88.76,51d 11h 7m
MATIC/USDT,0,28.71%,515.16,28d 4h 32m
GMT/BUSD,0,28.63%,208.48,75d 15h 32m
GMT/BUSD,2,28.52%,18.13,23d 2h 46m
WAVES/BTC,2,28.13%,45.09,62d 11h 54m
SHIB/DOGE,0,28.09%,1825.34,62d 13h 16m
JASMY/BTC,0,28.04%,176.14,40d 6h 21m
DUSK/BTC,0,27.95%,982.42,30d 9h 33m
TRX/BUSD,0,27.81%,954.11,78d 19h 12m
ROSE/BTC,0,27.79%,48.40,61d 47m
UMA/BTC,0,27.57%,294.27,27d 10h 36m
FORTH/USDT,1,27.47%,136.01,53d 5h 52m
DOGE/BTC,3,27.39%,13.51,106d 3h 15m
BNB/ETH,0,27.39%,18.15,166d 20h 34m
DEGO/BTC,0,27.27%,133.58,23d 23h 37m
LINK/ETH,1,27.22%,150.32,85d 1h 41m
HIGH/BTC,0,27.15%,47.64,42d 9h 19m
SHIB/DOGE,0,26.92%,14.77,97d 2h 52m
ATOM/USDT,0,26.91%,483.82,29d 11h 35m
AAVE/ETH,0,26.88%,89.83,49d 19h 48m
GMT/BUSD,0,26.79%,9.82,23d 5h 18m
ATOM/BTC,0,26.79%,139.50,40d 22h 41m
KEY/USDT,0,26.33%,47.40,39d 22h 54m
SHIB/DOGE,0,26.27%,364.68,62d 20h 53m
ADA/BTC,0,26.14%,123.96,69d 21h 41m
GMT/BTC,0,26.04%,15.54,54d 6h 56m
MATIC/BTC,0,26.01%,227.09,27d 1h 40m
TRX/USDT,0,25.87%,120.46,78d 13h 44m
MATIC/USDT,0,25.83%,317.26,28d 5h 9m
ENS/BUSD,1,25.67%,24.25,60d 13h 11m
ANC/BUSD,0,25.67%,32.37,29d 23h 39m
ADA/BTC,1,25.65%,447.99,61d 9h 10m
UNI/BUSD,2,25.63%,92.04,60d 6h 14m
UNI/USDT,0,25.60%,20.96,58d 20h 40m
XMR/USDT,0,25.56%,909.53,27d 12h 40m
TRX/BTC,1,25.37%,443.86,59d 5h 37m
CRV/BUSD,0,25.35%,731.08,26d 4h 49m
SOL/BTC,3,25.32%,2.58,35d 14h 18m
SHIB/DOGE,0,25.28%,29.92,163d 11h 7m
ADA/BTC,0,25.25%,27.26,70d 5h 47m
TRX/BTC,0,25.06%,21.63,67d 8h 13m
ADA/ETH,2,24.95%,15.89,132d 23h 36m
XMR/USDT,1,24.94%,858.13,27d 12h 36m
AAVE/BTC,0,24.93%,12.12,62d 21h 6m
THETA/BUSD,4,24.92%,81.82,35d 7h 19m
GMT/BUSD,0,24.92%,67.16,28d 12h 17m
BEL/BNB,0,24.91%,42.33,44d 4h 31m
SHIB/DOGE,0,24.90%,22.33,162d 18h 31m
UNI/USDT,0,24.75%,36.54,33d 23h 24m
ADA/ETH,0,24.59%,143.51,134d 22h 15m
AVAX/USDT,6,24.59%,220.69,27d 9h 43m
SHIB/DOGE,0,24.48%,10.04,61d 18h 34m
ANC/BUSD,2,24.39%,22.89,50d 21h 39m
RARE/BUSD,0,24.38%,26.55,46d 22h 36m
OOKI/BUSD,0,24.38%,54.92,28d 3h 4m
SHIB/DOGE,0,24.31%,7.61,66d 2h 47m
ADA/BTC,1,24.27%,92.46,74d 9h 25m
FORTH/USDT,0,24.23%,14558.25,56d 17h 26m
KEY/ETH,0,23.97%,88.79,31d 10h 7m
TRX/BTC,0,23.86%,53.37,71d 12h 11m
BURGER/USDT,0,23.74%,344.20,9h 9m
SHIB/USDT,1,23.72%,193.21,32d 5h 54m
ADA/BTC,0,23.63%,71.41,134d 4h 11m
ADA/ETH,0,23.62%,72.64,138d 3h 34m
VET/ETH,0,23.59%,57.03,48d 2h 33m
RARE/BTC,0,23.56%,50.09,48d 22h 43m
TRX/BTC,1,23.55%,83.52,62d 18h 42m
AR/BTC,0,23.53%,2.05,59d 20h 41m
AVAX/ETH,0,23.48%,149.27,48d 1h 58m
JASMY/ETH,0,23.37%,63.86,38d 5h 7m
ICP/USDT,0,23.13%,2083.57,30d 23h 11m
APE/BUSD,3,23.11%,230.22,24d 18h 16m
CHZ/BNB,1,23.06%,402.56,63d 4h 19m
SOL/USDT,1,23.02%,82.22,29d 13h 3m
ALPACA/BTC,1,22.75%,39.18,65d 22h 2m
CRV/ETH,0,22.66%,908.54,25d 12h 45m
BNB/ETH,8,22.61%,33388.59,91d 15h 19m
QI/BTC,0,22.53%,478.41,16d 21h 59m
SHIB/DOGE,0,22.40%,12.22,53d 3h 50m
DOT/BTC,2,22.36%,12.75,62d 6h 48m
SOL/BUSD,2,22.35%,693.36,24d 10h 59m
DEGO/USDT,0,22.23%,36.81,30d 3h 9m
AAVE/BTC,0,22.23%,50.20,55d 23h 46m
MDT/BTC,0,22.12%,8.99,63d 7h 19m
