cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1099,916.77%,8058.94,49d 51m
GMT/BUSD,15,684.16%,665.99,58d 22h 27m
GMT/BUSD,8,583.68%,588.51,57d 9h 8m
GMT/BUSD,4,466.35%,499.62,57d 5h 3m
GMT/BUSD,5,327.17%,526.87,55d 7h 15m
GMT/BUSD,0,326.12%,630.44,82d 54m
GMT/BUSD,1,311.45%,416.85,48d 6h 46m
GMT/BUSD,7,309.80%,10926.26,64d 23h 36m
GMT/BUSD,1,301.94%,1467.90,82d 8h 24m
GMT/BUSD,6,289.41%,1039.74,51d 9h 23m
GMT/BUSD,0,238.48%,791.97,51d 20h 26m
GMT/BUSD,1,237.76%,450.21,52d 3h 6m
GMT/BUSD,0,236.49%,634.37,54d 1h 27m
GMT/BUSD,0,232.31%,457.14,53d 20h 5m
GMT/BUSD,0,221.87%,835.43,58d 2h 13m
GMT/BUSD,1,186.37%,323.13,45d 18h 9m
GMT/BUSD,0,173.10%,399.08,82d 17h 50m
GMT/BUSD,1,156.31%,687.83,43d 22h 8m
GMT/BUSD,0,143.91%,872.92,66d 17h 3m
ANC/USDT,43,131.92%,54.57,54d 49m
GMT/BUSD,0,120.64%,318.02,71d 18h 9m
GMT/BUSD,0,114.18%,384.39,70d 9h 48m
GMT/BUSD,0,108.34%,583.18,79d 1h 28m
GMT/BUSD,0,107.33%,567.07,82d 57m
GMT/BUSD,0,99.40%,401.47,70d 14h 40m
GMT/BUSD,0,96.75%,271.87,74d 4h 33m
ANC/BNB,6,95.48%,84.57,56d 1h 13m
PEOPLE/USDT,2,91.42%,740.49,53d 3h 10m
UMA/BUSD,1,85.05%,250.35,60d 16h 38m
GMT/BUSD,0,83.82%,409.41,73d 2h 7m
GMT/BUSD,0,83.75%,463.62,67d 22h 4m
GMT/BUSD,1,81.25%,66.98,72d 14h 19m
GMT/BUSD,0,73.52%,1277.60,75d 16h 21m
TCT/BTC,3,70.02%,26.07,58d 1h 47m
FORTH/BUSD,0,65.62%,76.05,42d 11h 52m
TRX/BUSD,1,65.10%,303.09,93d 22h 23m
ASR/USDT,2,63.25%,43.13,48d 21h 27m
GMT/BUSD,0,59.26%,1782.41,72d 21h 22m
FLM/BTC,3,59.15%,58.92,72d 5h 52m
TRX/BUSD,0,59.10%,1894.46,84d 13h 46m
GMT/BUSD,0,58.12%,124.49,73d 12h 11m
PEOPLE/USDT,1,58.03%,84.60,58d 23h 46m
OG/USDT,3,57.51%,814.03,47d 19h 15m
KP3R/USDT,0,56.63%,63.07,58d 18h 18m
