cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1231,919.72%,8084.86,52d 11h 51m
GMT/BUSD,17,686.50%,668.27,62d 9h 27m
GMT/BUSD,8,586.44%,591.30,60d 20h 8m
GMT/BUSD,5,469.18%,502.65,60d 16h 4m
GMT/BUSD,5,330.36%,532.01,58d 18h 15m
GMT/BUSD,1,327.40%,632.91,85d 11h 54m
GMT/BUSD,1,314.39%,420.78,51d 17h 46m
GMT/BUSD,7,311.43%,10983.89,68d 10h 36m
GMT/BUSD,1,303.21%,1474.07,85d 19h 24m
GMT/BUSD,6,292.77%,1051.80,54d 20h 24m
GMT/BUSD,0,241.78%,802.92,55d 7h 26m
GMT/BUSD,1,240.70%,455.77,55d 14h 6m
GMT/BUSD,0,239.39%,642.16,57d 12h 27m
GMT/BUSD,0,235.27%,462.96,57d 7h 5m
GMT/BUSD,0,224.93%,846.93,61d 13h 13m
GMT/BUSD,1,190.10%,329.60,49d 5h 9m
GMT/BUSD,0,174.26%,401.76,86d 4h 50m
GMT/BUSD,1,159.47%,701.76,47d 9h 8m
GMT/BUSD,0,145.48%,882.44,70d 4h 3m
ANC/USDT,45,129.57%,53.60,57d 11h 49m
GMT/BUSD,0,121.84%,321.17,75d 5h 9m
GMT/BUSD,0,115.44%,388.62,73d 20h 48m
GMT/BUSD,0,109.62%,590.05,82d 12h 28m
GMT/BUSD,0,108.61%,573.83,85d 11h 57m
GMT/BUSD,0,100.66%,406.58,74d 1h 41m
GMT/BUSD,0,97.89%,275.08,77d 15h 33m
ANC/BNB,6,95.69%,86.58,59d 12h 13m
PEOPLE/USDT,2,88.05%,713.24,56d 14h 11m
UMA/BUSD,1,86.00%,253.14,64d 3h 38m
GMT/BUSD,0,85.06%,470.87,71d 9h 4m
GMT/BUSD,0,85.02%,415.24,76d 13h 7m
GMT/BUSD,1,82.37%,67.90,76d 1h 19m
TCT/BTC,4,78.88%,29.31,61d 12h 48m
FORTH/BUSD,0,75.48%,87.47,45d 22h 53m
GMT/BUSD,0,74.87%,1300.93,79d 3h 21m
MATIC/USDT,9,69.87%,470.74,25d 11h 22m
CVX/BUSD,0,66.30%,2566.36,28d 5h 58m
TRX/BUSD,2,65.82%,306.43,97d 9h 23m
DYDX/USDT,1,61.78%,555.84,27d 10h 12m
ASR/USDT,3,60.71%,41.40,52d 8h 28m
GMT/BUSD,0,60.39%,1816.31,76d 8h 22m
GMT/BUSD,9,60.11%,127.28,26d 9h 17m
FLM/BTC,3,60.08%,59.75,75d 16h 53m
TRX/BUSD,0,59.63%,1911.49,88d 46m
GMT/BUSD,0,59.27%,126.93,76d 23h 11m
OG/USDT,3,59.05%,835.87,51d 6h 15m
FORTH/BUSD,0,58.00%,63.62,59d 7h 37m
KP3R/USDT,0,57.85%,64.43,62d 5h 18m
PEOPLE/USDT,1,57.46%,83.76,62d 10h 46m
GMT/BUSD,1,56.96%,76.25,26d 11h 36m
MATIC/USDT,0,56.10%,1006.45,30d 5h 32m
GMT/BUSD,0,56.04%,363.34,70d 8h 40m
UNI/BTC,0,55.75%,1029.28,47d 19h 14m
GMT/BUSD,0,54.35%,24.74,26d 12h 37m
GMT/BUSD,1,54.21%,22.01,26d 13h 8m
GMT/BUSD,0,53.38%,47.99,26d 3h 23m
GMT/BUSD,3,53.33%,27.06,26d 4h 8m
PAXG/BTC,4,52.75%,173.66,71d 14h 5m
GMT/BUSD,0,52.29%,83.04,49d 1h 52m
GMT/BUSD,0,51.83%,487.40,26d 12h 4m
GMT/BUSD,0,51.08%,296.56,29d 13h 31m
CTXC/USDT,2,51.06%,52.99,63d 2h 14m
DODO/BUSD,5,50.76%,86.52,51d 3h 17m
GMT/BUSD,0,50.48%,421.95,27d 4h 8m
RARE/BNB,1,50.23%,32.34,58d 21h 50m
AAVE/BUSD,7,50.15%,184.54,29d 16h 5m
GMT/BUSD,0,49.91%,24.71,26d 14h 59m
ASR/USDT,0,49.83%,262.80,40d 5h 20m
AR/BTC,0,48.39%,4.45,61d 21h 41m
PEOPLE/BTC,1,46.93%,931.04,64d 6h 42m
COCOS/BNB,0,46.91%,180.36,47d 3h 36m
MATIC/USDT,1,46.85%,273.79,14d 8h 52m
TROY/BUSD,0,45.91%,127.93,50d 10h 15m
GTC/BUSD,0,45.85%,374.74,59d 2h 29m
REQ/BTC,0,45.54%,21.97,51d 23h 47m
COCOS/USDT,1,45.03%,212.71,41d 8h 32m
BNB/ETH,9,44.55%,265.65,102d 15h 17m
GMT/BUSD,0,43.81%,18.03,26d 15h 28m
AAVE/ETH,1,43.53%,311.00,63d 14h 38m
GMT/BUSD,0,43.19%,17.44,27d 6h 15m
MATIC/USDT,0,42.81%,525.80,30d 6h 9m
AAVE/USDT,1,42.75%,227.14,14d 10h 17m
UMA/USDT,2,42.68%,114.53,29d 15h 58m
GMT/USDT,2,42.36%,415.08,64d 14h 5m
SHIB/DOGE,0,42.19%,41.59,158d 5h 38m
LINK/ETH,2,42.08%,182.88,64d 13h 35m
