cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1185,917.02%,8061.16,51d 13h 51m
GMT/BUSD,17,684.36%,666.19,61d 11h 27m
GMT/BUSD,8,583.92%,588.75,59d 22h 8m
GMT/BUSD,5,466.60%,499.88,59d 18h 4m
GMT/BUSD,5,327.44%,527.31,57d 20h 15m
GMT/BUSD,1,326.23%,630.65,84d 13h 54m
GMT/BUSD,1,311.70%,417.19,50d 19h 46m
GMT/BUSD,7,309.94%,10931.21,67d 12h 36m
GMT/BUSD,1,302.05%,1468.42,84d 21h 24m
GMT/BUSD,6,289.78%,1041.06,53d 22h 23m
GMT/BUSD,0,238.76%,792.90,54d 9h 26m
GMT/BUSD,1,238.01%,450.69,54d 16h 6m
GMT/BUSD,0,236.74%,635.03,56d 14h 27m
GMT/BUSD,0,232.56%,457.64,56d 9h 5m
GMT/BUSD,0,222.14%,836.42,60d 15h 13m
GMT/BUSD,1,186.69%,323.69,48d 7h 9m
GMT/BUSD,0,173.20%,399.31,85d 6h 50m
GMT/BUSD,1,156.88%,690.38,46d 11h 8m
GMT/BUSD,0,144.04%,873.73,69d 6h 3m
ANC/USDT,44,129.73%,53.66,56d 13h 49m
GMT/BUSD,0,120.74%,318.29,74d 7h 9m
GMT/BUSD,0,114.29%,384.75,72d 22h 48m
GMT/BUSD,0,108.45%,583.77,81d 14h 28m
GMT/BUSD,0,107.44%,567.65,84d 13h 57m
GMT/BUSD,0,99.50%,401.90,73d 3h 41m
GMT/BUSD,0,96.85%,272.15,76d 17h 33m
ANC/BNB,6,95.94%,84.21,58d 14h 13m
PEOPLE/USDT,2,89.08%,721.57,55d 16h 11m
UMA/BUSD,1,84.73%,249.41,63d 5h 38m
GMT/BUSD,0,83.93%,409.90,75d 15h 7m
GMT/BUSD,0,83.86%,464.25,70d 11h 4m
GMT/BUSD,1,81.35%,67.06,75d 3h 19m
FORTH/BUSD,0,75.57%,87.57,45d 53m
GMT/BUSD,0,73.64%,1279.61,78d 5h 21m
TCT/BTC,3,72.91%,26.74,60d 14h 48m
TRX/BUSD,1,65.23%,303.70,96d 11h 23m
CVX/BUSD,0,63.55%,2459.72,27d 7h 58m
MATIC/USDT,9,63.12%,425.27,24d 13h 22m
FLM/BTC,3,60.40%,59.30,74d 18h 53m
ASR/USDT,2,60.01%,40.92,51d 10h 28m
GMT/BUSD,0,59.36%,1785.30,75d 10h 22m
TRX/BUSD,0,59.06%,1892.94,87d 2h 46m
FORTH/BUSD,0,58.98%,64.70,58d 9h 37m
GMT/BUSD,0,58.22%,124.70,76d 1h 11m
PEOPLE/USDT,1,58.18%,84.81,61d 12h 46m
OG/USDT,3,57.41%,812.58,50d 8h 15m
KP3R/USDT,0,54.89%,61.14,61d 7h 18m
GMT/BUSD,0,54.87%,355.78,69d 10h 40m
CTXC/USDT,2,54.50%,56.56,62d 4h 14m
PAXG/BTC,4,53.81%,174.87,70d 16h 5m
GMT/BUSD,9,53.50%,113.28,25d 11h 17m
GMT/BUSD,0,50.70%,80.51,48d 3h 52m
GMT/BUSD,1,50.54%,67.66,25d 13h 36m
DYDX/USDT,1,49.73%,447.43,26d 12h 12m
GMT/BUSD,0,49.04%,461.23,25d 14h 4m
ASR/USDT,0,48.89%,257.86,39d 7h 20m
RARE/BNB,1,48.89%,30.53,57d 23h 50m
GMT/BUSD,0,48.45%,22.05,25d 14h 37m
GMT/BUSD,1,48.34%,19.63,25d 15h 8m
UNI/BTC,0,48.15%,877.27,46d 21h 14m
MATIC/USDT,0,47.80%,857.48,29d 7h 32m
GMT/BUSD,3,47.41%,24.06,25d 6h 8m
GMT/BUSD,0,47.24%,42.47,25d 5h 23m
COCOS/BNB,0,47.19%,175.94,46d 5h 36m
PEOPLE/BTC,1,46.94%,919.20,63d 8h 42m
BNB/ETH,9,46.86%,262.67,101d 17h 17m
LINK/ETH,2,46.37%,189.43,63d 15h 34m
GMT/BUSD,0,46.17%,268.05,28d 15h 31m
REQ/BTC,0,46.00%,21.90,51d 1h 47m
TROY/BUSD,0,44.71%,124.59,49d 12h 15m
