cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1200,917.44%,8064.86,51d 21h 51m
GMT/BUSD,17,684.69%,666.51,61d 19h 27m
GMT/BUSD,8,584.31%,589.15,60d 6h 8m
GMT/BUSD,5,467.00%,500.31,60d 2h 3m
GMT/BUSD,5,327.90%,528.04,58d 4h 15m
GMT/BUSD,1,326.41%,631.00,84d 21h 54m
GMT/BUSD,1,312.12%,417.74,51d 3h 46m
GMT/BUSD,7,310.17%,10939.32,67d 20h 36m
GMT/BUSD,1,302.23%,1469.30,85d 5h 24m
GMT/BUSD,6,290.34%,1043.09,54d 6h 23m
GMT/BUSD,0,239.23%,794.47,54d 17h 26m
GMT/BUSD,1,238.43%,451.48,55d 6m
GMT/BUSD,0,237.15%,636.14,56d 22h 27m
GMT/BUSD,0,232.98%,458.47,56d 17h 5m
GMT/BUSD,0,222.57%,838.04,60d 23h 13m
GMT/BUSD,1,187.21%,324.60,48d 15h 9m
GMT/BUSD,0,173.37%,399.69,85d 14h 50m
GMT/BUSD,1,157.58%,693.42,46d 19h 8m
GMT/BUSD,0,144.26%,875.07,69d 14h 3m
ANC/USDT,45,126.98%,52.53,56d 21h 49m
GMT/BUSD,0,120.91%,318.74,74d 15h 9m
GMT/BUSD,0,114.47%,385.35,73d 6h 48m
GMT/BUSD,0,108.63%,584.74,81d 22h 28m
GMT/BUSD,0,107.62%,568.60,84d 21h 57m
GMT/BUSD,0,99.68%,402.63,73d 11h 40m
GMT/BUSD,0,97.01%,272.60,77d 1h 33m
ANC/BNB,6,93.46%,81.96,58d 22h 13m
PEOPLE/USDT,2,85.69%,694.10,56d 10m
UMA/BUSD,1,84.12%,247.61,63d 13h 38m
GMT/BUSD,0,84.10%,410.74,75d 23h 7m
GMT/BUSD,0,84.05%,465.27,70d 19h 4m
GMT/BUSD,1,81.51%,67.19,75d 11h 19m
GMT/BUSD,0,73.83%,1282.89,78d 13h 21m
FORTH/BUSD,0,73.65%,85.35,45d 8h 52m
TCT/BTC,4,71.73%,25.98,60d 22h 47m
TRX/BUSD,2,64.56%,300.57,96d 19h 23m
MATIC/USDT,9,61.81%,416.49,24d 21h 22m
CVX/BUSD,0,61.36%,2375.20,27d 15h 58m
FLM/BTC,3,60.09%,58.24,75d 2h 52m
GMT/BUSD,0,59.52%,1790.14,75d 18h 22m
ASR/USDT,2,59.05%,40.27,51d 18h 27m
GMT/BUSD,0,58.38%,125.04,76d 9h 11m
TRX/BUSD,0,58.37%,1871.09,87d 10h 46m
OG/USDT,3,56.62%,801.48,50d 16h 15m
FORTH/BUSD,0,56.04%,61.47,58d 17h 37m
PEOPLE/USDT,1,55.96%,81.57,61d 20h 46m
GMT/BUSD,0,55.06%,356.96,69d 18h 40m
GMT/BUSD,9,54.52%,115.43,25d 19h 16m
PAXG/BTC,4,54.31%,174.26,71d 4m
KP3R/USDT,0,53.82%,59.94,61d 15h 18m
GMT/BUSD,1,51.53%,68.99,25d 21h 36m
CTXC/USDT,2,51.25%,53.18,62d 12h 14m
UNI/BTC,0,51.24%,921.97,47d 5h 14m
GMT/BUSD,0,50.72%,80.54,48d 11h 52m
GMT/BUSD,0,49.57%,466.22,25d 22h 4m
GMT/BUSD,0,49.37%,22.47,25d 22h 37m
GMT/BUSD,1,49.24%,19.99,25d 23h 8m
RARE/BNB,1,48.99%,30.57,58d 7h 50m
GMT/BUSD,3,48.33%,24.52,25d 14h 8m
GMT/BUSD,0,48.20%,43.33,25d 13h 23m
BNB/ETH,9,47.98%,264.69,102d 1h 17m
ASR/USDT,0,47.60%,251.07,39d 15h 20m
LINK/ETH,2,47.22%,189.80,63d 23h 34m
GMT/BUSD,0,46.93%,272.50,28d 23h 31m
PEOPLE/BTC,1,46.93%,907.44,63d 16h 42m
COCOS/BNB,0,46.81%,174.38,46d 13h 36m
MATIC/USDT,0,46.36%,831.71,29d 15h 32m
DYDX/USDT,1,46.28%,416.41,26d 20h 12m
TROY/BUSD,0,46.09%,128.42,49d 20h 14m
GMT/BUSD,0,45.15%,377.40,26d 14h 8m
GMT/BUSD,0,45.04%,22.30,26d 59m
REQ/BTC,0,44.92%,21.12,51d 9h 47m
COCOS/USDT,1,44.44%,209.95,40d 18h 31m
GTC/BUSD,0,43.53%,355.74,58d 12h 29m
AAVE/ETH,1,43.45%,287.14,63d 38m
AAVE/BUSD,6,42.82%,157.58,29d 2h 5m
BETA/ETH,0,42.37%,29.37,45d 15h 18m
SHIB/DOGE,0,42.19%,40.70,157d 15h 38m
FLM/BTC,0,41.80%,32.31,76d 23h 51m
UMA/USDT,2,41.32%,110.89,29d 1h 57m
TRU/BTC,2,41.01%,36.53,18d 19h 14m
KEY/USDT,0,40.87%,91.22,50d 13h 18m
DODO/BUSD,5,40.59%,69.19,50d 13h 17m
GMT/USDT,2,39.76%,389.60,64d 5m
DUSK/BTC,0,39.67%,133.30,60d 9h 28m
LINK/USDT,0,39.46%,196.66,32d 5h 17m
GMT/BUSD,0,39.25%,16.15,26d 1h 27m
GMT/BUSD,0,38.84%,720.77,26d 13h 38m
TRX/USDT,0,38.75%,704.67,85d 23h 12m
BEL/BUSD,1,38.69%,119.26,46d 1h 5m
GMT/BUSD,0,38.65%,121.52,77d 12h 10m
GMT/BUSD,0,38.62%,15.59,26d 16h 15m
JASMY/BTC,0,38.28%,84.46,88d 6h 48m
ERN/BUSD,0,38.23%,138.05,30d 10h 12m
BNB/ETH,1,37.79%,233.61,184d 13h 17m
MATIC/USDT,1,37.69%,220.26,13d 18h 52m
CTK/USDT,0,37.41%,201.96,58d 4h 59m
MATIC/USDT,0,37.31%,458.20,29d 16h 9m
PAXG/BTC,1,36.75%,416.43,62d 5h 6m
GMT/BUSD,0,36.58%,15.73,24d 17h 47m
DATA/BTC,0,36.48%,125.18,20d 22h 26m
GMT/BUSD,1,36.10%,16.26,24d 18h 57m
THETA/USDT,0,35.65%,77.05,52d 11h 16m
GMT/BUSD,0,35.37%,15.53,26d 21h
AR/BTC,0,35.26%,3.16,61d 7h 41m
TRX/BTC,1,35.23%,26.87,65d 19h 27m
GMT/BUSD,2,35.07%,22.29,24d 13h 46m
BNB/ETH,0,34.53%,155.37,183d 12h 6m
THETA/BTC,3,34.42%,62.55,36d 12h 45m
UNI/BNB,1,34.20%,4267.08,49d 7h 18m
LINK/USDT,1,34.15%,44.30,62d 20h 27m
ANC/USDT,2,34.13%,46.07,32d 4h 32m
SHIB/DOGE,0,33.79%,19.83,65d 19h 45m
SOL/USDT,32,33.54%,40.06,29d 33m
HIGH/BTC,0,33.47%,60.35,43d 20h 19m
LINK/USDT,0,33.42%,33.89,62d 22h 35m
TRX/USDT,4,33.30%,153.45,77d 3h 30m
PAXG/BNB,0,33.22%,685.91,49d 19h 44m
MDX/BUSD,0,33.20%,119.78,30d 10h 13m
SAND/USDT,1,33.19%,114.30,28d 22h 13m
AAVE/USDT,1,33.17%,176.25,13d 20h 17m
GMT/BUSD,0,33.17%,59.59,27d 12h 45m
LAZIO/BUSD,2,33.09%,89.32,53d 4h 17m
REQ/BTC,0,33.01%,34.75,25d 23h 7m
