cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1278,917.89%,8068.81,54d 51m
GMT/BUSD,17,685.05%,666.86,63d 22h 27m
GMT/BUSD,8,584.73%,589.57,62d 9h 8m
GMT/BUSD,5,467.43%,500.78,62d 5h 3m
GMT/BUSD,5,328.38%,528.82,60d 7h 15m
GMT/BUSD,1,326.61%,631.38,87d 54m
GMT/BUSD,1,312.56%,418.34,53d 6h 46m
GMT/BUSD,7,310.42%,10948.06,69d 23h 36m
GMT/BUSD,1,302.42%,1470.25,87d 8h 24m
GMT/BUSD,6,290.82%,1044.81,56d 9h 23m
GMT/BUSD,0,239.89%,796.66,56d 20h 26m
GMT/BUSD,1,238.88%,452.33,57d 3h 6m
GMT/BUSD,0,237.59%,637.33,59d 1h 27m
GMT/BUSD,0,233.43%,459.36,58d 20h 5m
GMT/BUSD,0,223.03%,839.78,63d 2h 13m
GMT/BUSD,1,187.78%,325.58,50d 18h 9m
GMT/BUSD,0,173.55%,400.10,87d 17h 50m
GMT/BUSD,1,157.95%,695.07,48d 22h 8m
ANC/USDT,46,127.55%,52.76,59d 49m
GMT/BUSD,0,121.10%,319.22,76d 18h 9m
GMT/BUSD,0,114.66%,385.99,75d 9h 48m
GMT/BUSD,0,108.82%,585.78,84d 1h 28m
GMT/BUSD,0,107.82%,569.63,87d 57m
GMT/BUSD,0,99.88%,403.41,75d 14h 40m
GMT/BUSD,0,97.18%,273.09,79d 4h 33m
ANC/BNB,6,94.99%,85.25,61d 1h 13m
UMA/BUSD,1,87.06%,256.24,65d 16h 38m
PEOPLE/USDT,3,86.87%,703.64,58d 3h 11m
GMT/BUSD,0,84.28%,411.63,78d 2h 7m
GMT/BUSD,0,84.25%,466.36,72d 22h 4m
GMT/BUSD,1,81.68%,67.32,77d 14h 19m
TCT/BTC,4,81.62%,30.54,63d 1h 47m
FORTH/BUSD,0,76.60%,88.76,47d 11h 52m
GMT/BUSD,0,74.03%,1286.43,80d 16h 21m
MATIC/USDT,10,71.52%,481.87,27d 22m
TRX/BUSD,2,65.76%,306.18,98d 22h 23m
CVX/BUSD,0,64.94%,2513.57,29d 18h 58m
OG/USDT,3,64.19%,908.59,52d 19h 15m
ASR/USDT,3,64.12%,43.73,53d 21h 27m
ASR/USDT,0,62.44%,329.30,41d 18h 20m
DYDX/USDT,2,62.21%,559.70,28d 23h 12m
FLM/BTC,4,60.48%,60.56,77d 5h 53m
FORTH/BUSD,0,59.91%,65.71,60d 20h 37m
GMT/BUSD,0,59.69%,1795.31,77d 21h 22m
TRX/BUSD,0,59.51%,1907.50,89d 13h 46m
KP3R/USDT,1,59.06%,65.78,63d 18h 18m
GMT/BUSD,0,58.56%,125.41,78d 12h 11m
MATIC/USDT,0,58.00%,1040.48,31d 18h 32m
UNI/BTC,0,57.15%,1062.07,49d 8h 14m
PEOPLE/USDT,1,56.56%,82.45,63d 23h 46m
GMT/BUSD,10,55.61%,117.75,27d 22h 16m
DODO/BUSD,5,55.35%,94.35,52d 16h 17m
GMT/BUSD,0,55.25%,358.22,71d 21h 40m
CTXC/USDT,2,53.86%,55.90,64d 15h 14m
GMT/BUSD,1,52.59%,70.41,28d 36m
PAXG/BTC,4,52.00%,172.35,73d 3h 4m
GMT/BUSD,0,51.57%,81.88,50d 14h 52m
GMT/BUSD,0,50.75%,477.24,28d 1h 4m
GMT/BUSD,0,50.35%,22.92,28d 1h 37m
GMT/BUSD,1,50.22%,20.39,28d 2h 8m
RARE/BNB,1,49.37%,31.53,60d 10h 50m
GMT/BUSD,3,49.32%,25.03,27d 17h 8m
GMT/BUSD,0,49.22%,44.25,27d 16h 23m
GTC/BUSD,0,48.78%,398.62,60d 15h 29m
MATIC/USDT,1,48.38%,282.74,15d 21h 52m
GMT/BUSD,0,47.75%,277.25,31d 2h 31m
AR/BTC,0,47.53%,4.40,63d 10h 41m
COCOS/BNB,0,47.11%,179.59,48d 16h 36m
PEOPLE/BTC,1,46.92%,937.24,65d 19h 42m
TROY/BUSD,0,46.26%,128.92,51d 23h 15m
GMT/BUSD,0,46.20%,386.13,28d 17h 8m
GMT/BUSD,0,46.00%,22.77,28d 3h 59m
COCOS/USDT,1,45.41%,214.50,42d 21h 32m
MATIC/USDT,0,44.23%,543.18,31d 19h 9m
REQ/BTC,0,44.17%,21.45,53d 12h 47m
UMA/USDT,2,44.02%,118.13,31d 4h 57m
PORTO/USDT,0,43.98%,81.96,55d 23h 47m
AAVE/USDT,1,43.80%,232.70,15d 23h 17m
AAVE/ETH,1,43.52%,314.52,65d 3h 38m
BNB/ETH,9,43.08%,259.93,104d 4h 17m
ERN/BUSD,0,42.79%,154.50,32d 13h 12m
KEY/USDT,0,42.71%,95.34,52d 16h 18m
SHIB/DOGE,0,42.50%,42.18,159d 18h 38m
FLM/BTC,0,42.33%,33.80,79d 2h 51m
DUSK/BTC,1,42.05%,145.95,62d 12h 28m
PSG/BTC,1,41.94%,163.59,58d 2h 39m
TCT/USDT,1,41.46%,54.13,35d 1h 43m
LINK/USDT,1,41.29%,205.78,34d 8h 17m
TRU/BTC,2,41.05%,37.78,20d 22h 14m
LAZIO/BUSD,2,40.87%,110.32,55d 7h 17m
GMT/USDT,2,40.62%,398.07,66d 3h 5m
LINK/ETH,2,40.57%,178.34,66d 2h 34m
KP3R/USDT,3,40.20%,37.79,19d 18h 37m
GMT/BUSD,0,40.15%,16.52,28d 4h 27m
TRX/USDT,0,40.10%,729.06,88d 2h 12m
GMT/BUSD,0,39.81%,738.88,28d 16h 38m
UNI/BNB,1,39.63%,5060.54,51d 10h 18m
GMT/BUSD,0,39.52%,15.96,28d 19h 15m
BETA/ETH,0,39.39%,29.86,47d 18h 19m
BEL/BUSD,1,39.16%,120.69,48d 4h 5m
GMT/BUSD,0,38.82%,122.05,79d 15h 10m
THETA/USDT,0,38.31%,82.81,54d 14h 16m
JASMY/BTC,0,38.12%,86.89,90d 9h 48m
SOL/USDT,35,37.99%,45.38,31d 3h 33m
OOKI/BUSD,0,37.04%,133.87,62d 23h 15m
GMT/BUSD,1,36.99%,16.66,26d 21h 57m
ENS/USDT,1,36.40%,65.52,63d 13h 16m
GMT/BUSD,0,36.25%,15.92,29d
GMT/BUSD,2,35.98%,22.87,26d 16h 47m
ANC/USDT,2,35.91%,48.48,34d 7h 32m
SAND/USDT,1,35.81%,123.35,31d 1h 13m
HIGH/BTC,0,35.51%,66.13,45d 23h 19m
MATIC/BTC,0,35.38%,327.93,30d 15h 40m
LINK/USDT,1,35.28%,45.76,64d 23h 27m
SOL/BUSD,19,35.10%,650.54,33d 7h 24m
RARE/BUSD,0,35.01%,38.12,50d 12h 36m
TRX/BTC,1,34.88%,27.48,67d 22h 27m
PORTO/USDT,0,34.66%,52.26,50d 16h 7m
ETH/USDT,194,34.54%,35596.80,27d 14h 48m
LINK/USDT,0,34.44%,34.92,65d 1h 35m
TRX/USDT,4,34.28%,157.97,79d 6h 30m
OG/USDT,0,34.26%,39.95,36d 23h 33m
GMT/BUSD,0,34.13%,61.30,29d 15h 45m
SHIB/DOGE,0,33.97%,20.51,67d 22h 45m
MDX/BUSD,0,33.96%,122.54,32d 13h 13m
THETA/BTC,3,33.83%,63.51,38d 15h 45m
AVAX/USDT,6,33.81%,303.43,30d 23h 44m
PAXG/BTC,1,33.78%,395.42,64d 8h 6m
GMT/BUSD,0,33.70%,12.35,26d 19h 18m
TCT/BTC,0,33.68%,19.68,86d 20h 9m
BNB/ETH,1,33.38%,225.69,186d 16h 17m
REQ/BTC,0,33.13%,36.02,28d 2h 7m
CRV/BUSD,0,32.82%,946.48,29d 18h 49m
DODO/BTC,0,32.78%,155.77,56d 22h 18m
ANC/BTC,1,32.50%,30.11,36d 33m
AAVE/ETH,0,32.38%,123.93,53d 9h 48m
ATOM/BTC,0,31.83%,175.96,44d 12h 41m
ENS/BUSD,1,31.80%,30.05,64d 3h 11m
CRV/USDT,0,31.79%,343.62,18d 11h 34m
ADA/USDT,13,31.54%,610.62,65d 5h 22m
PAXG/BNB,0,31.30%,661.58,51d 22h 44m
UNI/USDT,0,31.18%,25.52,62d 10h 40m
ATOM/USDT,0,31.13%,559.79,33d 1h 36m
SOL/ETH,2,31.13%,152.61,41d 15h 45m
QI/BUSD,0,30.89%,49.46,33d 13h 40m
AAVE/USDT,0,30.87%,555.92,16d 2h 57m
DEGO/BTC,0,30.85%,160.38,27d 13h 37m
DEGO/USDT,0,30.72%,50.86,33d 17h 9m
JUV/USDT,0,30.62%,92.82,27d 14h 31m
SOL/BTC,3,30.34%,3.28,39d 4h 18m
MATIC/BUSD,0,30.32%,5619.24,15d 20h 7m
BNB/ETH,0,30.22%,148.67,185d 15h 6m
EGLD/USDT,6,30.18%,184.69,33d 20h 18m
GMT/BUSD,0,30.07%,218.94,79d 5h 32m
CTK/USDT,0,29.86%,214.91,43d 15h 57m
GMT/BUSD,0,29.78%,80.28,32d 2h 17m
TRX/BTC,0,29.74%,137.63,69d 2h 15m
TRU/USDT,4,29.74%,96.38,8d 20h 29m
LAZIO/BUSD,2,29.72%,18.95,58d 10m
TRX/BUSD,0,29.71%,1019.24,82d 9h 12m
FORTH/USDT,1,29.70%,147.07,56d 19h 52m
SOL/BUSD,2,29.57%,917.19,28d 59m
