cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1475,927.92%,8156.93,58d 6h 54m
GMT/BUSD,23,692.99%,674.59,68d 4h 29m
GMT/BUSD,8,594.13%,599.05,66d 15h 11m
GMT/BUSD,5,477.06%,511.09,66d 11h 6m
GMT/BUSD,5,340.08%,547.66,64d 13h 17m
GMT/BUSD,1,330.96%,639.80,91d 6h 56m
GMT/BUSD,1,322.49%,431.63,57d 12h 48m
GMT/BUSD,8,315.94%,11142.87,74d 5h 38m
GMT/BUSD,1,306.74%,1491.24,91d 14h 26m
GMT/BUSD,8,302.03%,1085.08,60d 15h 26m
GMT/BUSD,0,251.57%,835.43,61d 2h 28m
GMT/BUSD,2,248.85%,471.21,61d 9h 8m
GMT/BUSD,0,247.47%,663.83,63d 7h 29m
GMT/BUSD,0,243.49%,479.15,63d 2h 7m
GMT/BUSD,0,233.35%,878.63,67d 8h 15m
GMT/BUSD,1,201.73%,349.77,55d 12m
GMT/BUSD,0,177.49%,409.19,91d 23h 52m
GMT/BUSD,2,166.36%,732.06,53d 4h 11m
ANC/USDT,55,138.30%,57.21,63d 6h 51m
GMT/BUSD,0,125.16%,329.93,81d 11m
GMT/BUSD,0,118.90%,400.29,79d 15h 50m
GMT/BUSD,0,113.14%,609.01,88d 7h 31m
GMT/BUSD,0,112.15%,592.50,91d 6h 59m
GMT/BUSD,0,104.18%,420.80,79d 20h 43m
GMT/BUSD,0,101.04%,283.94,83d 10h 35m
ANC/BNB,8,96.91%,98.19,65d 7h 15m
UMA/BUSD,1,93.51%,275.25,69d 22h 41m
TCT/BTC,6,91.70%,39.39,67d 7h 50m
MATIC/USDT,1,89.19%,1599.98,36d 35m
GMT/BUSD,0,88.68%,490.87,77d 4h 6m
GMT/BUSD,0,88.34%,431.48,82d 8h 10m
GMT/BUSD,2,85.45%,70.44,81d 20h 21m
DYDX/USDT,2,84.53%,760.53,33d 5h 14m
CVX/BUSD,0,83.71%,3240.27,34d 1h
FORTH/BUSD,0,78.86%,91.38,51d 17h 55m
GMT/BUSD,0,78.57%,1365.27,84d 22h 24m
MATIC/USDT,1,78.01%,455.83,20d 3h 54m
GMT/BUSD,1,76.31%,102.16,32d 6h 38m
GMT/BUSD,0,72.32%,32.91,32d 7h 39m
GMT/BUSD,0,72.05%,64.78,31d 22h 25m
GMT/BUSD,1,71.91%,29.19,32d 8h 10m
GMT/BUSD,3,71.33%,36.20,31d 23h 11m
GMT/BUSD,0,69.49%,580.84,32d 23h 10m
OG/USDT,3,68.90%,975.19,57d 1h 17m
TRX/BUSD,3,67.80%,315.65,103d 4h 25m
GMT/BUSD,0,67.44%,33.39,32d 10h 1m
ASR/USDT,4,65.25%,44.50,58d 3h 30m
GMT/BUSD,0,64.44%,374.13,35d 8h 33m
KP3R/USDT,1,64.10%,71.39,68d 20m
FORTH/BUSD,0,63.91%,70.10,65d 2h 40m
GMT/BUSD,0,63.52%,1910.60,82d 3h 24m
PEOPLE/USDT,3,62.72%,91.43,68d 5h 48m
ETH/USDT,232,62.71%,64630.68,31d 20h 51m
