cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1465,930.40%,8178.75,58d 1h 54m
GMT/BUSD,23,694.96%,676.50,67d 23h 30m
GMT/BUSD,8,596.46%,601.40,66d 10h 11m
GMT/BUSD,5,479.44%,513.64,66d 6h 6m
GMT/BUSD,5,342.50%,551.56,64d 8h 17m
GMT/BUSD,1,332.04%,641.88,91d 1h 57m
GMT/BUSD,1,324.95%,434.92,57d 7h 49m
GMT/BUSD,8,317.31%,11191.10,74d 39m
GMT/BUSD,1,307.81%,1496.44,91d 9h 26m
GMT/BUSD,8,304.27%,1093.13,60d 10h 26m
GMT/BUSD,0,253.85%,843.02,60d 21h 29m
GMT/BUSD,2,251.32%,475.89,61d 4h 8m
GMT/BUSD,0,249.92%,670.40,63d 2h 30m
GMT/BUSD,0,245.98%,484.05,62d 21h 8m
GMT/BUSD,0,235.90%,888.25,67d 3h 15m
GMT/BUSD,1,204.44%,354.46,54d 19h 12m
GMT/BUSD,0,178.47%,411.44,91d 18h 52m
GMT/BUSD,2,167.63%,737.68,52d 23h 11m
ANC/USDT,53,140.01%,57.91,63d 1h 51m
GMT/BUSD,0,126.17%,332.58,80d 19h 11m
GMT/BUSD,0,119.96%,403.83,79d 10h 51m
GMT/BUSD,0,114.21%,614.77,88d 2h 31m
GMT/BUSD,0,113.22%,598.16,91d 2h
GMT/BUSD,0,105.25%,425.10,79d 15h 43m
GMT/BUSD,0,102.00%,286.63,83d 5h 35m
ANC/BNB,8,97.90%,100.17,65d 2h 16m
MATIC/USDT,1,97.35%,1746.40,35d 19h 35m
UMA/BUSD,1,94.34%,277.67,69d 17h 41m
GMT/BUSD,0,89.77%,496.94,76d 23h 6m
GMT/BUSD,0,89.35%,436.39,82d 3h 10m
TCT/BTC,6,89.15%,38.35,67d 2h 50m
MATIC/USDT,1,86.40%,504.85,19d 22h 54m
GMT/BUSD,2,86.39%,71.21,81d 15h 21m
CVX/BUSD,0,85.41%,3305.74,33d 20h
GMT/BUSD,1,82.18%,110.02,32d 1h 39m
DYDX/USDT,2,81.31%,731.59,33d 15m
GMT/BUSD,0,79.69%,1384.80,84d 17h 24m
FORTH/BUSD,0,78.83%,91.35,51d 12h 55m
GMT/BUSD,0,77.76%,35.39,32d 2h 40m
GMT/BUSD,0,77.70%,69.86,31d 17h 26m
GMT/BUSD,1,77.28%,31.37,32d 3h 11m
GMT/BUSD,3,76.79%,38.96,31d 18h 11m
GMT/BUSD,0,75.26%,629.05,32d 18h 10m
GMT/BUSD,0,72.75%,36.01,32d 5h 2m
OG/USDT,3,72.26%,1022.75,56d 20h 17m
GMT/BUSD,0,68.33%,396.74,35d 3h 34m
TRX/BUSD,3,68.30%,317.99,102d 23h 25m
ASR/USDT,4,66.53%,45.37,57d 22h 30m
ETH/USDT,231,65.67%,67684.40,31d 15h 51m
GMT/BUSD,0,65.24%,26.85,32d 5h 30m
GMT/BUSD,0,64.47%,1939.15,81d 22h 25m
GMT/BUSD,0,64.42%,26.01,32d 20h 18m
KP3R/USDT,1,64.35%,71.68,67d 19h 20m
PEOPLE/USDT,3,63.69%,92.85,68d 49m
GMT/BUSD,0,63.38%,135.74,82d 13h 14m
FORTH/BUSD,0,63.18%,69.30,64d 21h 40m
TRX/BUSD,0,61.98%,1986.84,93d 14h 49m
ETC/USDT,2,61.82%,5636.85,32d 2h 24m
GMT/BUSD,1,61.70%,27.79,30d 23h
CTXC/USDT,2,61.50%,63.82,68d 16h 16m
GMT/BUSD,3,61.26%,38.93,30d 17h 49m
GMT/BUSD,0,60.99%,573.54,32d 2h 6m
GMT/BUSD,0,60.74%,26.67,33d 1h 3m
GMT/BUSD,0,60.67%,393.32,75d 22h 43m
FLM/BTC,4,60.18%,69.29,81d 6h 55m
DODO/BUSD,5,59.94%,102.16,56d 17h 20m
TROY/BUSD,1,56.62%,157.76,56d 17m
GMT/BUSD,0,56.49%,89.69,54d 15h 54m
GTC/BUSD,0,56.06%,458.17,64d 16h 31m
ETC/USDT,0,54.66%,39189.70,6d 7h 20m
GMT/USDT,9,53.79%,527.12,70d 4h 8m
RARE/BNB,1,52.82%,38.46,64d 11h 52m
AAVE/USDT,2,52.12%,276.89,20d 20m
UNI/BTC,0,51.98%,1111.06,53d 9h 17m
ETH/BUSD,4,51.18%,4012.11,31d 21h 25m
RARE/BUSD,1,50.76%,55.26,54d 13h 39m
GMT/BUSD,0,49.69%,922.20,32d 17h 41m
THETA/USDT,2,48.90%,105.69,58d 15h 19m
LINK/USDT,3,48.49%,241.66,38d 9h 20m
ETH/BUSD,11,47.81%,736.91,31d 6h 48m
KEY/USDT,0,47.61%,106.27,56d 17h 21m
AVAX/USDT,9,47.59%,427.09,35d 46m
PEOPLE/BTC,1,46.92%,1077.70,69d 20h 44m
ETH/USDT,1,46.71%,1855.02,30d 21h 10m
ENS/BUSD,1,46.37%,43.80,68d 4h 13m
ENS/USDT,1,46.32%,83.39,67d 14h 19m
OOKI/BUSD,0,45.90%,165.89,67d 18m
COCOS/USDT,1,45.77%,216.23,46d 22h 34m
APE/BUSD,3,45.75%,455.75,32d 9h 19m
FTM/USDT,1,45.27%,404.31,35d 42m
TCT/USDT,1,45.19%,59.00,39d 2h 45m
PORTO/USDT,0,45.10%,84.05,60d 50m
SHIB/DOGE,0,44.90%,52.51,163d 19h 40m
LAZIO/BUSD,3,44.71%,120.67,59d 8h 20m
DUSK/BTC,1,44.69%,178.39,66d 13h 31m
ETH/USDT,0,44.24%,1371.16,19d 16h 23m
PAXG/BTC,4,44.09%,168.05,77d 4h 7m
ETH/USDT,2,44.08%,486.77,16d 1h 36m
AAVE/ETH,1,43.91%,424.66,69d 4h 41m
GMT/BUSD,0,43.55%,136.92,83d 16h 13m
ANC/USDT,2,43.41%,58.59,38d 8h 35m
TRX/USDT,0,43.19%,785.31,92d 3h 14m
ERN/BUSD,0,43.11%,155.67,36d 14h 14m
ETH/USDT,2,42.83%,261.07,8d 1h 19m
GMT/BUSD,0,42.74%,115.20,36d 3h 20m
QI/BUSD,0,42.65%,68.28,37d 14h 43m
SOL/USDT,37,42.56%,50.84,35d 4h 35m
