cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1496,923.67%,8119.61,58d 22h 54m
GMT/BUSD,25,689.63%,671.32,68d 20h 30m
GMT/BUSD,8,590.15%,595.04,67d 7h 11m
GMT/BUSD,6,472.98%,506.72,67d 3h 6m
GMT/BUSD,5,335.79%,540.74,65d 5h 17m
GMT/BUSD,1,329.12%,636.23,91d 22h 57m
GMT/BUSD,1,318.29%,426.00,58d 4h 49m
GMT/BUSD,8,313.60%,11060.37,74d 21h 39m
GMT/BUSD,1,304.91%,1482.35,92d 6h 27m
GMT/BUSD,8,298.03%,1070.72,61d 7h 26m
GMT/BUSD,0,247.51%,821.95,61d 18h 29m
GMT/BUSD,2,244.63%,463.22,62d 1h 8m
GMT/BUSD,0,243.29%,652.61,63d 23h 30m
GMT/BUSD,0,239.23%,470.77,63d 18h 8m
GMT/BUSD,0,228.98%,862.18,68d 16m
GMT/BUSD,1,196.73%,341.10,55d 16h 12m
GMT/BUSD,0,175.82%,405.34,92d 15h 52m
GMT/BUSD,2,164.18%,722.47,53d 20h 11m
ANC/USDT,58,128.63%,53.21,63d 22h 52m
GMT/BUSD,0,123.44%,325.39,81d 16h 11m
GMT/BUSD,0,117.11%,394.23,80d 7h 51m
GMT/BUSD,0,111.31%,599.18,88d 23h 31m
GMT/BUSD,0,110.31%,582.81,91d 23h
GMT/BUSD,0,102.36%,413.43,80d 12h 43m
GMT/BUSD,0,99.41%,279.35,84d 2h 36m
TCT/BTC,6,97.28%,40.35,67d 23h 50m
MATIC/USDT,1,92.63%,1661.66,36d 16h 35m
ANC/BNB,9,90.51%,88.30,65d 23h 16m
UMA/BUSD,1,89.78%,264.25,70d 14h 41m
GMT/BUSD,0,86.80%,480.49,77d 20h 6m
GMT/BUSD,0,86.62%,423.07,83d 10m
GMT/BUSD,2,83.85%,69.12,82d 12h 21m
MATIC/USDT,1,81.91%,478.63,20d 19h 54m
DYDX/USDT,2,80.42%,723.58,33d 21h 15m
CVX/BUSD,0,79.35%,3071.57,34d 17h 1m
FORTH/BUSD,0,77.70%,90.04,52d 9h 55m
GMT/BUSD,0,76.65%,1331.88,85d 14h 24m
OG/USDT,3,68.41%,968.23,57d 17h 18m
TRX/BUSD,3,67.08%,312.32,103d 20h 25m
GMT/BUSD,1,66.27%,88.71,32d 22h 39m
ASR/USDT,5,65.34%,44.56,58d 19h 30m
GMT/BUSD,0,63.02%,28.68,32d 23h 40m
GMT/BUSD,1,62.72%,25.47,33d 11m
GMT/BUSD,0,62.38%,56.09,32d 14h 26m
GMT/BUSD,3,62.01%,31.47,32d 15h 11m
KP3R/USDT,1,61.97%,69.03,68d 16h 20m
GMT/BUSD,0,61.90%,1861.78,82d 19h 25m
FORTH/BUSD,0,60.86%,66.75,65d 18h 40m
GMT/BUSD,0,60.78%,130.18,83d 10h 14m
TRX/BUSD,0,60.38%,1935.43,94d 11h 49m
PEOPLE/USDT,3,60.26%,87.84,68d 21h 49m
FLM/BTC,4,60.17%,66.79,82d 3h 55m
GMT/BUSD,0,59.63%,498.38,33d 15h 10m
CTXC/USDT,2,59.24%,61.48,69d 13h 17m
ETC/USDT,3,58.81%,5362.43,32d 23h 24m
GMT/BUSD,0,58.73%,552.32,32d 23h 6m
ETH/USDT,239,58.61%,60411.65,32d 12h 51m
GMT/BUSD,0,58.47%,339.49,36d 34m
GMT/BUSD,0,58.36%,28.89,33d 2h 2m
GMT/BUSD,0,57.75%,374.44,76d 19h 43m
DODO/BUSD,6,56.29%,95.95,57d 14h 20m
GMT/BUSD,0,56.21%,89.26,55d 12h 55m
GTC/BUSD,0,55.45%,453.12,65d 13h 32m
TROY/BUSD,1,53.14%,148.09,56d 21h 17m
PORTO/USDT,0,51.98%,96.88,60d 21h 50m
GMT/BUSD,0,51.75%,21.29,33d 2h 30m
GMT/BUSD,0,51.03%,20.60,33d 17h 18m
ETC/USDT,0,50.72%,36364.86,7d 4h 21m
ENS/BUSD,1,49.11%,46.39,69d 1h 14m
UNI/BTC,0,49.05%,1010.50,54d 6h 17m
RARE/BUSD,1,48.62%,52.93,55d 10h 39m
GMT/BUSD,1,48.41%,21.80,31d 20h
GMT/USDT,9,48.40%,474.28,71d 1h 8m
LINK/USDT,3,48.33%,240.85,39d 6h 20m
GMT/BUSD,3,47.66%,30.29,31d 14h 49m
AVAX/USDT,10,47.61%,427.36,35d 21h 46m
GMT/BUSD,0,47.57%,20.89,33d 22h 3m
ENS/USDT,1,47.34%,85.22,68d 11h 19m
KEY/USDT,0,47.06%,105.05,57d 14h 21m
PEOPLE/BTC,1,46.90%,1038.49,70d 17h 44m
AAVE/USDT,2,46.49%,246.96,20d 21h 20m
TCT/USDT,1,46.46%,60.65,39d 23h 46m
THETA/USDT,2,46.03%,99.50,59d 12h 19m
PAXG/BTC,4,45.87%,168.53,78d 1h 7m
COCOS/USDT,1,45.59%,215.34,47d 19h 34m
DUSK/BTC,1,44.55%,171.44,67d 10h 31m
LAZIO/BUSD,3,44.52%,120.16,60d 5h 20m
SHIB/DOGE,0,44.18%,48.38,164d 16h 40m
AAVE/ETH,1,44.12%,396.64,70d 1h 41m
APE/BUSD,3,44.06%,438.94,33d 6h 19m
ETH/BUSD,5,43.61%,3419.13,32d 18h 25m
ERN/BUSD,0,42.83%,154.64,37d 11h 15m
MATIC/BTC,0,42.43%,435.91,35d 13h 43m
PORTO/USDT,0,42.11%,63.48,55d 14h 10m
BETA/ETH,0,42.03%,39.63,52d 16h 21m
LINK/USDT,1,42.02%,54.51,69d 21h 30m
FLM/BTC,0,41.91%,37.10,84d 54m
TRU/BTC,2,41.88%,42.73,25d 20h 17m
OOKI/BUSD,0,41.88%,151.37,67d 21h 18m
ETH/BUSD,13,41.45%,638.92,32d 3h 48m
SOL/USDT,37,41.13%,49.13,36d 1h 36m
GMT/BUSD,0,41.01%,128.92,84d 13h 13m
TRX/USDT,0,40.96%,744.79,93d 15m
SOL/BUSD,20,40.92%,758.42,38d 5h 27m
LINK/USDT,0,40.40%,40.97,69d 23h 38m
ENS/USDT,0,39.61%,929.28,67d 20h 11m
ANC/USDT,2,39.32%,53.08,39d 5h 35m
FTM/USDT,1,39.32%,351.20,35d 21h 42m
ETH/USDT,1,38.72%,1537.84,31d 18h 10m
DEGO/BTC,0,38.72%,223.13,32d 11h 40m
MDX/BUSD,0,38.72%,139.69,37d 11h 16m
OG/USDT,0,38.41%,44.78,41d 21h 36m
BEL/BUSD,1,38.34%,118.16,53d 2h 8m
ADA/USDT,14,38.31%,741.58,70d 3h 25m
DEGO/BUSD,0,38.03%,182.74,16d 1h 13m
ENS/BUSD,1,37.95%,48.14,68d 21h 10m
GMT/BUSD,0,37.85%,102.02,37d 20m
CRV/USDT,0,37.31%,403.24,23d 9h 37m
QI/BUSD,0,37.27%,59.67,38d 11h 43m
SAND/USDT,1,37.25%,128.30,35d 23h 16m
DEGO/USDT,0,37.09%,61.40,38d 15h 12m
ETH/USDT,0,36.93%,1144.73,20d 13h 23m
TCT/USDT,1,36.92%,56.53,41d 13h 37m
SOL/BUSD,2,36.15%,1121.22,32d 23h 2m
JASMY/BTC,0,36.09%,91.21,95d 7h 51m
SHIB/DOGE,0,35.78%,23.84,72d 20h 48m
MITH/BTC,1,35.70%,47.32,4d 16h 59m
ETH/USDT,2,35.45%,391.48,16d 22h 36m
REQ/BTC,0,35.43%,42.70,33d 10m
ETH/USDT,2,35.10%,213.96,8d 22h 19m
TRX/USDT,4,35.04%,161.47,84d 4h 33m
PSG/BTC,2,35.04%,151.51,63d 42m
ATOM/BTC,0,34.80%,213.24,49d 10h 44m
JUV/USDT,0,34.75%,105.32,32d 12h 34m
TCT/BTC,0,34.26%,22.20,91d 18h 12m
UNI/BNB,1,34.21%,4748.81,56d 8h 21m
AR/BTC,0,34.16%,3.51,68d 8h 44m
ENS/USDT,0,33.96%,234.50,55d 11h 51m
VOXEL/BUSD,0,33.58%,123.24,37d 21h 7m
THETA/BUSD,4,33.55%,110.15,43d 19h 22m
MATIC/USDT,0,33.50%,51.56,41d 21h 57m
ANC/BUSD,1,33.30%,41.99,38d 11h 42m
SAND/BUSD,0,33.23%,79.49,70d 7h 36m
AAVE/USDT,0,33.21%,597.90,21d 59m
KEY/USDT,0,33.02%,59.43,48d 10h 57m
ETH/BUSD,0,32.73%,11113.74,28d 3h 18m
CTXC/USDT,0,32.72%,280.55,20d 22h 48m
DODO/BTC,0,32.66%,172.06,61d 20h 21m
LAZIO/BUSD,2,32.63%,20.80,62d 22h 13m
BNB/ETH,9,32.39%,243.14,109d 2h 20m
GMT/BUSD,0,32.32%,235.32,84d 3h 35m
TRX/BTC,2,32.10%,28.03,72d 20h 30m
PORTO/USDT,0,32.05%,67.05,73d 18h 31m
ETH/USDT,0,32.02%,209.15,18d 6h 27m
GMT/BUSD,0,31.87%,652.47,59d 21h 43m
ETH/BUSD,0,31.86%,469.14,18d 22h 17m
DOGE/BTC,1,31.81%,110.85,109d 16h 54m
CTK/USDT,0,31.81%,228.90,48d 14h
CHESS/BUSD,0,31.76%,428.62,56d 9h 18m
SHIB/BUSD,1,31.75%,107.23,55d 3h 42m
SOL/BTC,5,31.73%,3.80,44d 2h 21m
ETH/USDT,0,31.55%,647.78,31d 1h 47m
MATIC/BUSD,6,31.51%,28.32,7d 7h 27m
APE/BUSD,0,31.43%,99.01,70d 6h 26m
DUSK/BTC,0,31.26%,1292.67,38d 21h 36m
ETC/BUSD,0,31.23%,491.36,28d 10h 52m
ETH/USDT,0,31.07%,278.99,33d 1h 35m
FTM/USDT,0,30.96%,65.91,38d 13h 50m
UNI/USDT,0,30.90%,25.29,67d 8h 43m
FTM/USDT,0,30.57%,136.75,32d 21m
ATOM/USDT,1,30.53%,115.19,46d 10h 10m
TRX/BUSD,0,30.53%,1047.21,87d 7h 15m
ETH/USDT,0,30.44%,313.09,33d 1h 22m
OOKI/BNB,0,30.43%,250.05,20d 12h 42m
THETA/BTC,3,30.39%,63.23,43d 13h 48m
ETH/USDT,5,30.29%,81.85,7d 14h 22m
DOGE/USDT,4,30.03%,2655.62,37d 14h 56m
MATIC/BUSD,0,29.92%,56.39,20d 13h 47m
ANC/BTC,1,29.90%,30.71,40d 22h 36m
SOL/BUSD,0,29.87%,272.30,37d 23h 29m
SHIB/DOGE,0,29.83%,18.55,105d 14h 55m
ETH/BUSD,0,29.81%,385.31,36d 49m
AVAX/USDT,2,29.66%,31.19,9d 8h 4m
MDX/USDT,1,29.57%,533.77,20d 15h 23m
MATIC/BUSD,0,29.49%,98.01,69d 14h 51m
AVAX/USDT,0,29.48%,27.03,35d 3h 12m
ICP/USDT,0,29.46%,2654.22,39d 11h 14m
WAVES/BTC,2,29.42%,55.48,70d 23h 57m
UNI/BUSD,2,29.42%,105.64,68d 18h 17m
KP3R/USDT,0,29.39%,51.49,60d 21h 56m
LINK/ETH,2,29.36%,160.56,71d 37m
SLP/USDT,2,29.34%,31.20,38d 7h 19m
FORTH/USDT,1,29.32%,145.17,61d 17h 55m
MATIC/USDT,0,29.21%,132.69,68d 2h 13m
XMR/USDT,1,29.21%,1004.93,36d 39m
GMT/BUSD,0,29.09%,13.02,31d 12h 9m
JOE/BUSD,0,29.04%,806.18,6d 7h 43m
ETH/USDT,0,29.01%,194.63,30d 8h 49m
SHIB/DOGE,0,28.91%,454.58,71d 8h 56m
ASR/USDT,0,28.87%,30.18,39d 14h 28m
LOKA/BUSD,0,28.86%,88.06,27d 1h 4m
TRX/USDT,0,28.85%,134.30,87d 1h 47m
TRX/BTC,0,28.83%,147.91,74d 18m
ETH/BUSD,0,28.81%,426.39,20d 17h 35m
MATIC/BUSD,0,28.72%,81.97,38d 17h 27m
ROSE/BTC,0,28.69%,58.81,69d 12h 50m
ALICE/BUSD,0,28.67%,25.97,69d 1h 17m
EGLD/USDT,6,28.64%,175.26,38d 18h 20m
ANT/USDT,0,28.52%,34.70,60d 13h 41m
GMT/BUSD,0,28.46%,135.68,46d 3h 24m
QUICK/BUSD,0,28.31%,126.13,6d 2h 32m
RARE/BTC,0,28.29%,152.07,21d 14h 30m
RUNE/USDT,0,28.23%,508.14,27d 17h 52m
ETH/USDT,0,28.20%,279.97,27d 18h 20m
SHIB/DOGE,0,28.09%,2068.33,71d 1h 19m
ANC/BUSD,2,28.06%,26.33,59d 9h 42m
MATIC/BTC,0,28.05%,181.53,81d 7h 33m
ETH/USDT,0,28.03%,176.16,27d 19h 1m
UNI/USDT,0,27.91%,41.20,42d 11h 27m
TROY/USDT,0,27.84%,81.39,60d 21h 56m
SOL/ETH,2,27.83%,169.72,46d 13h 47m
ADA/BUSD,27,27.82%,26.74,69d 13h 27m
ETH/BUSD,0,27.78%,49.81,37d 5h 15m
ADA/USDT,7,27.77%,24.78,69d 22h 46m
GMT/BTC,1,27.70%,19.45,62d 18h 59m
AAVE/BUSD,0,27.52%,74.03,38d 23h 25m
AVAX/BTC,0,27.50%,60.33,31d 4h 13m
SHIB/DOGE,0,27.44%,27.87,171d 6h 34m
AVAX/BUSD,2,27.42%,76.05,14d 19h 57m
SHIB/DOGE,0,27.42%,36.76,171d 23h 10m
ANT/USDT,0,27.40%,50.70,64d 18h 57m
DYDX/BUSD,0,27.25%,67.02,55d 16h 3m
ETH/USDT,0,27.14%,42.79,7d 12h 58m
ETH/USDT,0,27.13%,323.73,33d 18h 44m
IMX/BUSD,0,27.11%,48.80,41d 11m
QI/BTC,1,27.07%,676.25,25d 10h 2m
ETH/USDT,3,27.02%,20.80,35d 15h 19m
OOKI/USDT,0,26.98%,31.47,48d 18h 52m
MATIC/USDT,0,26.93%,140.61,70d 14h 36m
ATM/USDT,0,26.92%,20760.25,9d 1h 41m
ADA/BTC,0,26.92%,150.21,78d 9h 44m
GMT/BUSD,0,26.81%,36.14,39d 21h 20m
GMT/BUSD,0,26.73%,31.85,28d 22h 25m
