cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1091,915.89%,8051.15,48d 21h 51m
GMT/BUSD,15,683.46%,665.31,58d 19h 27m
GMT/BUSD,8,582.85%,587.67,57d 6h 8m
GMT/BUSD,4,465.50%,498.71,57d 2h 3m
GMT/BUSD,5,326.22%,525.34,55d 4h 15m
GMT/BUSD,0,325.74%,629.69,81d 21h 54m
GMT/BUSD,1,310.57%,415.67,48d 3h 46m
GMT/BUSD,7,309.31%,10909.02,64d 20h 36m
GMT/BUSD,1,301.56%,1466.04,82d 5h 24m
GMT/BUSD,6,288.47%,1036.35,51d 6h 23m
GMT/BUSD,0,237.49%,788.67,51d 17h 26m
GMT/BUSD,1,236.88%,448.54,52d 6m
GMT/BUSD,0,235.61%,632.02,53d 22h 27m
GMT/BUSD,0,231.42%,455.39,53d 17h 5m
GMT/BUSD,0,220.96%,832.00,57d 23h 13m
GMT/BUSD,1,185.25%,321.20,45d 15h 9m
GMT/BUSD,0,172.76%,398.28,82d 14h 50m
GMT/BUSD,1,155.57%,684.58,43d 19h 8m
GMT/BUSD,0,143.44%,870.07,66d 14h 3m
ANC/USDT,43,131.17%,54.26,53d 21h 49m
GMT/BUSD,0,120.28%,317.07,71d 15h 9m
GMT/BUSD,0,113.81%,383.12,70d 6h 48m
GMT/BUSD,0,107.96%,581.13,78d 22h 28m
GMT/BUSD,0,106.95%,565.04,81d 21h 57m
GMT/BUSD,0,99.02%,399.93,70d 11h 40m
GMT/BUSD,0,96.41%,270.91,74d 1h 33m
ANC/BNB,6,96.07%,84.03,55d 22h 13m
PEOPLE/USDT,2,91.64%,742.30,53d 10m
UMA/BUSD,1,84.27%,248.05,60d 13h 38m
GMT/BUSD,0,83.46%,407.65,72d 23h 7m
GMT/BUSD,0,83.36%,461.45,67d 19h 4m
GMT/BUSD,1,80.92%,66.70,72d 11h 19m
GMT/BUSD,0,73.12%,1270.63,75d 13h 21m
TCT/BTC,3,70.02%,25.95,57d 22h 47m
TRX/BUSD,1,64.71%,301.29,93d 19h 23m
FORTH/BUSD,0,64.09%,74.27,42d 8h 52m
ASR/USDT,2,62.57%,42.67,48d 18h 27m
FLM/BTC,3,59.13%,58.65,72d 2h 53m
GMT/BUSD,0,58.92%,1772.21,72d 18h 22m
TRX/BUSD,0,58.71%,1881.87,84d 10h 46m
PEOPLE/USDT,1,58.16%,84.78,58d 20h 46m
GMT/BUSD,0,57.78%,123.75,73d 9h 11m
OG/USDT,3,57.18%,809.34,47d 16h 15m
KP3R/USDT,0,56.02%,62.40,58d 15h 18m
CVX/BUSD,0,55.63%,2153.43,24d 15h 58m
GMT/BUSD,0,54.38%,352.58,66d 18h 40m
PAXG/BTC,4,53.31%,175.05,68d 4m
ASR/USDT,0,52.14%,275.00,36d 15h 20m
DYDX/USDT,1,51.76%,465.75,23d 20h 12m
CTXC/USDT,2,50.83%,52.75,59d 12h 14m
GMT/BUSD,9,50.71%,107.37,22d 19h 16m
FORTH/BUSD,0,48.62%,53.33,55d 17h 37m
GMT/BUSD,0,48.49%,77.00,45d 11h 52m
RARE/BNB,1,48.17%,29.98,55d 7h 50m
GMT/BUSD,1,47.84%,64.05,22d 21h 36m
COCOS/BNB,0,47.11%,175.02,43d 13h 36m
GTC/BUSD,0,47.06%,384.57,55d 12h 29m
PEOPLE/BTC,1,46.95%,929.00,60d 16h 42m
GMT/BUSD,0,46.90%,441.10,22d 22h 4m
UNI/BTC,0,46.30%,852.41,44d 5h 14m
GMT/BUSD,0,45.95%,20.91,22d 22h 37m
GMT/BUSD,1,45.87%,18.62,22d 23h 8m
MATIC/USDT,8,45.84%,308.86,21d 21h 22m
LINK/ETH,2,45.39%,190.35,60d 23h 34m
GMT/BUSD,3,44.90%,22.79,22d 14h 8m
GMT/BUSD,0,44.65%,40.14,22d 13h 23m
BNB/ETH,9,44.39%,255.48,99d 1h 17m
GMT/BUSD,0,44.09%,256.01,25d 23h 31m
TROY/BUSD,0,43.59%,121.46,46d 20h 14m
AAVE/ETH,1,43.10%,297.11,60d 38m
GMT/USDT,25,42.84%,57.75,22d 10h 26m
COCOS/USDT,0,42.21%,199.40,37d 18h 31m
