cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1090,917.22%,8062.88,48d 17h 51m
GMT/BUSD,15,684.52%,666.34,58d 15h 27m
GMT/BUSD,8,584.10%,588.94,57d 2h 8m
GMT/BUSD,4,466.78%,500.08,56d 22h 3m
GMT/BUSD,5,327.66%,527.65,55d 15m
GMT/BUSD,0,326.32%,630.81,81d 17h 54m
GMT/BUSD,1,311.89%,417.44,47d 23h 46m
GMT/BUSD,7,310.04%,10934.95,64d 16h 36m
GMT/BUSD,1,302.13%,1468.83,82d 1h 24m
GMT/BUSD,6,289.89%,1041.46,51d 2h 23m
GMT/BUSD,0,238.98%,793.63,51d 13h 26m
GMT/BUSD,1,238.21%,451.06,51d 20h 5m
GMT/BUSD,0,236.93%,635.55,53d 18h 27m
GMT/BUSD,0,232.76%,458.03,53d 13h 5m
GMT/BUSD,0,222.33%,837.17,57d 19h 13m
GMT/BUSD,1,186.93%,324.11,45d 11h 9m
GMT/BUSD,0,173.28%,399.49,82d 10h 49m
GMT/BUSD,1,156.68%,689.47,43d 15h 8m
GMT/BUSD,0,144.14%,874.35,66d 10h 3m
ANC/USDT,43,132.84%,54.95,53d 17h 49m
GMT/BUSD,0,120.82%,318.50,71d 11h 8m
GMT/BUSD,0,114.37%,385.03,70d 2h 48m
GMT/BUSD,0,108.53%,584.22,78d 18h 28m
GMT/BUSD,0,107.52%,568.09,81d 17h 57m
GMT/BUSD,0,99.59%,402.24,70d 7h 40m
GMT/BUSD,0,96.92%,272.36,73d 21h 33m
ANC/BNB,6,96.39%,85.04,55d 18h 13m
PEOPLE/USDT,2,96.20%,779.27,52d 20h 10m
UMA/BUSD,1,84.78%,249.54,60d 9h 38m
GMT/BUSD,0,84.01%,410.29,72d 19h 7m
GMT/BUSD,0,83.95%,464.72,67d 15h 3m
GMT/BUSD,1,81.42%,67.12,72d 7h 18m
GMT/BUSD,0,73.73%,1281.12,75d 9h 21m
TCT/BTC,3,68.41%,25.50,57d 18h 47m
TRX/BUSD,1,65.23%,303.69,93d 15h 23m
FORTH/BUSD,0,64.09%,74.27,42d 4h 52m
ASR/USDT,2,62.63%,42.71,48d 14h 27m
PEOPLE/USDT,1,60.97%,88.88,58d 16h 46m
GMT/BUSD,0,59.43%,1787.55,72d 14h 22m
TRX/BUSD,0,59.26%,1899.55,84d 6h 46m
FLM/BTC,3,59.18%,59.04,71d 22h 52m
GMT/BUSD,0,58.30%,124.86,73d 5h 11m
CVX/BUSD,0,57.70%,2233.57,24d 11h 58m
OG/USDT,3,57.70%,816.71,47d 12h 15m
KP3R/USDT,0,55.87%,62.23,58d 11h 17m
GMT/BUSD,0,54.96%,356.33,66d 14h 40m
GMT/BUSD,9,53.97%,114.27,22d 15h 16m
DYDX/USDT,1,53.79%,483.99,23d 16h 12m
PAXG/BTC,4,53.14%,175.45,67d 20h 4m
ASR/USDT,0,52.22%,275.42,36d 11h 20m
CTXC/USDT,2,51.48%,53.42,59d 8h 14m
GMT/BUSD,1,51.00%,68.27,22d 17h 36m
GMT/BUSD,0,49.59%,78.75,45d 7h 52m
GMT/BUSD,0,48.88%,22.24,22d 18h 37m
GMT/BUSD,1,48.76%,19.80,22d 19h 8m
FORTH/BUSD,0,48.62%,53.33,55d 13h 37m
GMT/BUSD,0,48.18%,453.13,22d 18h 3m
MATIC/USDT,8,48.05%,323.79,21d 17h 22m
UNI/BTC,0,47.84%,885.71,44d 1h 14m
GMT/BUSD,3,47.84%,24.27,22d 10h 8m
GMT/BUSD,0,47.68%,42.87,22d 9h 23m
GTC/BUSD,0,47.16%,385.45,55d 8h 29m
RARE/BNB,1,46.97%,29.49,55d 3h 50m
PEOPLE/BTC,1,46.97%,934.60,60d 12h 41m
GMT/BUSD,0,46.52%,270.12,25d 19h 31m
COCOS/BNB,0,46.40%,173.91,43d 9h 36m
GMT/USDT,25,45.58%,61.45,22d 6h 26m
GMT/BUSD,0,44.63%,373.03,23d 10h 7m
GMT/BUSD,0,44.56%,22.06,22d 20h 59m
BNB/ETH,9,44.27%,257.40,98d 21h 17m
LINK/ETH,2,43.50%,184.29,60d 19h 34m
AAVE/ETH,1,43.09%,300.13,59d 20h 38m
COCOS/USDT,0,42.13%,199.02,37d 14h 31m
MBL/USDT,1,41.67%,113.21,29d 1h 36m
DUSK/BTC,0,41.55%,143.69,57d 5h 28m
SHIB/DOGE,0,41.28%,43.52,154d 11h 38m
UMA/USDT,1,41.28%,110.76,25d 21h 57m
FLM/BTC,0,40.58%,32.28,73d 19h 51m
AAVE/BUSD,6,40.27%,148.18,25d 22h 5m
DODO/BUSD,5,40.20%,68.52,47d 9h 17m
GMT/USDT,9,39.99%,1212.06,21d 19h 55m
TRX/USDT,0,39.97%,726.77,82d 19h 12m
GMT/BUSD,0,39.73%,1028.73,24d 10h 3m
THETA/USDT,0,39.60%,85.61,49d 7h 16m
GMT/USDT,2,38.93%,381.53,60d 20h 5m
TROY/BUSD,0,38.87%,108.32,46d 16h 14m
GMT/BUSD,0,38.80%,15.97,22d 21h 27m
JASMY/BTC,0,38.61%,87.69,85d 2h 48m
GMT/BUSD,0,38.57%,121.25,74d 8h 10m
LINK/USDT,0,38.44%,191.58,29d 1h 17m
OOKI/BUSD,0,38.41%,138.82,57d 16h 15m
BEL/BUSD,1,38.37%,118.26,42d 21h 5m
TRU/BTC,2,38.33%,35.14,15d 15h 14m
REQ/BTC,0,38.32%,18.54,48d 5h 47m
MBL/USDT,0,38.29%,68.26,28d 12h 4m
GMT/BUSD,0,38.17%,15.41,23d 12h 15m
CTK/USDT,0,38.13%,205.87,55d 59m
THETA/BTC,3,37.97%,71.00,33d 8h 45m
BETA/ETH,0,37.72%,27.55,42d 11h 18m
GMT/BUSD,0,37.70%,699.63,23d 9h 38m
ERN/BUSD,0,36.59%,132.13,27d 6h 12m
ANC/USDT,2,36.44%,49.19,29d 32m
GMT/BUSD,0,36.14%,15.54,21d 13h 47m
OG/BTC,0,36.03%,77.08,26d 16h 49m
GMT/BUSD,1,35.66%,16.06,21d 14h 57m
PAXG/BTC,1,35.41%,412.93,59d 1h 6m
ENS/USDT,1,35.30%,63.56,58d 6h 16m
LAZIO/BUSD,1,35.13%,94.82,50d 17m
GMT/BUSD,0,34.93%,15.34,23d 17h
TRX/BTC,1,34.80%,27.31,62d 15h 27m
GMT/BUSD,2,34.61%,22.00,21d 9h 46m
LINK/USDT,1,34.53%,44.79,59d 16h 27m
BNB/ETH,1,34.49%,224.73,181d 9h 17m
SOL/USDT,28,34.34%,41.01,25d 20h 33m
KP3R/USDT,3,34.33%,32.27,14d 11h 37m
TRX/USDT,4,34.15%,157.36,73d 23h 30m
LINK/USDT,0,33.71%,34.18,59d 18h 35m
PAXG/BNB,0,33.63%,698.76,46d 15h 44m
SHIB/DOGE,0,33.18%,21.28,62d 15h 45m
SOL/BUSD,14,32.76%,607.23,28d 24m
DODO/BTC,0,32.66%,154.62,51d 15h 18m
KEY/USDT,0,32.63%,72.84,47d 9h 18m
GMT/BUSD,0,32.44%,11.89,21d 12h 18m
GMT/BUSD,0,32.34%,58.09,24d 8h 45m
UNI/BNB,1,32.33%,4058.34,46d 3h 18m
ADA/USDT,8,32.27%,624.74,59d 22h 22m
ANC/BTC,1,32.23%,29.75,30d 17h 33m
PSG/BTC,1,31.73%,123.33,52d 19h 39m
TRU/BTC,0,31.67%,13.13,15d 6h 42m
SAND/USDT,1,31.67%,109.08,25d 18h 13m
CTK/USDT,0,31.54%,227.00,38d 8h 57m
AAVE/USDT,0,31.37%,166.66,10d 16h 17m
BNB/ETH,0,31.30%,148.44,180d 8h 6m
SOL/ETH,2,31.21%,147.45,36d 8h 44m
ATOM/BTC,0,31.19%,171.75,39d 5h 41m
ENS/BUSD,1,31.18%,29.46,58d 20h 11m
TCT/BTC,0,31.09%,18.10,81d 13h 9m
ANC/BUSD,0,30.90%,38.96,28d 6h 39m
ANC/BUSD,2,30.72%,28.83,49d 4h 39m
AVAX/USDT,6,30.68%,275.39,25d 16h 43m
JASMY/BTC,0,30.45%,202.29,38d 13h 21m
ATOM/BTC,0,30.38%,280.65,22d 17h 7m
MDX/BUSD,0,30.37%,109.58,27d 6h 13m
MATIC/USDT,0,30.28%,543.19,26d 11h 32m
ETH/USDT,165,29.98%,30904.58,22d 7h 48m
BNB/ETH,0,29.88%,237.57,150d 2h 27m
GMT/BUSD,0,29.80%,217.02,73d 22h 32m
BNB/ETH,1,29.73%,185.93,61d 10h 18m
ATOM/USDT,0,29.72%,534.33,27d 18h 35m
TRX/BUSD,0,29.62%,1016.20,77d 2h 12m
TRX/BTC,0,29.39%,135.52,63d 19h 15m
DOGE/BTC,3,29.36%,15.31,104d 10h 15m
BNB/ETH,0,29.36%,185.12,57d 16h 21m
DOGE/BTC,0,29.26%,91.65,99d 11h 51m
REQ/BTC,0,29.20%,31.63,22d 19h 7m
OGN/BNB,0,29.18%,111.47,85d 17h 13m
MATIC/USDT,1,29.16%,161.70,21d 10h 10m
APE/BUSD,3,29.13%,290.17,23d 1h 16m
IMX/BTC,0,28.96%,93.88,49d 18h 7m
GMT/BUSD,0,28.89%,77.88,26d 19h 17m
TRX/BTC,0,28.28%,224.39,60d 13h 1m
THETA/BUSD,4,28.26%,92.80,33d 14h 19m
DUSK/BTC,0,28.16%,1046.54,28d 16h 33m
SHIB/DOGE,0,28.09%,1991.12,60d 20h 16m
TRX/USDT,0,27.92%,130.00,76d 20h 44m
SOL/BTC,2,27.91%,3.00,33d 21h 18m
ADA/ETH,0,27.67%,184.93,83d 8h 39m
WAVES/BTC,2,27.64%,46.85,60d 18h 54m
AAVE/ETH,0,27.56%,101.68,48d 2h 48m
ROSE/BTC,0,27.17%,50.05,59d 7h 47m
SOL/BUSD,2,26.76%,830.07,22d 17h 59m
SHIB/DOGE,0,26.71%,15.99,95d 9h 52m
AAVE/BTC,0,26.69%,13.71,61d 4h 6m
DEGO/BTC,0,26.54%,137.43,22d 6h 37m
CRV/BUSD,0,26.51%,764.30,24d 11h 49m
MATIC/USDT,0,26.45%,324.80,26d 12h 9m
UMA/BTC,0,26.26%,296.41,25d 17h 36m
SHIB/DOGE,0,26.22%,396.95,61d 3h 53m
SOL/USDT,1,26.13%,93.34,27d 20h 3m
SHIB/USDT,1,26.09%,212.56,30d 12h 54m
ADA/BTC,0,26.05%,130.63,68d 4h 41m
OOKI/BUSD,0,25.98%,58.53,26d 10h 4m
HIGH/BTC,0,25.97%,48.20,40d 16h 19m
XMR/USDT,0,25.88%,920.63,25d 19h 40m
XMR/USDT,1,25.83%,888.88,25d 19h 36m
AR/BTC,0,25.71%,2.37,58d 3h 41m
OG/USDT,0,25.69%,29.95,31d 16h 33m
SHIB/DOGE,0,25.67%,33.13,161d 18h 7m
ADA/BTC,1,25.58%,472.39,59d 16h 10m
ANT/USDT,0,25.53%,31.06,50d 8h 38m
GMT/BTC,0,25.43%,16.05,52d 13h 56m
SHIB/BUSD,0,25.40%,85.80,44d 22h 39m
UNI/BUSD,2,25.38%,91.14,58d 13h 14m
SHIB/DOGE,0,25.37%,24.81,161d 1h 31m
UNI/USDT,0,25.29%,20.70,57d 3h 40m
LAZIO/BUSD,2,25.25%,16.09,52d 17h 10m
JASMY/BUSD,0,25.23%,108.60,52d 17h 14m
ADA/BTC,0,25.16%,28.73,68d 12h 47m
TRX/BTC,1,25.00%,462.58,57d 12h 37m
KP3R/USDT,0,25.00%,43.80,50d 16h 53m
TRX/BTC,0,24.92%,22.75,65d 15h 13m
BEL/BNB,0,24.83%,43.93,42d 11h 31m
JASMY/BUSD,0,24.66%,11.11,57d 12h 21m
TRX/USDT,0,24.48%,32.69,80d 14h 4m
SHIB/DOGE,0,24.48%,10.95,60d 1h 34m
RARE/BUSD,0,24.43%,26.60,45d 5h 36m
QI/BUSD,0,24.41%,39.08,28d 6h 40m
DOGE/USDT,1,24.41%,2158.37,27d 9h 53m
MBL/USDT,0,24.40%,30.29,23d 5h 46m
JASMY/USDT,0,24.19%,35.90,55d 12h 39m
ADA/BTC,1,24.12%,97.13,72d 16h 25m
GMT/BUSD,0,24.11%,493.75,49d 16h 40m
BNB/ETH,0,24.07%,17.61,165d 3h 34m
SHIB/DOGE,0,24.06%,8.22,64d 9h 47m
TCT/USDT,0,24.05%,31.40,29d 18h 43m
THETA/BUSD,0,23.89%,55.71,33d 12h 11m
TRX/BTC,0,23.80%,56.29,69d 19h 11m
DEGO/USDT,0,23.75%,39.33,28d 10h 9m
UNI/USDT,0,23.75%,35.07,32d 6h 24m
ADA/BTC,0,23.66%,75.60,132d 11h 11m
MATIC/BTC,0,23.61%,217.97,25d 8h 40m
KEY/ETH,0,23.55%,96.30,29d 17h 7m
SLP/USDT,2,23.43%,24.92,28d 2h 16m
AAVE/BTC,0,23.38%,55.82,54d 6h 46m
SOL/BUSD,0,23.33%,69.48,28d 20h 54m
CHZ/BNB,1,23.16%,420.97,61d 11h 19m
JUV/USDT,0,23.06%,69.89,22d 7h 31m
ARPA/USDT,2,22.94%,14.47,39d 12h 53m
MATIC/USDT,1,22.93%,134.02,10d 14h 51m
JASMY/ETH,0,22.91%,69.11,36d 12h 7m
SOL/BUSD,0,22.86%,208.40,27d 18h 26m
GMT/BUSD,0,22.84%,519.81,72d 10h 6m
SHIB/DOGE,0,22.75%,13.55,51d 10h 50m
FTM/USDT,0,22.71%,202.82,25d 16h 40m
AVAX/ETH,0,22.69%,159.24,46d 8h 58m
ICP/USDT,0,22.66%,2041.98,29d 6h 11m
BNB/ETH,7,22.59%,36824.77,89d 22h 19m
AAVE/USDT,0,22.53%,405.78,10d 19h 56m
AAVE/BUSD,0,22.47%,60.45,28d 18h 22m
TRX/BTC,1,22.42%,84.09,61d 1h 42m
ATOM/ETH,1,22.41%,180.15,21d 17h 42m
ASR/USDT,0,22.36%,97.72,36d 12h 30m
DOT/BTC,2,22.31%,13.45,60d 13h 48m
ATOM/USDT,0,22.19%,99.59,28d 7h 59m
PEOPLE/BTC,0,22.06%,1416.27,49d 14h 18m
ADA/USDT,5,22.03%,19.65,59d 17h 43m
PEOPLE/BTC,0,21.95%,195.94,86d 15h 51m
ATOM/BTC,0,21.95%,60.26,44d 12h 17m
SHIB/DOGE,0,21.91%,7.10,185d 5h 52m
ADA/ETH,2,21.90%,15.40,131d 6h 36m
LINA/BTC,0,21.87%,19.78,39d 12h 8m
SHIB/DOGE,1,21.84%,6.81,93d 17h 47m
DATA/BTC,0,21.82%,77.04,17d 18h 26m
KP3R/USDT,0,21.81%,77.31,52d 14h 2m
ALPACA/BTC,1,21.75%,39.62,64d 5h 2m
FTM/USDT,0,21.63%,46.06,28d 8h 47m
ANT/USDT,0,21.62%,40.01,54d 13h 54m
QI/BTC,0,21.61%,485.11,15d 4h 59m
FARM/BTC,2,21.56%,24.96,11d 44m
ATOM/BTC,0,21.51%,68.75,24d 8h 44m
ETH/USDT,1,21.46%,38.34,25d 14h 36m
MATIC/BUSD,3,21.38%,24.47,20d 9h 39m
FARM/USDT,0,21.34%,436.18,57d 10h 13m
ANC/BUSD,0,21.34%,192.80,21d 8h 12m
DOGE/USDT,0,21.30%,114.81,28d 1h 45m
ADA/ETH,0,21.30%,137.18,133d 5h 15m
DOGE/BTC,0,21.23%,46.85,27d 8h 20m
BNB/ETH,0,21.15%,37.45,181d 14h 9m
SAND/BUSD,0,21.14%,50.57,60d 2h 33m
DOGE/BTC,1,21.12%,31.49,127d 14h 27m
SHIB/DOGE,0,21.11%,37.51,75d 8h 25m
DOGE/BTC,0,21.10%,25.76,92d 22h 29m
XRP/BTC,1,21.00%,19.15,156d 11h 46m
EGLD/USDT,6,20.97%,128.31,28d 13h 17m
COCOS/USDT,0,20.94%,185.85,32d 12h 59m
CHR/BTC,0,20.93%,114.26,55d 12h 30m
PEOPLE/USDT,0,20.93%,45.25,24d 14h 21m
SHIB/DOGE,0,20.89%,40.56,29d 13h 17m
ANC/BUSD,0,20.87%,91.81,30d 20h 27m
CRV/USDT,0,20.84%,225.31,13d 4h 34m
RARE/BTC,0,20.75%,46.65,47d 5h 43m
OOKI/BNB,0,20.69%,153.80,10d 7h 39m
SHIB/BUSD,0,20.63%,115.58,33d 5h 12m
JASMY/USDT,0,20.63%,24.33,22d 11h 50m
SHIB/DOGE,0,20.62%,6.21,68d 6h 34m
ADA/BTC,1,20.50%,32.97,50d 18h 10m
ARDR/USDT,0,20.47%,55.29,27d 7h
XMR/BTC,0,20.45%,113.09,53d 16h 36m
SHIB/DOGE,0,20.38%,36.25,93d 13h 48m
GMT/BUSD,0,20.34%,294.06,27d 18h 28m
AAVE/BUSD,0,20.29%,28.50,20d 8h 6m
COCOS/USDT,0,20.29%,202.45,10d 17h 50m
TCT/BTC,0,20.25%,6.78,47d 11h 41m
CRV/ETH,0,20.22%,894.72,23d 19h 45m
ROSE/BTC,0,20.21%,58.98,51d 19h 32m
BAKE/BUSD,1,20.19%,727.12,20d 19h 35m
BNB/BTC,18,20.12%,2783.91,117d 8h 32m
FORTH/USDT,1,20.03%,99.16,51d 12h 52m
COCOS/USDT,0,20.01%,32.23,27d 12h 6m
VET/ETH,0,19.99%,53.33,46d 9h 33m
ADA/ETH,0,19.97%,67.82,136d 10h 34m
INJ/BUSD,0,19.96%,21.80,9d 10h 47m
JASMY/BTC,0,19.88%,16.87,66d 22h 57m
LINK/ETH,1,19.88%,121.19,83d 8h 41m
SHIB/DOGE,0,19.88%,16.13,47d 21h 34m
MATIC/BUSD,0,19.88%,37.47,10d 8h 44m
ETH/BUSD,36,19.86%,70.19,25d 19h 14m
API3/USDT,0,19.84%,66.80,19d 9h 21m
SHIB/DOGE,0,19.83%,1942.74,55d 10h 28m
UNI/USDT,0,19.81%,89.13,41d 1h 51m
ADA/BTC,0,19.80%,16.79,64d 8h 26m
ADA/BUSD,21,19.79%,19.02,59d 8h 24m
CTXC/USDT,0,19.79%,169.75,10d 17h 45m
LINK/BNB,0,19.74%,80.38,52d 18h 52m
ADA/ETH,0,19.74%,66.92,137d 16m
SOL/USDT,0,19.68%,61.84,26d 6h 42m
ALICE/BUSD,0,19.66%,17.81,58d 20h 14m
MATIC/BUSD,0,19.64%,118.09,10d 12h 56m
XMR/BTC,0,19.60%,1037.01,24d 21h
ENS/USDT,0,19.57%,135.14,45d 6h 48m
SHIB/USDT,0,19.51%,44.99,59d 15h 38m
BEL/BNB,0,19.43%,37.61,61d 8h 33m
PEOPLE/USDT,0,19.42%,34.99,24d 21m
