cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1471,930.01%,8175.33,58d 5h 53m
GMT/BUSD,23,694.65%,676.20,68d 3h 29m
GMT/BUSD,8,596.10%,601.03,66d 14h 10m
GMT/BUSD,5,479.07%,513.24,66d 10h 6m
GMT/BUSD,5,342.12%,550.95,64d 12h 17m
GMT/BUSD,1,331.87%,641.55,91d 5h 56m
GMT/BUSD,1,324.57%,434.41,57d 11h 48m
GMT/BUSD,8,317.09%,11183.54,74d 4h 38m
GMT/BUSD,1,307.64%,1495.62,91d 13h 26m
GMT/BUSD,8,303.92%,1091.87,60d 14h 26m
GMT/BUSD,0,253.49%,841.83,61d 1h 28m
GMT/BUSD,2,250.94%,475.16,61d 8h 8m
GMT/BUSD,0,249.54%,669.37,63d 6h 29m
GMT/BUSD,0,245.59%,483.28,63d 1h 7m
GMT/BUSD,0,235.50%,886.74,67d 7h 15m
GMT/BUSD,1,204.01%,353.73,54d 23h 12m
GMT/BUSD,0,178.31%,411.09,91d 22h 52m
GMT/BUSD,2,167.43%,736.80,53d 3h 10m
ANC/USDT,54,140.04%,57.93,63d 5h 51m
GMT/BUSD,0,126.01%,332.17,80d 23h 11m
GMT/BUSD,0,119.79%,403.27,79d 14h 50m
GMT/BUSD,0,114.04%,613.86,88d 6h 31m
GMT/BUSD,0,113.05%,597.28,91d 5h 59m
GMT/BUSD,0,105.08%,424.42,79d 19h 43m
GMT/BUSD,0,101.85%,286.21,83d 9h 35m
ANC/BNB,8,97.61%,100.51,65d 6h 15m
MATIC/USDT,1,96.09%,1723.84,35d 23h 34m
UMA/BUSD,1,94.80%,279.05,69d 21h 41m
TCT/BTC,6,91.70%,40.17,67d 6h 50m
GMT/BUSD,0,89.60%,495.99,77d 3h 6m
GMT/BUSD,0,89.19%,435.62,82d 7h 9m
DYDX/USDT,2,86.75%,780.48,33d 4h 14m
GMT/BUSD,2,86.24%,71.09,81d 19h 21m
CVX/BUSD,0,85.09%,3293.37,34d
MATIC/USDT,1,85.03%,496.88,20d 2h 54m
GMT/BUSD,1,81.26%,108.79,32d 5h 38m
FORTH/BUSD,0,79.90%,92.59,51d 16h 55m
GMT/BUSD,0,79.52%,1381.73,84d 21h 23m
GMT/BUSD,0,76.91%,35.00,32d 6h 39m
GMT/BUSD,0,76.81%,69.06,31d 21h 25m
GMT/BUSD,1,76.43%,31.03,32d 7h 10m
GMT/BUSD,3,75.93%,38.53,31d 22h 10m
GMT/BUSD,0,74.36%,621.49,32d 22h 10m
GMT/BUSD,0,71.92%,35.60,32d 9h 1m
OG/USDT,3,71.18%,1007.55,57d 17m
TRX/BUSD,3,68.18%,317.43,103d 3h 25m
GMT/BUSD,0,67.72%,393.19,35d 7h 33m
ASR/USDT,4,66.07%,45.06,58d 2h 30m
FORTH/BUSD,0,66.01%,72.40,65d 1h 39m
KP3R/USDT,1,65.28%,72.70,67d 23h 20m
ETH/USDT,231,64.98%,66966.73,31d 19h 50m
GMT/BUSD,0,64.46%,26.53,32d 9h 30m
GMT/BUSD,0,64.33%,1934.67,82d 2h 24m
PEOPLE/USDT,3,64.09%,93.43,68d 4h 48m
ETC/USDT,2,63.79%,5816.22,32d 6h 24m
GMT/BUSD,0,63.65%,25.70,33d 18m
GMT/BUSD,0,63.23%,135.41,82d 17h 13m
CTXC/USDT,2,61.82%,64.15,68d 20h 16m
TRX/BUSD,0,61.79%,1980.64,93d 18h 48m
GMT/BUSD,0,60.97%,573.37,32d 6h 6m
GMT/BUSD,1,60.93%,27.44,31d 2h 59m
GMT/BUSD,0,60.50%,392.23,76d 2h 42m
GMT/BUSD,3,60.47%,38.43,30d 21h 49m
DODO/BUSD,5,60.39%,102.93,56d 21h 19m
FLM/BTC,4,60.11%,70.46,81d 10h 55m
GMT/BUSD,0,59.98%,26.34,33d 5h 2m
ETC/USDT,0,57.03%,40893.63,6d 11h 20m
TROY/BUSD,1,56.58%,157.67,56d 4h 17m
GMT/BUSD,0,56.44%,89.61,54d 19h 54m
GTC/BUSD,0,56.29%,460.02,64d 20h 31m
RARE/BNB,1,53.50%,39.17,64d 15h 52m
GMT/USDT,9,53.43%,523.58,70d 8h 7m
RARE/BUSD,1,51.79%,56.38,54d 17h 38m
AAVE/USDT,2,50.92%,270.49,20d 4h 19m
UNI/BTC,0,50.60%,1101.13,53d 13h 16m
ETH/BUSD,5,50.52%,3960.37,32d 1h 24m
GMT/BUSD,0,49.71%,922.65,32d 21h 40m
THETA/USDT,2,49.25%,106.45,58d 19h 18m
LINK/USDT,3,48.49%,241.66,38d 13h 20m
KEY/USDT,0,47.77%,106.63,56d 21h 20m
AVAX/USDT,9,47.61%,427.28,35d 4h 46m
ETH/BUSD,12,47.21%,727.77,31d 10h 47m
ENS/BUSD,1,46.96%,44.36,68d 8h 13m
PEOPLE/BTC,1,46.92%,1097.16,70d 44m
OOKI/BUSD,0,46.57%,168.30,67d 4h 17m
ENS/USDT,1,46.47%,83.66,67d 18h 18m
FTM/USDT,1,46.39%,414.33,35d 4h 42m
ETH/USDT,1,45.95%,1824.76,31d 1h 9m
TCT/USDT,1,45.88%,59.90,39d 6h 45m
APE/BUSD,3,45.78%,456.02,32d 13h 19m
COCOS/USDT,1,45.77%,216.19,47d 2h 34m
PORTO/USDT,0,45.34%,84.50,60d 4h 49m
SHIB/DOGE,0,45.12%,53.04,163d 23h 40m
DUSK/BTC,1,44.84%,182.25,66d 17h 30m
LAZIO/BUSD,3,44.81%,120.96,59d 12h 19m
AAVE/ETH,1,43.94%,422.18,69d 8h 41m
ETH/USDT,0,43.56%,1350.27,19d 20h 23m
GMT/BUSD,0,43.40%,136.46,83d 20h 12m
ANC/USDT,2,43.37%,58.54,38d 12h 34m
ETH/USDT,2,43.26%,477.73,16d 5h 36m
ERN/BUSD,0,43.15%,155.80,36d 18h 14m
TRX/USDT,0,42.89%,779.85,92d 7h 14m
PAXG/BTC,4,42.81%,166.14,77d 8h 7m
QI/BUSD,0,42.65%,68.28,37d 18h 42m
SOL/USDT,37,42.61%,50.90,35d 8h 35m
GMT/BUSD,0,42.39%,114.24,36d 7h 19m
BEL/BUSD,1,42.34%,130.51,52d 9h 7m
ETH/USDT,2,42.10%,256.65,8d 5h 18m
FLM/BTC,0,41.83%,39.10,83d 7h 53m
LINK/USDT,1,41.66%,54.04,69d 4h 30m
BETA/ETH,0,41.63%,41.96,51d 23h 21m
DEGO/BUSD,0,41.47%,199.26,15d 8h 12m
TRU/BTC,2,41.41%,44.62,25d 3h 16m
MATIC/BTC,0,41.22%,447.22,34d 20h 42m
SOL/BUSD,20,40.99%,759.72,37d 12h 26m
VOXEL/BUSD,0,40.35%,148.06,37d 4h 7m
LINK/USDT,0,40.14%,40.70,69d 6h 38m
ANC/BUSD,1,40.05%,50.50,37d 18h 42m
HIGH/BTC,0,39.87%,86.95,50d 4h 22m
GMT/BUSD,0,39.82%,17.81,30d 19h 8m
ETH/BUSD,0,39.79%,13510.10,27d 10h 17m
ENS/BUSD,1,39.76%,50.43,68d 4h 10m
OG/USDT,0,39.50%,46.06,41d 4h 36m
CTXC/USDT,0,38.93%,333.78,20d 5h 47m
ENS/USDT,0,38.79%,910.22,67d 3h 10m
AVAX/USDT,1,38.63%,40.63,8d 15h 3m
GMT/BUSD,0,38.55%,789.33,59d 4h 42m
MDX/BUSD,0,38.36%,138.40,36d 18h 15m
ADA/USDT,14,38.34%,742.27,69d 10h 24m
CRV/USDT,0,38.29%,413.84,22d 16h 37m
GMT/BUSD,0,38.01%,45.29,28d 5h 24m
DEGO/BTC,0,37.99%,231.22,31d 18h 40m
GMT/BUSD,0,37.89%,21.50,29d 18h 8m
SAND/USDT,1,37.49%,129.11,35d 6h 16m
ETH/USDT,0,37.42%,244.45,17d 13h 26m
JASMY/BTC,0,37.37%,99.75,94d 14h 50m
ETH/USDT,2,37.37%,100.99,6d 21h 21m
GMT/BUSD,0,37.36%,22.71,29d 19h 56m
GMT/BUSD,0,37.16%,16.71,30d 16h 5m
GMT/BUSD,1,37.11%,33.39,27d 19h 55m
ANC/BUSD,2,37.00%,34.72,58d 16h 42m
ETH/BUSD,0,36.95%,544.08,18d 5h 17m
FORTH/USDT,1,36.87%,182.55,61d 54m
APE/BUSD,0,36.75%,115.76,69d 13h 25m
SOL/BTC,4,36.70%,4.64,43d 9h 20m
GMT/BUSD,0,36.68%,16.67,27d 16h 20m
SOL/BUSD,2,36.55%,1133.43,32d 6h 1m
DEGO/USDT,0,36.44%,60.33,37d 22h 12m
TRX/USDT,4,36.31%,167.32,83d 11h 32m
PORTO/USDT,0,36.13%,54.47,54d 21h 9m
SHIB/DOGE,0,35.74%,25.56,72d 3h 47m
UNI/BNB,1,35.71%,5232.43,55d 15h 21m
AR/BTC,0,35.69%,3.87,67d 15h 43m
KEY/USDT,0,35.64%,64.16,47d 17h 56m
ETH/USDT,0,35.64%,239.10,29d 15h 49m
THETA/BUSD,4,35.57%,116.80,43d 2h 21m
CTK/USDT,0,35.39%,254.71,47d 20h 59m
AAVE/USDT,0,35.36%,636.74,20d 7h 59m
AVAX/BUSD,2,35.17%,97.53,14d 2h 56m
JUV/USDT,0,35.09%,106.35,31d 19h 33m
REQ/BTC,0,35.02%,44.58,32d 7h 10m
ETH/USDT,0,34.78%,714.07,30d 8h 46m
GMT/BUSD,0,34.78%,253.28,83d 10h 35m
GMT/BUSD,0,34.59%,82.54,27d 5h 17m
SOL/USDT,2,34.58%,31.09,38d 2h
CHESS/BUSD,0,34.57%,466.56,55d 16h 18m
EGLD/USDT,6,34.56%,211.46,38d 1h 20m
MATIC/USDT,0,34.29%,52.79,41d 4h 57m
AVAX/USDT,2,34.16%,43.75,13d 22h 33m
DOGE/USDT,4,34.15%,3019.51,36d 21h 55m
ETC/BUSD,0,34.11%,536.59,27d 17h 51m
ANC/BTC,1,34.08%,36.96,40d 5h 35m
FTM/USDT,0,34.06%,152.33,31d 7h 20m
LAZIO/BUSD,2,33.86%,21.58,62d 5h 12m
TCT/BTC,0,33.83%,23.15,91d 1h 11m
AVAX/USDT,0,33.78%,30.97,34d 10h 12m
KP3R/USDT,0,33.71%,59.05,60d 4h 55m
ALICE/BUSD,0,33.65%,30.48,68d 8h 17m
SAND/BUSD,0,33.48%,80.10,69d 14h 36m
MITH/BTC,1,33.42%,46.77,3d 23h 58m
ETH/USDT,0,33.40%,331.58,27d 1h 19m
ETH/USDT,0,33.34%,52.55,6d 19h 57m
ETH/USDT,0,33.23%,208.85,27d 2h 1m
ETH/BUSD,0,33.22%,429.44,35d 7h 48m
ETH/USDT,0,33.15%,297.65,32d 8h 34m
GMT/BUSD,0,32.97%,11.32,28d 16h 18m
ENS/USDT,0,32.84%,226.76,54d 18h 50m
OOKI/USDT,0,32.81%,38.27,48d 1h 51m
ANT/USDT,0,32.73%,60.57,64d 1h 56m
GMT/BUSD,1,32.72%,14.92,26d 20h 31m
THETA/BTC,3,32.71%,71.87,42d 20h 47m
DODO/BTC,0,32.68%,181.86,61d 3h 20m
FORTH/USDT,0,32.68%,19631.48,64d 12h 28m
PSG/BTC,2,32.65%,149.10,62d 7h 41m
TRX/BUSD,0,32.47%,1113.72,86d 14h 15m
UNI/USDT,0,32.45%,26.56,66d 15h 42m
TROY/USDT,0,32.29%,94.40,60d 4h 56m
ETH/USDT,0,32.25%,289.98,34d 1h 16m
HIGH/BUSD,0,32.22%,81.15,20d 10h 4m
TCT/USDT,1,32.22%,49.32,40d 20h 37m
ATOM/BTC,0,32.09%,207.69,48d 17h 43m
ETH/BUSD,0,32.07%,474.61,20d 34m
GMT/BUSD,0,32.02%,14.78,30d 1h 31m
GMT/BUSD,0,31.96%,287.94,19d 17h 18m
LOKA/BUSD,0,31.88%,97.29,26d 8h 3m
JOE/BUSD,0,31.80%,882.89,5d 14h 42m
SHIB/BUSD,1,31.78%,107.34,54d 10h 41m
DOGE/BTC,1,31.74%,116.82,108d 23h 53m
ETH/USDT,0,31.65%,325.51,32d 8h 22m
GMT/BUSD,2,31.62%,170.79,16d 4h 53m
WAVES/BTC,2,31.57%,62.87,70d 6h 56m
MDX/USDT,1,31.52%,568.87,19d 22h 22m
GMT/BUSD,0,31.39%,63.22,19d 22h 8m
ETH/USDT,0,31.25%,372.91,33d 1h 43m
DYDX/BUSD,0,31.24%,76.83,54d 23h 2m
BNB/ETH,9,31.17%,250.06,108d 9h 19m
ANC/BUSD,0,31.14%,281.28,30d 20h 15m
ANT/USDT,0,31.12%,37.86,59d 20h 41m
TRX/USDT,0,31.10%,144.79,86d 8h 47m
DUSK/BTC,0,31.05%,1356.09,38d 4h 36m
SOL/BUSD,0,31.01%,282.69,37d 6h 29m
GMT/BUSD,0,30.94%,15.99,30d 1h 10m
GMT/BUSD,0,30.89%,14.48,26d 19h 3m
NEAR/USDT,3,30.87%,69.17,30d 22h 27m
TRX/BTC,2,30.78%,28.40,72d 3h 29m
FTM/USDT,0,30.77%,65.50,37d 20h 49m
ETH/BUSD,0,30.72%,55.09,36d 12h 15m
GMT/BUSD,0,30.63%,137.84,26d 1h 23m
ATOM/USDT,1,30.62%,115.53,45d 17h 9m
GMT/BUSD,0,30.52%,28.25,28d 21h 59m
MATIC/BUSD,0,30.29%,57.08,19d 20h 47m
ROSE/BTC,0,30.26%,65.49,68d 19h 50m
SHIB/BUSD,0,30.18%,117.70,69d 32m
ANT/USDT,0,30.11%,135.69,61d 56m
LINK/ETH,2,30.08%,175.80,70d 7h 37m
SLP/USDT,2,29.99%,31.89,37d 14h 19m
FARM/USDT,0,29.93%,611.64,66d 22h 16m
OOKI/BNB,0,29.88%,259.18,19d 19h 42m
FTM/BUSD,0,29.88%,43.88,35d 23h 55m
TROY/USDT,0,29.88%,120.95,64d 2h 52m
ICP/USDT,0,29.83%,2687.73,38d 18h 13m
ASR/USDT,0,29.81%,31.16,38d 21h 27m
UNI/BUSD,2,29.76%,106.86,68d 1h 17m
GMT/BUSD,0,29.73%,39.43,20d 7h 41m
MATIC/BUSD,0,29.70%,71.60,61d 8h 4m
AVAX/USDT,0,29.68%,26.53,9d 6h 10m
MATIC/BUSD,0,29.64%,98.50,68d 21h 51m
UNI/BUSD,0,29.63%,1386.60,57d 14h 34m
MATIC/USDT,0,29.61%,134.49,67d 9h 12m
ADA/BUSD,2,29.58%,177.02,54d 17h 29m
ADA/BUSD,26,29.50%,28.35,68d 20h 26m
FARM/USDT,0,29.47%,276.27,42d 7h 23m
APE/USDT,1,29.46%,311.38,70d 5h 17m
DOGE/USDT,3,29.42%,23.02,31d 16h 26m
MATIC/BUSD,5,29.40%,26.42,6d 14h 26m
BNB/BUSD,8,29.37%,2119.10,32d 1h 21m
GMT/BUSD,0,29.34%,17.49,19d 20h 13m
AVAX/BTC,0,29.25%,67.79,30d 11h 12m
XMR/USDT,1,29.21%,1004.91,35d 7h 38m
SOL/ETH,2,29.12%,189.83,45d 20h 47m
UMA/BUSD,0,29.02%,77.79,30d 5h 32m
SHIB/DOGE,0,29.00%,19.35,104d 21h 55m
GMT/USDT,0,28.99%,48.65,53d 13h 16m
IMX/BTC,0,28.96%,110.34,59d 6h 10m
DODO/USDT,0,28.95%,377.97,33d 6h 39m
GMT/BTC,1,28.95%,21.47,62d 1h 58m
IMX/BUSD,0,28.95%,207.75,45d 22h 51m
SHIB/DOGE,0,28.93%,488.25,70d 15h 56m
MATIC/BUSD,0,28.91%,82.53,38d 26m
ANC/BUSD,0,28.87%,127.03,40d 8h 29m
