cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1496,923.54%,8118.42,58d 21h 53m
GMT/BUSD,25,689.52%,671.21,68d 19h 29m
GMT/BUSD,8,590.02%,594.91,67d 6h 10m
GMT/BUSD,6,472.85%,506.58,67d 2h 6m
GMT/BUSD,5,335.64%,540.51,65d 4h 17m
GMT/BUSD,1,329.06%,636.12,91d 21h 56m
GMT/BUSD,1,318.15%,425.82,58d 3h 48m
GMT/BUSD,8,313.53%,11057.74,74d 20h 38m
GMT/BUSD,1,304.85%,1482.07,92d 5h 26m
GMT/BUSD,8,297.90%,1070.23,61d 6h 25m
GMT/BUSD,0,247.36%,821.47,61d 17h 28m
GMT/BUSD,2,244.49%,462.96,62d 8m
GMT/BUSD,0,243.16%,652.25,63d 22h 29m
GMT/BUSD,0,239.10%,470.50,63d 17h 7m
GMT/BUSD,0,228.84%,861.65,67d 23h 15m
GMT/BUSD,1,196.56%,340.81,55d 15h 12m
GMT/BUSD,0,175.77%,405.22,92d 14h 52m
GMT/BUSD,2,164.09%,722.07,53d 19h 10m
ANC/USDT,58,127.88%,52.90,63d 21h 51m
GMT/BUSD,0,123.38%,325.25,81d 15h 11m
GMT/BUSD,0,117.05%,394.04,80d 6h 50m
GMT/BUSD,0,111.25%,598.86,88d 22h 30m
GMT/BUSD,0,110.25%,582.51,91d 21h 59m
GMT/BUSD,0,102.30%,413.20,80d 11h 43m
GMT/BUSD,0,99.36%,279.20,84d 1h 35m
TCT/BTC,6,98.21%,40.82,67d 22h 50m
ANC/BNB,9,90.54%,88.20,65d 22h 15m
UMA/BUSD,1,89.69%,264.01,70d 13h 41m
MATIC/USDT,1,89.66%,1608.39,36d 15h 34m
GMT/BUSD,0,86.74%,480.16,77d 19h 6m
GMT/BUSD,0,86.57%,422.80,82d 23h 9m
GMT/BUSD,2,83.80%,69.08,82d 11h 21m
CVX/BUSD,0,79.35%,3071.57,34d 16h
MATIC/USDT,1,78.87%,460.85,20d 18h 54m
DYDX/USDT,2,78.80%,708.95,33d 20h 14m
FORTH/BUSD,0,77.54%,89.86,52d 8h 55m
GMT/BUSD,0,76.59%,1330.82,85d 13h 23m
OG/USDT,3,67.70%,958.27,57d 16h 17m
TRX/BUSD,3,66.95%,311.72,103d 19h 25m
GMT/BUSD,1,65.95%,88.29,32d 21h 38m
ASR/USDT,5,65.47%,44.65,58d 18h 30m
GMT/BUSD,0,62.72%,28.54,32d 22h 39m
GMT/BUSD,1,62.43%,25.35,32d 23h 10m
KP3R/USDT,1,62.23%,69.31,68d 15h 20m
GMT/BUSD,0,62.07%,55.81,32d 13h 25m
GMT/BUSD,0,61.85%,1860.22,82d 18h 24m
GMT/BUSD,3,61.71%,31.31,32d 14h 10m
GMT/BUSD,0,60.73%,130.07,83d 9h 13m
FORTH/BUSD,0,60.61%,66.48,65d 17h 39m
TRX/BUSD,0,60.24%,1931.05,94d 10h 48m
FLM/BTC,4,60.19%,66.95,82d 2h 55m
PEOPLE/USDT,3,59.91%,87.33,68d 20h 48m
GMT/BUSD,0,59.31%,495.75,33d 14h 10m
CTXC/USDT,2,59.18%,61.42,69d 12h 16m
GMT/BUSD,0,58.62%,551.32,32d 22h 6m
ETH/USDT,239,58.40%,60192.37,32d 11h 50m
GMT/BUSD,0,58.24%,338.15,35d 23h 33m
GMT/BUSD,0,58.07%,28.75,33d 1h 1m
ETC/USDT,2,57.85%,5274.67,32d 22h 24m
GMT/BUSD,0,57.70%,374.06,76d 18h 42m
GMT/BUSD,0,56.15%,89.16,55d 11h 54m
DODO/BUSD,6,56.03%,95.51,57d 13h 19m
GTC/BUSD,0,55.55%,454.01,65d 12h 31m
TROY/BUSD,1,53.49%,149.04,56d 20h 17m
GMT/BUSD,0,51.47%,21.18,33d 1h 30m
GMT/BUSD,0,50.76%,20.49,33d 16h 17m
PORTO/USDT,0,50.64%,94.37,60d 20h 49m
ETC/USDT,0,49.63%,35587.31,7d 3h 20m
ENS/BUSD,1,48.86%,46.16,69d 13m
RARE/BUSD,1,48.62%,52.93,55d 9h 38m
UNI/BTC,0,48.44%,999.92,54d 5h 16m
LINK/USDT,3,48.35%,240.94,39d 5h 20m
GMT/USDT,9,48.26%,472.94,71d 7m
GMT/BUSD,1,48.14%,21.68,31d 18h 59m
AVAX/USDT,10,47.54%,426.65,35d 20h 46m
GMT/BUSD,3,47.38%,30.12,31d 13h 49m
GMT/BUSD,0,47.30%,20.77,33d 21h 2m
ENS/USDT,1,47.28%,85.11,68d 10h 18m
KEY/USDT,0,47.24%,105.45,57d 13h 20m
PEOPLE/BTC,1,46.89%,1040.47,70d 16h 44m
TCT/USDT,1,46.64%,60.88,39d 22h 45m
AAVE/USDT,2,46.29%,245.94,20d 20h 19m
PAXG/BTC,4,45.90%,168.98,78d 7m
THETA/USDT,2,45.72%,98.83,59d 11h 18m
COCOS/USDT,1,45.57%,215.26,47d 18h 34m
DUSK/BTC,1,44.63%,172.11,67d 9h 30m
SHIB/DOGE,0,44.11%,48.31,164d 15h 40m
AAVE/ETH,1,44.08%,395.53,70d 40m
APE/BUSD,3,43.99%,438.18,33d 5h 19m
LAZIO/BUSD,3,43.94%,118.61,60d 4h 19m
ETH/BUSD,5,43.43%,3404.76,32d 17h 24m
ERN/BUSD,0,42.85%,154.72,37d 10h 14m
OOKI/BUSD,0,42.42%,153.30,67d 20h 17m
LINK/USDT,1,42.09%,54.59,69d 20h 29m
FLM/BTC,0,41.95%,37.20,83d 23h 53m
BETA/ETH,0,41.94%,39.47,52d 15h 21m
TRU/BTC,2,41.68%,42.61,25d 19h 16m
MATIC/BTC,0,41.53%,427.51,35d 12h 42m
ETH/BUSD,13,41.29%,636.50,32d 2h 47m
SOL/USDT,37,41.12%,49.11,36d 35m
GMT/BUSD,0,40.96%,128.76,84d 12h 12m
SOL/BUSD,20,40.89%,757.86,38d 4h 26m
TRX/USDT,0,40.79%,741.63,92d 23h 14m
PORTO/USDT,0,40.77%,61.47,55d 13h 9m
LINK/USDT,0,40.47%,41.04,69d 22h 37m
HIGH/BTC,0,38.94%,80.56,50d 20h 21m
ENS/USDT,0,38.91%,912.91,67d 19h 10m
MDX/BUSD,0,38.86%,140.20,37d 10h 15m
ANC/USDT,2,38.71%,52.25,39d 4h 34m
FTM/USDT,1,38.51%,343.94,35d 20h 42m
ETH/USDT,1,38.50%,1529.06,31d 17h 9m
BEL/BUSD,1,38.42%,118.41,53d 1h 7m
DEGO/BTC,0,38.38%,221.59,32d 10h 40m
ADA/USDT,14,38.37%,742.88,70d 2h 24m
OG/USDT,0,37.80%,44.07,41d 20h 36m
GMT/BUSD,0,37.70%,101.61,36d 23h 19m
ENS/BUSD,1,37.49%,47.55,68d 20h 10m
DEGO/BUSD,0,37.35%,179.47,16d 12m
QI/BUSD,0,37.27%,59.67,38d 10h 42m
DEGO/USDT,0,37.23%,61.64,38d 14h 12m
SAND/USDT,1,37.12%,127.84,35d 22h 16m
CRV/USDT,0,36.96%,399.46,23d 8h 37m
TCT/USDT,1,36.83%,56.39,41d 12h 36m
ETH/USDT,0,36.73%,1138.49,20d 12h 23m
SOL/BUSD,2,36.09%,1119.42,32d 22h 1m
JASMY/BTC,0,36.09%,91.38,95d 6h 50m
MITH/BTC,1,36.01%,47.82,4d 15h 58m
SHIB/DOGE,0,35.75%,23.82,72d 19h 47m
ETH/USDT,2,35.22%,388.90,16d 21h 36m
JUV/USDT,0,34.91%,105.83,32d 11h 33m
TRX/USDT,4,34.91%,160.85,84d 3h 32m
ETH/USDT,2,34.88%,212.64,8d 21h 18m
PSG/BTC,2,34.84%,150.93,62d 23h 41m
REQ/BTC,0,34.71%,41.92,32d 23h 10m
TCT/BTC,0,34.33%,22.28,91d 17h 11m
ATOM/BTC,0,34.03%,208.88,49d 9h 43m
UNI/BNB,1,33.92%,4700.91,56d 7h 21m
AR/BTC,0,33.90%,3.49,68d 7h 43m
VOXEL/BUSD,0,33.77%,123.93,37d 20h 7m
ENS/USDT,0,33.75%,233.02,55d 10h 50m
THETA/BUSD,4,33.47%,109.89,43d 18h 21m
KEY/USDT,0,33.39%,60.10,48d 9h 56m
AAVE/USDT,0,33.10%,595.97,20d 23h 59m
ANC/BUSD,1,32.66%,41.18,38d 10h 42m
DODO/BTC,0,32.66%,172.41,61d 19h 20m
CTXC/USDT,0,32.56%,279.25,20d 21h 47m
ETH/BUSD,0,32.55%,11051.13,28d 2h 17m
CHESS/BUSD,0,32.41%,437.35,56d 8h 18m
BNB/ETH,9,32.39%,242.66,109d 1h 19m
GMT/BUSD,0,32.26%,234.93,84d 2h 35m
SAND/BUSD,0,32.19%,77.00,70d 6h 35m
TRX/BTC,2,32.10%,28.09,72d 19h 29m
LAZIO/BUSD,2,31.86%,20.31,62d 21h 12m
ETH/USDT,0,31.84%,207.98,18d 5h 26m
DOGE/BTC,1,31.81%,111.07,109d 15h 53m
SHIB/BUSD,1,31.77%,107.29,55d 2h 41m
GMT/BUSD,0,31.72%,649.49,59d 20h 42m
ETH/BUSD,0,31.71%,466.99,18d 21h 17m
CTK/USDT,0,31.63%,227.66,48d 12h 59m
MATIC/USDT,0,31.56%,48.58,41d 20h 57m
OOKI/BNB,0,31.50%,258.43,20d 11h 42m
ETH/USDT,0,31.44%,645.36,31d 46m
APE/BUSD,0,31.40%,98.91,70d 5h 25m
SOL/BTC,4,31.30%,3.76,44d 1h 20m
DUSK/BTC,0,31.27%,1295.61,38d 20h 36m
ETH/USDT,0,30.97%,278.11,33d 34m
UNI/USDT,0,30.78%,25.20,67d 7h 42m
FTM/USDT,0,30.69%,65.32,38d 12h 49m
ETC/BUSD,0,30.60%,481.50,28d 9h 51m
ATOM/USDT,1,30.51%,115.09,46d 9h 9m
PORTO/USDT,0,30.42%,63.64,73d 17h 30m
ETH/USDT,0,30.37%,312.41,33d 22m
TRX/BUSD,0,30.35%,1041.25,87d 6h 15m
MITH/USDT,0,30.26%,426.32,1h 38m
ETH/USDT,5,30.09%,81.30,7d 13h 21m
FTM/USDT,0,30.07%,134.50,31d 23h 20m
DOGE/USDT,4,30.06%,2657.65,37d 13h 55m
MDX/USDT,1,29.86%,538.92,20d 14h 22m
SOL/BUSD,0,29.83%,271.97,37d 22h 28m
SHIB/DOGE,0,29.81%,18.54,105d 13h 54m
LINK/ETH,2,29.76%,162.43,70d 23h 37m
KP3R/USDT,0,29.70%,52.03,60d 20h 55m
ETH/BUSD,0,29.70%,383.88,35d 23h 48m
MATIC/BUSD,0,29.65%,55.88,20d 12h 47m
ICP/USDT,0,29.61%,2668.14,39d 10h 13m
FORTH/USDT,1,29.58%,146.47,61d 16h 54m
THETA/BTC,3,29.56%,61.64,43d 12h 47m
MATIC/BUSD,6,29.50%,26.51,7d 6h 26m
AVAX/USDT,2,29.42%,30.94,9d 7h 3m
UNI/BUSD,2,29.39%,105.55,68d 17h 17m
MATIC/BUSD,0,29.38%,97.64,69d 13h 51m
AVAX/USDT,0,29.37%,26.92,35d 2h 11m
SLP/USDT,2,29.34%,31.20,38d 6h 18m
ANC/BTC,1,29.22%,30.07,40d 21h 35m
XMR/USDT,1,29.21%,1005.11,35d 23h 38m
ASR/USDT,0,29.04%,30.36,39d 13h 27m
WAVES/BTC,2,29.00%,54.79,70d 22h 56m
IMX/BTC,0,28.92%,104.53,59d 22h 10m
SHIB/DOGE,0,28.89%,454.36,71d 7h 56m
GMT/BUSD,0,28.86%,12.91,31d 11h 8m
TRX/BTC,0,28.83%,148.20,73d 23h 17m
ETH/USDT,0,28.80%,193.25,30d 7h 49m
LOKA/BUSD,0,28.71%,87.62,27d 3m
ETH/BUSD,0,28.71%,424.87,20d 16h 34m
TRX/USDT,0,28.64%,133.35,87d 46m
MATIC/BUSD,0,28.57%,81.55,38d 16h 26m
ANT/USDT,0,28.55%,34.74,60d 12h 41m
ROSE/BTC,0,28.52%,58.58,69d 11h 50m
EGLD/USDT,6,28.40%,173.76,38d 17h 20m
GMT/BUSD,0,28.34%,135.11,46d 2h 24m
ALICE/BUSD,0,28.32%,25.65,69d 17m
TROY/USDT,0,28.23%,82.51,60d 20h 56m
SHIB/DOGE,0,28.09%,2068.91,71d 19m
ETH/USDT,0,28.03%,278.25,27d 17h 19m
ADA/BUSD,27,27.99%,26.89,69d 12h 26m
RARE/BTC,0,27.92%,150.40,21d 13h 30m
SOL/ETH,2,27.89%,169.77,46d 12h 47m
ADA/USDT,7,27.86%,24.85,69d 21h 46m
ETH/USDT,0,27.85%,175.07,27d 18h 1m
UNI/USDT,0,27.84%,41.11,42d 10h 27m
MATIC/BTC,0,27.74%,179.92,81d 6h 32m
QI/BTC,1,27.68%,692.75,25d 9h 2m
ETH/BUSD,0,27.66%,49.61,37d 4h 15m
MATIC/USDT,0,27.64%,125.53,68d 1h 12m
ANT/USDT,0,27.50%,50.89,64d 17h 56m
AAVE/BUSD,0,27.49%,73.97,38d 22h 25m
RUNE/USDT,0,27.49%,494.76,27d 16h 51m
GMT/BTC,1,27.46%,19.32,62d 17h 58m
ANC/BUSD,2,27.42%,25.73,59d 8h 42m
SHIB/DOGE,0,27.36%,27.80,171d 5h 33m
SHIB/DOGE,0,27.36%,36.68,171d 22h 9m
AVAX/BUSD,2,27.23%,75.51,14d 18h 56m
OOKI/USDT,0,27.17%,31.69,48d 17h 51m
AVAX/BTC,0,27.09%,59.56,31d 3h 12m
ETH/USDT,0,26.99%,322.09,33d 17h 43m
IMX/BUSD,0,26.98%,48.58,40d 23h 11m
ETH/USDT,3,26.98%,20.77,35d 14h 19m
ETH/USDT,0,26.96%,42.51,7d 11h 57m
