cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1202,916.70%,8058.29,51d 22h 51m
GMT/BUSD,17,684.10%,665.94,61d 20h 27m
GMT/BUSD,8,583.61%,588.44,60d 7h 8m
GMT/BUSD,5,466.28%,499.55,60d 3h 3m
GMT/BUSD,5,327.09%,526.75,58d 5h 15m
GMT/BUSD,1,326.09%,630.37,84d 22h 54m
GMT/BUSD,1,311.38%,416.75,51d 4h 46m
GMT/BUSD,7,309.76%,10924.82,67d 21h 36m
GMT/BUSD,1,301.91%,1467.74,85d 6h 24m
GMT/BUSD,6,289.55%,1040.24,54d 7h 23m
GMT/BUSD,0,238.40%,791.69,54d 18h 26m
GMT/BUSD,1,237.69%,450.07,55d 1h 6m
GMT/BUSD,0,236.42%,634.17,56d 23h 27m
GMT/BUSD,0,232.23%,457.00,56d 18h 5m
GMT/BUSD,0,221.80%,835.15,61d 13m
GMT/BUSD,1,186.28%,322.97,48d 16h 9m
GMT/BUSD,0,173.08%,399.01,85d 15h 50m
GMT/BUSD,1,156.95%,690.69,46d 20h 8m
GMT/BUSD,0,143.87%,872.68,69d 15h 3m
ANC/USDT,45,125.97%,52.11,56d 22h 49m
GMT/BUSD,0,120.61%,317.94,74d 16h 9m
GMT/BUSD,0,114.15%,384.28,73d 7h 48m
GMT/BUSD,0,108.31%,583.01,81d 23h 28m
GMT/BUSD,0,107.30%,566.90,84d 22h 57m
GMT/BUSD,0,99.36%,401.34,73d 12h 40m
GMT/BUSD,0,96.72%,271.79,77d 2h 33m
ANC/BNB,6,93.26%,81.07,58d 23h 13m
PEOPLE/USDT,2,84.26%,682.55,56d 1h 10m
GMT/BUSD,0,83.79%,409.26,76d 7m
GMT/BUSD,0,83.72%,463.44,70d 20h 4m
UMA/BUSD,1,83.45%,245.64,63d 14h 38m
GMT/BUSD,1,81.23%,66.95,75d 12h 19m
TCT/BTC,4,75.89%,27.19,60d 23h 47m
GMT/BUSD,0,73.49%,1277.02,78d 14h 21m
FORTH/BUSD,0,73.33%,84.98,45d 9h 52m
TRX/BUSD,2,64.37%,299.68,96d 20h 23m
CVX/BUSD,0,60.64%,2347.29,27d 16h 58m
FLM/BTC,3,60.10%,57.61,75d 3h 53m
MATIC/USDT,9,59.93%,403.80,24d 22h 22m
GMT/BUSD,0,59.23%,1781.56,75d 19h 22m
ASR/USDT,2,58.70%,40.03,51d 19h 27m
TRX/BUSD,0,58.19%,1865.08,87d 11h 46m
GMT/BUSD,0,58.10%,124.42,76d 10h 11m
OG/USDT,3,56.31%,796.97,50d 17h 15m
FORTH/BUSD,0,55.55%,60.93,58d 18h 37m
PEOPLE/USDT,1,54.97%,80.13,61d 21h 46m
PAXG/BTC,4,54.85%,174.04,71d 1h 4m
GMT/BUSD,0,54.73%,354.86,69d 19h 40m
KP3R/USDT,0,52.89%,58.91,61d 16h 18m
CTXC/USDT,2,52.71%,54.71,62d 13h 14m
GMT/BUSD,9,52.69%,111.57,25d 20h 16m
UNI/BTC,0,51.45%,915.39,47d 6h 14m
GMT/BUSD,0,50.11%,79.57,48d 12h 52m
RARE/BNB,1,49.94%,30.90,58d 8h 50m
GMT/BUSD,1,49.76%,66.62,25d 22h 36m
GMT/BUSD,0,48.88%,459.69,25d 23h 4m
BNB/ETH,9,48.20%,263.07,102d 2h 17m
GMT/BUSD,0,47.73%,21.72,25d 23h 37m
GMT/BUSD,1,47.63%,19.34,26d 8m
LINK/ETH,2,47.37%,188.36,64d 34m
COCOS/BNB,0,47.16%,174.17,46d 14h 36m
ASR/USDT,0,47.14%,248.60,39d 16h 20m
PEOPLE/BTC,1,46.93%,897.42,63d 17h 42m
GMT/BUSD,3,46.69%,23.69,25d 15h 8m
GMT/BUSD,0,46.50%,41.81,25d 14h 23m
TROY/BUSD,0,46.07%,128.37,49d 21h 14m
GMT/BUSD,0,45.57%,264.60,29d 31m
REQ/BTC,0,45.04%,20.94,51d 10h 47m
COCOS/USDT,1,44.57%,210.53,40d 19h 31m
DYDX/USDT,1,44.10%,396.79,26d 21h 12m
MATIC/USDT,0,44.09%,790.93,29d 16h 32m
AAVE/ETH,1,43.45%,284.08,63d 1h 38m
GMT/BUSD,0,43.44%,21.51,26d 1h 59m
GMT/BUSD,0,43.42%,362.90,26d 15h 8m
GTC/BUSD,0,42.88%,350.42,58d 13h 29m
SHIB/DOGE,0,42.07%,40.24,157d 16h 38m
AAVE/BUSD,6,42.02%,154.63,29d 3h 5m
FLM/BTC,0,41.82%,31.96,77d 51m
BETA/ETH,0,41.27%,28.30,45d 16h 18m
TRU/BTC,2,40.96%,36.09,18d 20h 14m
UMA/USDT,2,40.76%,109.36,29d 2h 57m
ERN/BUSD,0,40.63%,146.72,30d 11h 12m
KEY/USDT,0,39.89%,89.04,50d 14h 18m
DUSK/BTC,0,39.19%,130.26,60d 10h 28m
GMT/USDT,2,38.97%,381.88,64d 1h 5m
DODO/BUSD,5,38.92%,66.34,50d 14h 17m
LINK/USDT,0,38.78%,193.25,32d 6h 17m
TRX/USDT,0,38.54%,700.71,86d 12m
GMT/BUSD,0,38.37%,120.63,77d 13h 10m
GMT/BUSD,0,38.14%,707.89,26d 14h 38m
BNB/ETH,1,37.99%,232.36,184d 14h 17m
BEL/BUSD,1,37.86%,116.70,46d 2h 5m
JASMY/BTC,0,37.78%,82.45,88d 7h 48m
GMT/BUSD,0,37.75%,15.54,26d 2h 27m
PAXG/BTC,1,37.39%,418.99,62d 6h 6m
CTK/USDT,0,37.17%,200.68,58d 5h 59m
GMT/BUSD,0,37.13%,14.99,26d 17h 15m
MATIC/USDT,0,36.01%,442.29,29d 17h 9m
AR/BTC,0,35.67%,3.16,61d 8h 41m
TRX/BTC,1,35.55%,26.81,65d 20h 27m
MATIC/USDT,1,35.51%,207.54,13d 19h 52m
GMT/BUSD,0,35.11%,15.10,24d 18h 47m
BNB/ETH,0,34.73%,154.59,183d 13h 6m
GMT/BUSD,1,34.63%,15.60,24d 19h 57m
THETA/USDT,0,34.53%,74.64,52d 12h 16m
THETA/BTC,3,34.23%,61.51,36d 13h 45m
UNI/BNB,1,34.17%,4227.09,49d 8h 18m
HIGH/BTC,0,34.13%,60.85,43d 21h 19m
GMT/BUSD,0,33.91%,14.89,26d 22h
SHIB/DOGE,0,33.75%,19.63,65d 20h 45m
PAXG/BNB,0,33.68%,689.48,49d 20h 44m
LINK/USDT,1,33.59%,43.58,62d 21h 27m
GMT/BUSD,2,33.56%,21.33,24d 14h 46m
ANC/USDT,2,33.30%,44.95,32d 5h 32m
MDX/BUSD,0,33.14%,119.57,30d 11h 13m
TRX/USDT,4,33.14%,152.67,77d 4h 30m
SOL/USDT,33,33.12%,39.56,29d 1h 33m
REQ/BTC,0,33.04%,34.40,26d 7m
BNB/ETH,0,33.03%,246.56,153d 7h 27m
PSG/BTC,1,33.02%,123.31,56d 39m
LINK/USDT,0,32.85%,33.31,62d 23h 35m
ANC/BTC,1,32.83%,29.12,33d 22h 33m
GMT/BUSD,0,32.75%,58.84,27d 13h 45m
SAND/USDT,1,32.69%,112.58,28d 23h 13m
DODO/BTC,0,32.67%,148.64,54d 20h 18m
BNB/ETH,1,32.47%,190.61,64d 15h 18m
TCT/BTC,0,32.19%,18.01,84d 18h 9m
AAVE/USDT,1,32.18%,170.98,13d 21h 17m
LAZIO/BUSD,2,32.11%,86.68,53d 5h 17m
MATIC/BTC,0,32.04%,284.27,28d 13h 40m
RARE/BUSD,0,31.73%,34.55,48d 10h 36m
BNB/ETH,0,31.70%,187.64,60d 21h 21m
ENS/USDT,1,31.65%,56.98,61d 11h 16m
SOL/ETH,2,31.57%,140.01,39d 13h 45m
TCT/USDT,0,31.55%,41.19,32d 23h 43m
GMT/BUSD,0,31.46%,11.53,24d 17h 18m
ATOM/BTC,0,31.25%,165.36,42d 10h 41m
CRV/BUSD,0,30.91%,891.34,27d 16h 49m
AAVE/ETH,0,30.82%,106.71,51d 7h 48m
CTK/USDT,0,30.65%,220.62,41d 13h 57m
SOL/BUSD,19,30.56%,566.47,31d 5h 24m
TRX/BTC,0,30.41%,231.86,63d 18h 1m
OOKI/BUSD,0,30.40%,109.87,60d 21h 15m
MATIC/USDT,1,30.26%,167.77,24d 15h 10m
AVAX/USDT,6,29.75%,266.99,28d 21h 43m
TRX/BTC,0,29.74%,131.79,67d 15m
GMT/BUSD,0,29.60%,215.55,77d 3h 32m
ATOM/USDT,0,29.41%,528.84,30d 23h 35m
DEGO/BTC,0,29.22%,145.45,25d 11h 37m
ADA/USDT,10,29.21%,565.50,63d 3h 22m
DOGE/BTC,0,29.09%,87.55,102d 16h 51m
UNI/USDT,0,29.06%,23.79,60d 8h 40m
UNI/BUSD,2,29.06%,104.34,61d 18h 14m
KP3R/USDT,3,29.05%,27.31,17d 16h 37m
IMX/BTC,0,28.94%,90.17,52d 23h 7m
WAVES/BTC,2,28.47%,46.36,63d 23h 54m
GMT/BUSD,0,28.21%,76.03,30d 17m
TRX/BUSD,0,28.13%,965.03,80d 7h 12m
SHIB/DOGE,0,28.09%,1806.32,64d 1h 16m
RARE/BTC,0,27.89%,60.25,50d 10h 43m
DUSK/BTC,0,27.70%,989.19,31d 21h 33m
CRV/USDT,0,27.66%,298.93,16d 9h 34m
SHIB/DOGE,0,27.64%,15.01,98d 14h 52m
UMA/BTC,0,27.59%,299.26,28d 22h 36m
GMT/BTC,0,27.43%,16.64,55d 18h 56m
DATA/BTC,0,27.40%,92.98,20d 23h 26m
ROSE/BTC,0,27.37%,48.44,62d 12h 47m
ADA/ETH,0,27.24%,170.88,86d 13h 39m
ANC/BUSD,1,27.05%,34.11,31d 11h 39m
UNI/USDT,0,26.87%,39.67,35d 11h 25m
SHIB/DOGE,0,26.87%,368.95,64d 8h 54m
BNB/ETH,0,26.83%,18.43,168d 8h 35m
ENS/BUSD,1,26.36%,24.90,62d 1h 11m
TRX/USDT,0,26.28%,122.35,80d 1h 44m
SHIB/DOGE,0,26.21%,30.69,164d 23h 7m
OG/USDT,0,26.20%,30.56,34d 21h 33m
XMR/USDT,0,26.18%,931.29,29d 40m
APE/BUSD,3,26.09%,259.92,26d 6h 16m
SHIB/DOGE,0,26.03%,23.09,164d 6h 31m
SOL/BTC,3,25.80%,2.67,37d 2h 18m
BEL/BNB,0,25.79%,44.94,45d 16h 31m
MATIC/BUSD,0,25.75%,48.54,13d 13h 45m
DEGO/USDT,0,25.74%,42.63,31d 15h 9m
