cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1142,914.67%,8040.50,50d 3h 51m
GMT/BUSD,15,682.50%,664.38,60d 1h 27m
GMT/BUSD,8,581.71%,586.53,58d 12h 8m
GMT/BUSD,5,464.34%,497.46,58d 8h 3m
GMT/BUSD,1,325.21%,628.67,83d 3h 54m
GMT/BUSD,5,324.92%,523.24,56d 10h 15m
GMT/BUSD,1,309.37%,414.07,49d 9h 46m
GMT/BUSD,7,308.64%,10885.48,66d 2h 36m
GMT/BUSD,1,301.03%,1463.50,83d 11h 24m
GMT/BUSD,6,287.15%,1031.61,52d 12h 23m
GMT/BUSD,0,236.13%,784.18,52d 23h 26m
GMT/BUSD,1,235.67%,446.26,53d 6h 6m
GMT/BUSD,0,234.42%,628.82,55d 4h 27m
GMT/BUSD,0,230.20%,453.00,54d 23h 5m
GMT/BUSD,0,219.71%,827.30,59d 5h 13m
GMT/BUSD,1,183.73%,318.56,46d 21h 9m
GMT/BUSD,0,172.28%,397.18,83d 20h 49m
GMT/BUSD,1,154.55%,680.12,45d 1h 8m
GMT/BUSD,0,142.80%,866.18,67d 20h 3m
ANC/USDT,43,124.02%,51.30,55d 3h 49m
GMT/BUSD,0,119.79%,315.78,72d 21h 9m
GMT/BUSD,0,113.29%,381.39,71d 12h 48m
GMT/BUSD,0,107.44%,578.32,80d 4h 28m
GMT/BUSD,0,106.42%,562.28,83d 3h 57m
GMT/BUSD,0,98.50%,397.83,71d 17h 40m
GMT/BUSD,0,95.94%,269.60,75d 7h 33m
ANC/BNB,6,93.32%,79.88,57d 4h 13m
PEOPLE/USDT,2,85.80%,695.03,54d 6h 10m
GMT/BUSD,0,82.97%,405.25,74d 5h 7m
GMT/BUSD,0,82.83%,458.49,69d 1h 4m
UMA/BUSD,1,81.39%,239.57,61d 19h 38m
GMT/BUSD,1,80.46%,66.33,73d 17h 18m
FORTH/BUSD,0,75.93%,87.98,43d 14h 52m
GMT/BUSD,0,72.57%,1261.10,76d 19h 21m
TCT/BTC,3,68.41%,24.52,59d 4h 47m
TRX/BUSD,1,63.79%,297.01,95d 1h 23m
FORTH/BUSD,0,62.96%,69.06,56d 23h 37m
ASR/USDT,2,60.71%,41.40,50d 27m
OG/USDT,3,60.33%,854.00,48d 22h 15m
FLM/BTC,3,59.15%,56.73,73d 8h 52m
GMT/BUSD,0,58.46%,1758.28,74d 22m
TRX/BUSD,0,57.74%,1850.73,85d 16h 46m
GMT/BUSD,0,57.32%,122.75,74d 15h 11m
PAXG/BTC,4,54.85%,174.15,69d 6h 4m
PEOPLE/USDT,1,54.72%,79.77,60d 2h 46m
GMT/BUSD,0,53.86%,349.18,68d 40m
KP3R/USDT,0,52.64%,58.63,59d 21h 17m
MATIC/USDT,9,52.34%,352.69,23d 3h 22m
CVX/BUSD,0,50.78%,1965.77,25d 21h 58m
ASR/USDT,0,49.83%,262.80,37d 21h 20m
LINK/ETH,2,49.50%,193.50,62d 5h 34m
RARE/BNB,1,48.65%,29.63,56d 13h 50m
CTXC/USDT,2,48.45%,50.28,60d 18h 14m
BNB/ETH,9,48.13%,258.26,100d 7h 17m
GMT/BUSD,0,47.88%,76.03,46d 17h 52m
DYDX/USDT,1,47.77%,429.79,25d 2h 12m
GMT/BUSD,9,47.75%,101.11,24d 1h 16m
PEOPLE/BTC,1,46.94%,898.09,61d 22h 42m
COCOS/BNB,0,46.56%,169.29,44d 19h 36m
REQ/BTC,0,46.45%,21.61,49d 15h 47m
GMT/BUSD,0,45.95%,432.14,24d 4h 4m
GMT/BUSD,1,44.97%,60.21,24d 3h 36m
UNI/BTC,0,44.82%,797.92,45d 11h 14m
GTC/BUSD,0,44.10%,360.38,56d 18h 29m
GMT/BUSD,0,43.30%,19.70,24d 4h 37m
GMT/BUSD,1,43.25%,17.56,24d 5h 8m
AAVE/ETH,1,43.22%,277.80,61d 6h 38m
TROY/BUSD,0,42.97%,119.73,48d 2h 14m
COCOS/USDT,0,42.39%,200.27,39d 31m
GMT/BUSD,3,42.24%,21.44,23d 20h 8m
GMT/BUSD,0,41.89%,37.66,23d 19h 23m
GMT/BUSD,0,41.89%,243.20,27d 5h 31m
SHIB/DOGE,0,41.26%,40.34,155d 21h 38m
KEY/USDT,0,40.90%,91.30,48d 19h 18m
DUSK/BTC,0,40.74%,135.48,58d 15h 28m
FLM/BTC,0,40.53%,31.00,75d 5h 51m
