cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1830,926.63%,8145.61,66d 19h 53m
GMT/BUSD,28,691.97%,673.60,76d 17h 29m
GMT/BUSD,9,592.93%,597.83,75d 4h 10m
GMT/BUSD,7,475.82%,509.76,75d 6m
GMT/BUSD,5,338.97%,545.87,73d 2h 17m
GMT/BUSD,1,330.40%,638.71,99d 19h 56m
GMT/BUSD,1,321.22%,429.92,66d 1h 48m
GMT/BUSD,8,315.23%,11117.84,82d 18h 38m
GMT/BUSD,1,306.18%,1488.54,100d 3h 26m
GMT/BUSD,9,301.92%,1084.68,69d 4h 26m
GMT/BUSD,2,251.36%,834.74,69d 15h 28m
GMT/BUSD,2,247.57%,468.79,69d 22h 8m
GMT/BUSD,0,246.20%,660.43,71d 20h 29m
GMT/BUSD,0,242.20%,476.61,71d 15h 7m
GMT/BUSD,0,232.02%,873.64,75d 21h 15m
GMT/BUSD,1,201.05%,348.58,63d 13h 12m
GMT/BUSD,0,176.98%,408.02,100d 12h 52m
GMT/BUSD,2,168.54%,741.64,61d 17h 10m
ANC/USDT,65,130.00%,53.77,71d 19h 51m
GMT/BUSD,0,124.64%,328.55,89d 13h 11m
GMT/BUSD,0,118.36%,398.45,88d 4h 50m
GMT/BUSD,0,112.58%,606.03,96d 20h 30m
GMT/BUSD,0,111.59%,589.56,99d 19h 59m
MATIC/USDT,12,108.82%,1952.15,44d 13h 34m
GMT/BUSD,0,103.63%,418.56,88d 9h 43m
UMA/BUSD,3,101.70%,299.36,78d 11h 41m
GMT/BUSD,0,100.55%,282.55,91d 23h 35m
MATIC/USDT,3,97.60%,570.31,28d 16h 54m
DYDX/USDT,2,96.55%,868.67,41d 18h 14m
TCT/BTC,8,94.68%,41.15,75d 20h 50m
CVX/BUSD,0,93.85%,3632.62,42d 14h
GMT/BUSD,0,88.11%,487.73,85d 17h 6m
GMT/BUSD,0,87.82%,428.93,90d 21h 10m
ANC/BNB,10,87.19%,92.80,73d 20h 15m
GMT/BUSD,2,84.97%,70.04,90d 9h 21m
FORTH/BUSD,1,83.59%,96.86,60d 6h 55m
ETC/USDT,33,79.29%,7229.11,40d 20h 24m
GMT/BUSD,0,77.99%,1355.15,93d 11h 23m
PEOPLE/USDT,4,76.79%,111.95,76d 18h 48m
OG/USDT,3,76.37%,1080.98,65d 14h 17m
ETH/USDT,298,74.72%,77012.77,40d 9h 51m
GMT/BUSD,1,73.26%,98.08,40d 19h 38m
KP3R/USDT,3,70.68%,78.72,76d 13h 20m
TRX/BUSD,3,69.89%,325.39,111d 17h 25m
GMT/BUSD,0,69.50%,31.63,40d 20h 39m
GMT/BUSD,1,69.12%,28.06,40d 21h 10m
FORTH/BUSD,0,69.06%,75.74,73d 15h 39m
ASR/USDT,5,68.53%,46.73,66d 16h 30m
GMT/BUSD,3,68.51%,34.76,40d 12h 11m
OOKI/BUSD,0,67.39%,243.57,75d 18h 17m
UNI/BTC,0,67.30%,1452.91,62d 3h 16m
GMT/BUSD,0,66.50%,555.83,41d 12h 10m
ENS/USDT,0,65.98%,1548.10,75d 17h 10m
DODO/BUSD,6,65.86%,112.26,65d 11h 19m
