cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1111,917.22%,8062.91,49d 7h 51m
GMT/BUSD,15,684.52%,666.34,59d 5h 27m
GMT/BUSD,8,584.10%,588.94,57d 16h 8m
GMT/BUSD,5,466.79%,500.09,57d 12h 3m
GMT/BUSD,5,327.66%,527.66,55d 14h 15m
GMT/BUSD,0,326.32%,630.82,82d 7h 54m
GMT/BUSD,1,311.90%,417.45,48d 13h 46m
GMT/BUSD,7,310.05%,10935.03,65d 6h 36m
GMT/BUSD,1,302.13%,1468.84,82d 15h 24m
GMT/BUSD,6,289.89%,1041.47,51d 16h 23m
GMT/BUSD,0,238.98%,793.65,52d 3h 26m
GMT/BUSD,1,238.21%,451.06,52d 10h 6m
GMT/BUSD,0,236.93%,635.56,54d 8h 27m
GMT/BUSD,0,232.76%,458.03,54d 3h 5m
GMT/BUSD,0,222.34%,837.18,58d 9h 13m
GMT/BUSD,1,186.94%,324.12,46d 1h 9m
GMT/BUSD,0,173.28%,399.49,83d 50m
GMT/BUSD,1,156.68%,689.49,44d 5h 8m
GMT/BUSD,0,144.15%,874.37,67d 3m
ANC/USDT,43,132.42%,54.77,54d 7h 49m
GMT/BUSD,0,120.82%,318.50,72d 1h 9m
GMT/BUSD,0,114.37%,385.03,70d 16h 48m
GMT/BUSD,0,108.53%,584.23,79d 8h 28m
GMT/BUSD,0,107.53%,568.10,82d 7h 57m
GMT/BUSD,0,99.59%,402.25,70d 21h 40m
GMT/BUSD,0,96.92%,272.36,74d 11h 33m
ANC/BNB,6,95.75%,85.06,56d 8h 13m
PEOPLE/USDT,2,89.23%,722.78,53d 10h 10m
UMA/BUSD,1,86.12%,253.48,60d 23h 38m
GMT/BUSD,0,84.01%,410.30,73d 9h 7m
GMT/BUSD,0,83.95%,464.73,68d 5h 4m
GMT/BUSD,1,81.42%,67.12,72d 21h 19m
GMT/BUSD,0,73.73%,1281.15,75d 23h 21m
TCT/BTC,3,71.64%,26.78,58d 8h 47m
FORTH/BUSD,0,67.43%,78.14,42d 18h 52m
TRX/BUSD,1,64.64%,300.95,94d 5h 23m
ASR/USDT,2,63.53%,43.32,49d 4h 27m
OG/USDT,3,62.32%,882.04,48d 2h 15m
GMT/BUSD,0,59.43%,1787.60,73d 4h 22m
FLM/BTC,3,59.08%,59.11,72d 12h 53m
TRX/BUSD,0,58.62%,1878.97,84d 20h 46m
GMT/BUSD,0,58.30%,124.86,73d 19h 11m
KP3R/USDT,0,57.07%,63.56,59d 1h 18m
PEOPLE/USDT,1,56.76%,82.74,59d 6h 46m
GMT/BUSD,0,54.96%,356.34,67d 4h 40m
MATIC/USDT,8,54.93%,370.10,22d 7h 22m
CVX/BUSD,0,54.18%,2097.09,25d 1h 58m
GMT/BUSD,9,53.98%,114.29,23d 5h 16m
CTXC/USDT,2,53.68%,55.71,59d 22h 14m
