cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1116,913.35%,8028.89,49d 14h 51m
GMT/BUSD,15,681.45%,663.36,59d 12h 27m
GMT/BUSD,8,580.47%,585.28,57d 23h 8m
GMT/BUSD,5,463.07%,496.11,57d 19h 3m
GMT/BUSD,0,324.64%,627.57,82d 14h 54m
GMT/BUSD,5,323.51%,520.97,55d 21h 15m
GMT/BUSD,1,308.07%,412.33,48d 20h 46m
GMT/BUSD,7,307.92%,10860.06,65d 13h 36m
GMT/BUSD,1,300.47%,1460.74,82d 22h 24m
GMT/BUSD,6,285.67%,1026.30,51d 23h 23m
GMT/BUSD,0,234.66%,779.27,52d 10h 26m
GMT/BUSD,1,234.36%,443.77,52d 17h 6m
GMT/BUSD,0,233.12%,625.33,54d 15h 27m
GMT/BUSD,0,228.88%,450.39,54d 10h 5m
GMT/BUSD,0,218.37%,822.23,58d 16h 13m
GMT/BUSD,1,182.09%,315.71,46d 8h 9m
GMT/BUSD,0,171.76%,395.98,83d 7h 50m
GMT/BUSD,1,153.25%,674.36,44d 12h 8m
GMT/BUSD,0,142.10%,861.98,67d 7h 3m
ANC/USDT,43,124.34%,51.43,54d 14h 49m
GMT/BUSD,0,119.26%,314.36,72d 8h 9m
GMT/BUSD,0,112.74%,379.53,70d 23h 48m
GMT/BUSD,0,106.87%,575.29,79d 15h 28m
GMT/BUSD,0,105.86%,559.29,82d 14h 57m
GMT/BUSD,0,97.93%,395.54,71d 4h 40m
GMT/BUSD,0,95.44%,268.18,74d 18h 33m
ANC/BNB,6,90.65%,77.53,56d 15h 13m
PEOPLE/USDT,2,84.12%,681.42,53d 17h 10m
UMA/BUSD,1,82.78%,243.66,61d 6h 38m
GMT/BUSD,0,82.44%,402.64,73d 16h 7m
GMT/BUSD,0,82.25%,455.29,68d 12h 4m
GMT/BUSD,1,79.97%,65.92,73d 4h 19m
GMT/BUSD,0,71.98%,1250.81,76d 6h 21m
FORTH/BUSD,0,71.71%,83.10,43d 1h 52m
TCT/BTC,3,70.02%,25.16,58d 15h 47m
