cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1847,923.72%,8120.03,67d 1h 53m
GMT/BUSD,30,689.67%,671.35,76d 23h 29m
GMT/BUSD,9,590.20%,595.08,75d 10h 10m
GMT/BUSD,7,473.03%,506.77,75d 6h 6m
GMT/BUSD,5,335.84%,540.83,73d 8h 17m
GMT/BUSD,1,329.14%,636.27,100d 1h 56m
GMT/BUSD,1,318.33%,426.06,66d 7h 48m
GMT/BUSD,8,313.63%,11061.29,83d 38m
GMT/BUSD,1,304.93%,1482.45,100d 9h 26m
GMT/BUSD,9,299.16%,1074.78,69d 10h 25m
GMT/BUSD,2,248.39%,824.89,69d 21h 28m
GMT/BUSD,2,244.68%,463.30,70d 4h 8m
GMT/BUSD,0,243.34%,652.74,72d 2h 29m
GMT/BUSD,0,239.28%,470.86,71d 21h 7m
GMT/BUSD,0,229.03%,862.36,76d 3h 15m
GMT/BUSD,1,197.55%,342.51,63d 19h 11m
GMT/BUSD,0,175.84%,405.38,100d 18h 52m
GMT/BUSD,2,167.05%,735.11,61d 23h 10m
ANC/USDT,66,126.48%,52.32,72d 1h 51m
GMT/BUSD,0,123.46%,325.44,89d 19h 11m
GMT/BUSD,0,117.13%,394.30,88d 10h 50m
FORTH/USDT,1,113.73%,613.15,25d 3h 18m
GMT/BUSD,0,111.33%,599.29,97d 2h 30m
GMT/BUSD,0,110.33%,582.92,100d 1h 59m
FORTH/USDT,0,103.13%,61945.86,73d 8h 28m
GMT/BUSD,0,102.38%,413.52,88d 15h 43m
UMA/BUSD,3,102.00%,300.24,78d 17h 40m
MATIC/USDT,13,101.39%,1818.76,44d 19h 34m
GMT/BUSD,0,99.43%,279.40,92d 5h 35m
FORTH/BUSD,1,95.12%,110.23,60d 12h 55m
TCT/BTC,8,94.68%,40.74,76d 2h 50m
FORTH/BUSD,0,92.75%,101.73,73d 21h 39m
CVX/BUSD,0,91.62%,3546.36,42d 20h
MATIC/USDT,3,89.69%,524.09,28d 22h 54m
DYDX/USDT,2,89.50%,805.23,42d 14m
GMT/BUSD,0,86.82%,480.61,85d 23h 6m
GMT/BUSD,0,86.64%,423.16,91d 3h 9m
GMT/BUSD,2,83.87%,69.13,90d 15h 21m
ANC/BNB,10,82.45%,89.54,74d 2h 15m
ETC/USDT,35,79.24%,7224.54,41d 2h 24m
OG/USDT,3,77.51%,1097.13,65d 20h 17m
GMT/BUSD,0,76.67%,1332.26,93d 17h 23m
PEOPLE/USDT,4,74.83%,109.08,77d 48m
KP3R/USDT,3,72.95%,81.26,76d 19h 20m
ETH/USDT,300,72.28%,74489.94,40d 15h 50m
TRX/BUSD,3,70.03%,326.04,111d 23h 25m
OOKI/BUSD,0,69.78%,252.20,76d 17m
ASR/USDT,5,68.19%,46.50,66d 22h 30m
GMT/BUSD,1,66.38%,88.87,41d 1h 38m
DODO/BUSD,6,65.78%,112.11,65d 17h 19m
UNI/BTC,0,65.05%,1390.42,62d 9h 16m
RARE/BUSD,1,64.57%,70.29,63d 13h 38m
TRX/BUSD,0,63.35%,2030.68,102d 14h 48m
TROY/BUSD,1,63.26%,176.26,65d 17m
GMT/BUSD,0,63.12%,28.73,41d 2h 39m
GMT/BUSD,1,62.82%,25.51,41d 3h 10m
CTXC/USDT,2,62.73%,65.10,77d 16h 16m
ENS/USDT,0,62.37%,1463.36,75d 23h 10m
GMT/BUSD,0,62.29%,585.82,41d 2h 6m
GMT/BUSD,3,62.12%,31.52,40d 18h 10m
GMT/BUSD,0,61.92%,1862.33,90d 22h 24m
GMT/BUSD,0,60.80%,130.22,91d 13h 13m
GMT/BUSD,0,60.02%,95.31,63d 15h 54m
GTC/BUSD,0,59.97%,490.09,73d 16h 31m
FLM/BTC,6,59.87%,68.96,90d 6h 55m
GMT/BUSD,0,59.74%,499.31,41d 18h 10m
GMT/BUSD,0,59.44%,345.08,44d 3h 33m
GMT/BUSD,0,58.46%,28.94,41d 5h 1m
GMT/BUSD,0,57.77%,374.57,84d 22h 42m
DEGO/BUSD,0,57.36%,275.61,24d 4h 12m
HIGH/BUSD,0,56.70%,142.80,29d 6h 4m
THETA/USDT,3,54.56%,117.93,67d 15h 18m
ETC/BTC,3,54.49%,12.96,85d 7h 26m
PORTO/USDT,0,54.10%,100.84,69d 49m
ENS/BUSD,1,54.03%,51.05,77d 4h 13m
ETH/BUSD,14,53.41%,823.32,40d 6h 47m
ETH/USDT,2,53.24%,2114.44,39d 21h 9m
QTUM/USDT,0,53.22%,287.85,13d 20h 56m
AAVE/USDT,2,52.97%,281.40,29d 19m
BETA/ETH,0,52.53%,55.90,60d 19h 21m
KEY/USDT,0,52.49%,117.16,65d 17h 20m
AVAX/USDT,15,51.95%,466.27,44d 46m
GMT/BUSD,0,51.84%,21.33,41d 5h 30m
WING/BTC,0,51.27%,21.35,23h 20m
GMT/BUSD,0,51.12%,20.64,41d 20h 17m
GMT/USDT,13,50.95%,499.31,79d 4h 7m
ETH/USDT,2,50.72%,560.11,25d 1h 36m
KP3R/USDT,0,50.60%,88.64,69d 55m
ETH/USDT,1,50.34%,1560.32,28d 16h 23m
ENS/USDT,1,49.42%,88.96,76d 14h 18m
ETH/USDT,4,49.35%,300.83,17d 1h 18m
QI/BUSD,0,49.31%,78.94,46d 14h 42m
BEL/BUSD,1,48.95%,150.86,61d 5h 7m
VOXEL/BUSD,0,48.92%,179.50,46d 7m
LAZIO/BUSD,3,48.58%,131.13,68d 8h 19m
GMT/BUSD,1,48.50%,21.85,39d 22h 59m
FTM/USDT,1,48.39%,432.21,44d 42m
GMT/BUSD,3,47.75%,30.35,39d 17h 49m
GMT/BUSD,0,47.66%,20.93,42d 1h 2m
TCT/USDT,1,47.01%,61.36,48d 2h 45m
PEOPLE/BTC,1,47.00%,1079.87,78d 20h 44m
PAXG/BTC,4,46.96%,179.04,86d 4h 7m
ETH/BUSD,1,46.72%,15862.90,36d 6h 17m
OG/USDT,0,46.36%,54.06,50d 36m
COCOS/USDT,1,46.25%,218.49,55d 22h 34m
LINK/USDT,1,45.73%,59.32,78d 29m
DUSK/BTC,1,45.58%,182.00,75d 13h 30m
ACA/USDT,2,45.58%,77.27,31d 23h 2m
LDO/BUSD,1,44.84%,1860.79,12d 12h 38m
