cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1851,924.28%,8124.92,67d 3h 53m
GMT/BUSD,30,690.11%,671.78,77d 1h 29m
GMT/BUSD,9,590.72%,595.61,75d 12h 10m
GMT/BUSD,7,473.56%,507.34,75d 8h 6m
GMT/BUSD,5,336.44%,541.79,73d 10h 17m
GMT/BUSD,1,329.38%,636.74,100d 3h 56m
GMT/BUSD,1,318.89%,426.80,66d 9h 48m
GMT/BUSD,8,313.93%,11072.11,83d 2h 38m
GMT/BUSD,1,305.17%,1483.62,100d 11h 26m
GMT/BUSD,9,299.73%,1076.80,69d 12h 25m
GMT/BUSD,2,248.96%,826.77,69d 23h 28m
GMT/BUSD,2,245.23%,464.35,70d 6h 8m
GMT/BUSD,0,243.89%,654.21,72d 4h 29m
GMT/BUSD,0,239.84%,471.96,71d 23h 7m
GMT/BUSD,0,229.60%,864.52,76d 5h 15m
GMT/BUSD,1,198.25%,343.72,63d 21h 11m
GMT/BUSD,0,176.06%,405.89,100d 20h 52m
GMT/BUSD,2,167.43%,736.76,62d 1h 10m
ANC/USDT,66,126.79%,52.45,72d 3h 51m
GMT/BUSD,0,123.68%,326.04,89d 21h 11m
GMT/BUSD,0,117.36%,395.09,88d 12h 50m
GMT/BUSD,0,111.57%,600.57,97d 4h 30m
GMT/BUSD,0,110.57%,584.19,100d 3h 59m
FORTH/USDT,1,109.72%,591.57,25d 5h 18m
MATIC/USDT,13,103.28%,1852.78,44d 21h 34m
GMT/BUSD,0,102.62%,414.48,88d 17h 43m
UMA/BUSD,3,101.50%,298.76,78d 19h 40m
FORTH/USDT,0,101.01%,60672.50,73d 10h 28m
GMT/BUSD,0,99.64%,280.00,92d 7h 35m
TCT/BTC,8,94.68%,40.81,76d 4h 50m
FORTH/BUSD,1,93.87%,108.78,60d 14h 55m
CVX/BUSD,0,92.42%,3577.28,42d 22h
FORTH/BUSD,0,91.59%,100.46,73d 23h 39m
MATIC/USDT,3,91.58%,535.11,29d 54m
OG/USDT,3,89.33%,1264.39,65d 22h 17m
DYDX/USDT,2,89.27%,803.22,42d 2h 14m
GMT/BUSD,0,87.07%,481.97,86d 1h 6m
GMT/BUSD,0,86.87%,424.27,91d 5h 9m
GMT/BUSD,2,84.08%,69.31,90d 17h 21m
ANC/BNB,10,81.69%,89.53,74d 4h 15m
ETC/USDT,35,79.25%,7225.96,41d 4h 24m
GMT/BUSD,0,76.92%,1336.63,93d 19h 23m
PEOPLE/USDT,4,76.82%,111.99,77d 2h 48m
ETH/USDT,300,73.82%,76080.79,40d 17h 50m
KP3R/USDT,3,73.25%,81.58,76d 21h 20m
ASR/USDT,5,72.04%,49.13,67d 30m
TRX/BUSD,3,69.92%,325.52,112d 1h 25m
OOKI/BUSD,0,69.48%,251.11,76d 2h 17m
GMT/BUSD,1,67.70%,90.63,41d 3h 38m
UNI/BTC,0,66.69%,1427.91,62d 11h 16m
DODO/BUSD,6,66.68%,113.65,65d 19h 19m
RARE/BUSD,1,66.10%,71.96,63d 15h 38m
PORTO/USDT,0,65.28%,121.66,69d 2h 49m
GMT/BUSD,0,64.34%,29.28,41d 4h 39m
GMT/BUSD,1,64.03%,26.00,41d 5h 10m
TROY/BUSD,1,63.64%,177.33,65d 2h 17m
ENS/USDT,0,63.39%,1487.16,76d 1h 10m
GMT/BUSD,3,63.34%,32.14,40d 20h 10m
TRX/BUSD,0,63.13%,2023.44,102d 16h 48m
CTXC/USDT,2,63.08%,65.46,77d 18h 16m
GMT/BUSD,0,62.69%,589.54,41d 4h 6m
