cryptoPair,copyPopularity,roi,pnl,runningTime
GMT/BUSD,1155,914.71%,8040.83,50d 12h 51m
GMT/BUSD,16,682.53%,664.40,60d 10h 27m
GMT/BUSD,8,581.75%,586.56,58d 21h 8m
GMT/BUSD,5,464.38%,497.50,58d 17h 4m
GMT/BUSD,1,325.23%,628.71,83d 12h 54m
GMT/BUSD,5,324.96%,523.30,56d 19h 15m
GMT/BUSD,1,309.39%,414.09,49d 18h 46m
GMT/BUSD,7,308.65%,10885.82,66d 11h 36m
GMT/BUSD,1,301.05%,1463.58,83d 20h 24m
GMT/BUSD,6,287.19%,1031.76,52d 21h 24m
GMT/BUSD,0,236.17%,784.32,53d 8h 26m
GMT/BUSD,1,235.71%,446.33,53d 15h 6m
GMT/BUSD,0,234.46%,628.92,55d 13h 27m
GMT/BUSD,0,230.24%,453.07,55d 8h 5m
GMT/BUSD,0,219.73%,827.37,59d 14h 13m
GMT/BUSD,1,183.75%,318.60,47d 6h 10m
GMT/BUSD,0,172.29%,397.21,84d 5h 50m
GMT/BUSD,1,154.59%,680.29,45d 10h 8m
GMT/BUSD,0,142.81%,866.23,68d 5h 3m
ANC/USDT,43,125.96%,52.10,55d 12h 49m
GMT/BUSD,0,119.81%,315.82,73d 6h 9m
GMT/BUSD,0,113.30%,381.42,71d 21h 48m
GMT/BUSD,0,107.44%,578.36,80d 13h 28m
GMT/BUSD,0,106.43%,562.32,83d 12h 57m
GMT/BUSD,0,98.51%,397.90,72d 2h 41m
ANC/BNB,6,97.08%,82.10,57d 13h 13m
GMT/BUSD,0,95.95%,269.62,75d 16h 33m
PEOPLE/USDT,2,85.53%,692.80,54d 15h 11m
GMT/BUSD,0,82.99%,405.33,74d 14h 8m
GMT/BUSD,0,82.83%,458.53,69d 10h 4m
UMA/BUSD,1,81.49%,239.85,62d 4h 38m
GMT/BUSD,1,80.47%,66.33,74d 2h 19m
GMT/BUSD,0,72.58%,1261.23,77d 4h 21m
FORTH/BUSD,0,72.55%,84.07,43d 23h 53m
TCT/BTC,3,66.79%,23.47,59d 13h 48m
TRX/BUSD,1,63.82%,297.14,95d 10h 23m
ASR/USDT,2,60.08%,40.97,50d 9h 28m
OG/USDT,3,59.33%,839.78,49d 7h 15m
FLM/BTC,3,59.30%,55.76,73d 17h 53m
GMT/BUSD,0,58.47%,1758.71,74d 9h 22m
TRX/BUSD,0,57.75%,1850.95,86d 1h 46m
GMT/BUSD,0,57.32%,122.77,75d 11m
PAXG/BTC,4,55.90%,174.00,69d 15h 5m
FORTH/BUSD,0,55.47%,60.84,57d 8h 37m
PEOPLE/USDT,1,54.57%,79.55,60d 11h 46m
GMT/BUSD,0,53.87%,349.29,68d 9h 40m
KP3R/USDT,0,53.47%,59.56,60d 6h 18m
LINK/ETH,2,50.04%,191.39,62d 14h 35m
ASR/USDT,0,48.98%,258.32,38d 6h 20m
BNB/ETH,9,48.82%,256.26,100d 16h 17m
CVX/BUSD,0,48.19%,1865.30,26d 6h 58m
GMT/BUSD,0,47.90%,76.06,47d 2h 52m
RARE/BNB,1,47.88%,28.82,56d 22h 50m
GMT/BUSD,9,47.80%,101.20,24d 10h 17m
CTXC/USDT,2,47.12%,48.90,61d 3h 14m
PEOPLE/BTC,1,46.95%,880.63,62d 7h 42m
MATIC/USDT,9,46.94%,316.29,23d 12h 22m
DYDX/USDT,1,46.93%,422.22,25d 11h 12m
COCOS/BNB,0,46.86%,168.34,45d 4h 36m
REQ/BTC,0,46.24%,21.10,50d 47m
GMT/BUSD,0,46.10%,433.61,24d 13h 4m
UNI/BTC,0,45.18%,788.72,45d 20h 14m
GMT/BUSD,1,45.01%,60.27,24d 12h 36m
GMT/BUSD,0,43.38%,19.74,24d 13h 37m
GMT/BUSD,1,43.29%,17.58,24d 14h 8m
AAVE/ETH,1,43.28%,272.13,61d 15h 38m
GTC/BUSD,0,42.90%,350.58,57d 3h 29m
COCOS/USDT,0,42.33%,199.95,39d 9h 32m
GMT/BUSD,3,42.33%,21.48,24d 5h 8m
GMT/BUSD,0,41.97%,37.74,24d 4h 23m
GMT/BUSD,0,41.95%,243.60,27d 14h 31m
FLM/BTC,0,40.74%,30.55,75d 14h 51m
SHIB/DOGE,0,40.72%,39.25,156d 6h 38m
KEY/USDT,0,40.25%,89.84,49d 4h 18m
DUSK/BTC,0,40.24%,131.21,59d 28m
TROY/BUSD,0,39.79%,110.88,48d 11h 15m
TRU/BTC,2,39.32%,33.98,17d 10h 14m
GMT/BUSD,0,39.20%,19.40,24d 15h 59m
PAXG/BTC,1,38.79%,426.37,60d 20h 6m
GMT/BUSD,0,38.75%,323.92,25d 5h 8m
UMA/USDT,1,38.74%,103.94,27d 16h 58m
BNB/ETH,1,38.68%,227.63,183d 4h 18m
JASMY/BTC,0,38.34%,82.08,86d 21h 48m
BETA/ETH,0,38.16%,25.17,44d 6h 19m
TRX/USDT,0,38.06%,692.06,84d 14h 12m
GMT/USDT,10,37.92%,1149.36,23d 14h 55m
BEL/BUSD,1,37.73%,116.31,44d 16h 5m
LINK/USDT,0,37.68%,187.80,30d 20h 18m
GMT/BUSD,0,37.62%,118.27,76d 3h 10m
GMT/BUSD,0,37.05%,959.10,26d 5h 3m
THETA/BTC,3,36.99%,65.19,35d 3h 45m
CTK/USDT,0,36.28%,195.86,56d 20h
GMT/USDT,2,36.16%,354.35,62d 15h 5m
GMT/BUSD,0,35.67%,662.00,25d 4h 38m
PAXG/BNB,0,35.65%,709.98,48d 10h 44m
TRX/BTC,1,35.58%,26.33,64d 10h 27m
BNB/ETH,0,35.41%,151.64,182d 3h 6m
THETA/USDT,0,34.62%,74.83,51d 2h 16m
DODO/BUSD,5,34.39%,58.63,49d 4h 17m
GMT/BUSD,0,33.77%,13.90,24d 16h 28m
BNB/ETH,0,33.76%,242.41,151d 21h 27m
PSG/BTC,1,33.47%,122.63,54d 14h 39m
LINK/USDT,1,33.32%,43.22,61d 11h 28m
GMT/BUSD,0,33.14%,13.38,25d 7h 15m
SHIB/DOGE,0,33.13%,19.42,64d 10h 45m
ERN/BUSD,0,33.12%,119.60,29d 1h 12m
MDX/BUSD,0,33.03%,119.18,29d 1h 13m
BNB/ETH,1,32.92%,185.88,63d 5h 18m
REQ/BTC,0,32.80%,33.50,24d 14h 8m
TRX/USDT,4,32.77%,151.01,75d 18h 30m
DODO/BTC,0,32.65%,145.73,53d 10h 18m
LINK/USDT,0,32.43%,32.88,61d 13h 35m
ANC/BTC,1,32.15%,27.97,32d 12h 33m
TRU/BTC,0,32.04%,12.52,17d 1h 42m
SOL/ETH,2,31.95%,136.30,38d 3h 45m
BNB/ETH,0,31.95%,181.89,59d 11h 21m
ANC/USDT,2,31.75%,42.86,30d 19h 32m
AAVE/BUSD,6,31.65%,116.45,27d 17h 5m
GMT/BUSD,0,31.64%,56.84,26d 3h 45m
TRX/BTC,0,31.64%,236.69,62d 8h 1m
SAND/USDT,1,31.53%,108.58,27d 13h 14m
LAZIO/BUSD,2,31.44%,84.88,51d 19h 17m
GMT/BUSD,0,31.19%,13.41,23d 8h 47m
SOL/USDT,30,30.97%,36.99,27d 15h 33m
TCT/BTC,0,30.82%,16.91,83d 8h 9m
GMT/BUSD,1,30.70%,13.83,23d 9h 57m
ENS/USDT,1,30.49%,54.89,60d 1h 16m
GMT/BUSD,0,29.98%,13.16,25d 12h
ADA/ETH,0,29.83%,180.00,85d 3h 39m
OOKI/BUSD,0,29.77%,107.60,59d 11h 15m
KP3R/USDT,3,29.74%,27.96,16d 6h 38m
CTK/USDT,0,29.67%,213.52,40d 3h 57m
GMT/BUSD,2,29.54%,18.78,23d 4h 47m
TRX/BTC,0,29.42%,127.88,65d 14h 15m
DOGE/BTC,0,29.38%,86.74,101d 6h 51m
MATIC/USDT,1,29.30%,162.49,23d 5h 10m
UNI/BNB,1,29.05%,3495.46,47d 22h 19m
ADA/USDT,9,28.98%,561.06,61d 17h 22m
IMX/BTC,0,28.94%,88.46,51d 13h 8m
MATIC/USDT,0,28.88%,518.15,28d 6h 32m
SOL/BUSD,16,28.88%,535.27,29d 19h 24m
OG/USDT,0,28.85%,33.65,33d 11h 34m
GMT/BUSD,0,28.82%,209.86,75d 17h 33m
WAVES/BTC,2,28.63%,45.74,62d 13h 54m
SHIB/DOGE,0,28.08%,1819.89,62d 15h 17m
JASMY/BTC,0,28.04%,175.60,40d 8h 21m
DUSK/BTC,0,27.93%,978.61,30d 11h 34m
ROSE/BTC,0,27.77%,48.22,61d 2h 48m
GMT/BUSD,0,27.70%,10.15,23d 7h 18m
TRX/BUSD,0,27.69%,949.83,78d 21h 13m
DOGE/BTC,3,27.64%,13.59,106d 5h 16m
HIGH/BTC,0,27.50%,48.11,42d 11h 19m
BNB/ETH,0,27.47%,18.15,166d 22h 35m
UMA/BTC,0,27.47%,292.22,27d 12h 36m
AAVE/ETH,0,27.03%,90.04,49d 21h 48m
DEGO/BTC,0,26.92%,131.44,24d 1h 38m
WIN/BNB,0,26.88%,56.77,62d 13h 53m
SHIB/DOGE,0,26.86%,14.70,97d 4h 53m
LINK/ETH,1,26.69%,146.95,85d 3h 41m
GMT/BTC,0,26.53%,15.78,54d 8h 56m
ATOM/USDT,0,26.31%,473.05,29d 13h 36m
MATIC/BTC,0,26.26%,228.60,27d 3h 40m
SHIB/DOGE,0,26.22%,362.89,62d 22h 54m
ANC/BUSD,0,26.20%,33.04,30d 1h 40m
MATIC/USDT,0,25.92%,318.31,28d 7h 9m
ADA/BTC,0,25.92%,122.53,69d 23h 42m
ATOM/BTC,0,25.91%,134.52,41d 41m
ENS/BUSD,1,25.87%,24.44,60d 15h 11m
TRX/USDT,0,25.73%,119.78,78d 15h 44m
GMT/BUSD,0,25.58%,68.96,28d 14h 17m
XMR/USDT,0,25.53%,908.42,27d 14h 41m
UNI/BUSD,2,25.41%,91.25,60d 8h 15m
UNI/USDT,0,25.37%,20.77,58d 22h 40m
ADA/BTC,1,25.35%,441.53,61d 11h 11m
TRX/BTC,1,25.35%,442.18,59d 7h 37m
SOL/BTC,3,25.32%,2.57,35d 16h 18m
CRV/BUSD,0,25.30%,729.47,26d 6h 49m
AR/BTC,0,25.26%,2.20,59d 22h 41m
SHIB/DOGE,0,25.19%,29.71,163d 13h 7m
AAVE/BTC,0,25.14%,12.18,62d 23h 6m
FORTH/USDT,1,25.09%,124.22,53d 7h 52m
TRX/BTC,0,25.06%,21.56,67d 10h 14m
ADA/BTC,0,24.97%,26.88,70d 7h 47m
ANC/BUSD,2,24.92%,23.39,50d 23h 40m
BEL/BNB,0,24.89%,42.21,44d 6h 31m
XMR/USDT,1,24.86%,855.28,27d 14h 36m
SHIB/DOGE,0,24.79%,22.15,162d 20h 31m
UNI/USDT,0,24.57%,36.27,34d 1h 25m
SHIB/DOGE,0,24.45%,9.99,61d 20h 34m
KEY/USDT,0,24.37%,43.87,40d 54m
AVAX/USDT,6,24.31%,218.18,27d 11h 44m
SHIB/DOGE,0,24.27%,7.58,66d 4h 47m
ADA/ETH,2,24.21%,15.37,133d 1h 37m
OOKI/BUSD,0,24.19%,54.48,28d 5h 4m
ADA/BTC,1,24.12%,91.58,74d 11h 25m
THETA/BUSD,4,24.07%,79.04,35d 9h 19m
RARE/BUSD,0,24.01%,26.15,47d 36m
KEY/ETH,0,23.90%,88.21,31d 12h 7m
TRX/BTC,0,23.86%,53.21,71d 14h 12m
ADA/ETH,0,23.82%,138.50,135d 16m
RARE/BTC,0,23.56%,49.92,49d 43m
TRX/BTC,1,23.55%,83.25,62d 20h 42m
AVAX/ETH,0,23.54%,149.16,48d 3h 58m
